,name,license_type,city,county,zip
31,GOLDEN VALLEY HEALTH CENTERS ,License Type: Clinic,MERCED, MERCED, 95348
32,GOLDEN VALLEY HEALTH CENTERS ,License Type: Clinic,MERCED, MERCED, 95340
33,GOLDEN VALLEY HEALTH CENTERS ,License Type: Clinic,PLANADA, MERCED, 95365
34,GRASS VALLEY OUTPATIENT SURGERY CENTER LP ,License Type: Clinic,GRASS VALLEY, NEVADA, 95945
35,GREENBRAE SURGERY CENTER ,License Type: Clinic,GREENBRAE, MARIN, 94904
36,INTERVENTIONAL PAIN CENTER OF MERCED ,License Type: Clinic,MERCED, MERCED, 95348
37,LAS VENTANAS SURGERY CENTER ,License Type: Clinic,SALINAS, MONTEREY, 93906
38,LAUREL FAMILY PRACTICE ,License Type: Clinic (Government Owned),SALINAS, MONTEREY, 93906
39,LAUREL VISTA CLINIC ,License Type: Clinic (Government Owned),SALINAS, MONTEREY, 93906
40,LIVINGSTON COMMUNITY HEALTH ,License Type: Clinic,LIVINGSTON, MERCED, 95334
41,LIVINGSTON COMMUNITY HEALTH - DELHI HEALTH CENTER ,License Type: Clinic,DELHI, MERCED, 95315
42,LIVINGSTON COMMUNITY HEALTH - HILMAR HEALTH CENTER ,License Type: Clinic,HILMAR, MERCED, 95324
43,LIVINGSTON COMMUNITY HEALTH - WOLVES WELLNESS CENTER ,License Type: Clinic,LIVINGSTON, MERCED, 95334
44,LONG VALLEY HEALTH CENTER INC ,License Type: Clinic,LAYTONVILLE, MENDOCINO, 95454
45,MACT MEDICAL MARIPOSA ,License Type: Clinic,MARIPOSA, MARIPOSA, 95338
46,MARIN COMMUNITY CLINIC ,License Type: Clinic,LARKSPUR, MARIN, 94939
47,MARIN COMMUNITY CLINIC - NOVATO SOUTH ,License Type: Clinic,NOVATO, MARIN, 94945
48,MARIN COMMUNITY CLINIC - SAN RAFAEL CAMPUS ,License Type: Clinic,SAN RAFAEL, MARIN, 94901
49,MARIN COMMUNITY CLINIC NOVATO ,License Type: Clinic,NOVATO, MARIN, 94945
50,MARIN COMMUNITY CLINIC-SAN RAFAEL ,License Type: Clinic,SAN RAFAEL, MARIN, 94901
51,MARIN OPHTHALMIC SURGERY CENTER INC ,License Type: Clinic,SAN RAFAEL, MARIN, 94901
52,MARIN SPECIALTY SURGERY CENTER ,License Type: Clinic,GREENBRAE, MARIN, 94904
53,MENDOCINO COAST CLINICS INC ,License Type: Clinic,FORT BRAGG, MENDOCINO, 95437
54,MENDOCINO COMMUNITY HEALTH CLINIC INC ,License Type: Clinic,UKIAH, MENDOCINO, 95482
55,MENDOCINO COUNTY JUVENILE HALL ,License Type: Clinic (Government Owned),UKIAH, MENDOCINO, 95482
56,MONTEREY CO DEPT OF HEALTH- LAUREL INTERNAL MEDICINE ,License Type: Clinic (Government Owned),SALINAS, MONTEREY, 93906
57,MONTEREY COUNTY DEPT OF HEALTH LAUREL PEDIATRIC CLINIC ,License Type: Clinic (Government Owned),SALINAS, MONTEREY, 93906
58,MONTEREY COUNTY HEALTH CLINIC AT MARINA ,License Type: Clinic (Government Owned),MARINA, MONTEREY, 93933
59,MONTEREY COUNTY HEALTH DEPT LAUREL CLNS ,License Type: Clinic (Government Owned),SALINAS, MONTEREY, 93906
60,MONTEREY COUNTY INTEGRATED HEALTH CLINIC ,License Type: Clinic (Government Owned),MARINA, MONTEREY, 93933
61,MONTEREY PENINSULA SURGERY CENTER ,License Type: Clinic,MONTEREY, MONTEREY, 93940
62,MONTEREY PENINSULA SURGERY CENTER LLC - MUNRAS AVENUE ,License Type: Clinic,MONTEREY, MONTEREY, 93940
63,MONTEREY PENINSULA SURGERY CENTER LLC DBA SALINAS SURGERY CENTER ,License Type: Clinic,SALINAS, MONTEREY, 93901
64,MONTEREY PENINSULA SURGERY CENTER RYAN RANCH ,License Type: Clinic,MONTEREY, MONTEREY, 93940
65,NAPA SURGERY CENTER ,License Type: Clinic,NAPA, NAPA, 94558
66,NORTH BAY REGIONAL SURGERY CENTER LLC ,License Type: Clinic,NOVATO, MARIN, 94945
67,OLE HEALTH ,License Type: Clinic,NAPA, NAPA, 94558
68,OLE HEALTH - CALISTOGA ,License Type: Clinic,CALISTOGA, NAPA, 94515
69,OLE HEALTH - COUNTY CAMPUS ,License Type: Clinic,NAPA, NAPA, 94558
70,OLE HEALTH - EAST FAIRFIELD ,License Type: Clinic,NAPA, NAPA, 94533
71,OLE HEALTH - OB/GYN ,License Type: Clinic,NAPA, NAPA, 94558
72,OLE HEALTH - SOUTH SHELTER ,License Type: Clinic,NAPA, NAPA, 94559
73,OLE HEALTH - ST HELENA ,License Type: Clinic,ST HELENA, NAPA, 94574
74,PLANNED PARENTHOOD ,License Type: Clinic,MERCED, MERCED, 95348
75,PLANNED PARENTHOOD ,License Type: Clinic,SEASIDE, MONTEREY, 93955
76,PLANNED PARENTHOOD ,License Type: Clinic,SALINAS, MONTEREY, 93901
77,PLANNED PARENTHOOD NAPA CENTER ,License Type: Clinic,NAPA, NAPA, 94559
78,PLANNED PARENTHOOD: SHASTA DIABLO ,License Type: Clinic,UKIAH, MENDOCINO, 95482
79,PLANNED PARENTHOOD: SHASTA-DIABLO ,License Type: Clinic,SAN RAFAEL, MARIN, 94901
80,POINT REYES MEDICAL CLINIC ,License Type: Clinic,POINT REYES STATION, MARIN, 94956
81,REDWOOD COAST MEDICAL SERVICES INCORPORATED (RCMS) ,License Type: Clinic,GUALALA, MENDOCINO, 95445
82,ROTACARE SAN RAFAEL ,License Type: Clinic,SAN RAFAEL, MARIN, 94901
83,ROUND VALLEY INDIAN HEALTH CENTER INC ,License Type: Clinic,COVELO, MENDOCINO, 95428
84,SEASIDE FAMILY HEALTH CENTER ,License Type: Clinic (Government Owned),SEASIDE, MONTEREY, 93955
85,SIERRA AMBULATORY SURGERY CENTER ,License Type: Clinic,GRASS VALLEY, NEVADA, 95945
86,SIERRA ENDOSCOPY CENTER INC ,License Type: Clinic,GRASS VALLEY, NEVADA, 95945
87,TRUCKEE SURGERY CENTER ,License Type: Clinic,TRUCKEE, NEVADA, 96161
88,UNIVERSITY SURGICAL & DIAGNOSTIC CENTER ,License Type: Clinic,MERCED, MERCED, 95340
89,VANTAGE SURGERY CENTER ,License Type: Clinic,SALINAS, MONTEREY, 93901
90,VETERANS HOME OF CALIFORNIA-YOUNTVILLE-ABULATORY CARE CLINIC ,License Type: Clinic (Government Owned),YOUNTVILLE, NAPA, 94599
