,name,license_type,city,county,zip
27,"CENTRAL CITY COMMUNITY HEALTH CENTER, INC. ",License Type: Clinic,ANAHEIM, ORANGE, 92804
28,CENTRAL REGION PUBLIC HEALTH CENTER ,License Type: Clinic (Government Owned),SAN DIEGO, SAN DIEGO, 92105
29,CHAPA-DE INDIAN HEALTH PROGRAM INC ,License Type: Clinic,AUBURN, PLACER, 95603
30,CHASE AVE FAMILY HEALTH CENTER ,License Type: Clinic,EL CAJON, SAN DIEGO, 92020
31,CHEST ,License Type: Clinic (Government Owned),SACRAMENTO, SACRAMENTO, 95820
32,CHINATOWN PUBLIC HEALTH CENTER ,License Type: Clinic (Government Owned),SAN FRANCISCO, SAN FRANCISCO, 94133
33,CHINO HILL PRIMARY CARE CENTER ,License Type: Clinic,CHINO HILLS, SAN BERNARDINO, 91709
34,CHINO HILLS PRIMARY CARE CENTER ,License Type: Clinic,CHINO HILLS, SAN BERNARDINO, 91709
35,CHULA VISTA FAMILY HEALTH CENTER ,License Type: Clinic,CHULA VISTA, SAN DIEGO, 91910
36,CITY HEIGHTS FAMILY HEALTH CENTER ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92115
37,CITY OF HOPE CORONA ,License Type: Clinic,CORONA, RIVERSIDE, 92879
38,CITY OF HOPE RANCHO CUCAMONGA ,License Type: Clinic,RANCHO CUCAMONGA, SAN BERNARDINO, 91730
39,CITY SURGICAL CENTER LLC ,License Type: Clinic,SAN FRANCISCO, SAN FRANCISCO, 94115
40,CLINIC BY THE BAY ,License Type: Clinic,SAN FRANCISCO, SAN FRANCISCO, 94112
41,COAST SURGERY CENTER ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92123
42,COLE STREET YOUTH CLINIC ,License Type: Clinic (Government Owned),SAN FRANCISCO, SAN FRANCISCO, 94117
43,COMMUNITY HEIGHTS FAMILY MEDICINE ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92115
44,COUNTY JAIL #1 - JAIL HEALTH SERVICES (JHS) ,License Type: Clinic (Government Owned),SAN FRANCISCO, SAN FRANCISCO, 94103
45,COUNTY JAIL #2 - JAIL HEALTH SERVICES (JHS) ,License Type: Clinic (Government Owned),SAN FRANCISCO, SAN FRANCISCO, 94103
46,COUNTY JAIL #4 - JAIL HEALTH SERVICES (JHS) ,License Type: Clinic (Government Owned),SAN FRANCISCO, SAN FRANCISCO, 94103
47,CURRY SENIOR CENTER ,License Type: Clinic (Government Owned),SAN FRANCISCO, SAN FRANCISCO, 94102
48,DIAMOND NEIGHBORHOODS FAMILY HEALTH CENTER ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92102
49,DTFHC AT CONNECTIONS ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92101
50,EAST COUNTY MENTAL HEALTH CENTER ,License Type: Clinic (Government Owned),EL CAJON, SAN DIEGO, 92021
51,EAST REGION PUBLIC HEALTH CENTER ,License Type: Clinic (Government Owned),EL CAJON, SAN DIEGO, 92020
52,EL CAJON FAMILY HEALTH CENTER ,License Type: Clinic,EL CAJON, SAN DIEGO, 92020
53,EL MIRADOR SURGERY CENTER ,License Type: Clinic,PALM SPRINGS, RIVERSIDE, 92262
54,ELM STREET FAMILY HEALTH CENTER ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92101
55,EMERGENCY SCREENING UNIT ,License Type: Clinic (Government Owned),SAN DIEGO, SAN DIEGO, 92103
56,ENDOSCOPY CENTER OF CHULA VISTA A CORPORATION ,License Type: Clinic,CHULA VISTA, SAN DIEGO, 91910
57,ENDOSCOPY CENTER OF INLAND EMPIRE LLC ,License Type: Clinic,MURRIETA, RIVERSIDE, 92562
58,ESCONDIDO FAMILY MEDICINE ,License Type: Clinic,ESCONDIDO, SAN DIEGO, 92027
59,EUCLID ENDOSCOPY CENTER LP ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92114
60,EXCELSIOR HEALTH SERVICES ,License Type: Clinic,SAN FRANCISCO, SAN FRANCISCO, 94112
61,EYE SURGERY CENTER OF THE DESERT LTD ,License Type: Clinic,RANCHO MIRAGE, RIVERSIDE, 92270
62,FAMILYHEALTH AT CITY COLLEGE ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92101
63,FAMILYHEALTH ON COMMERCIAL ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92113
64,FAMILYHEALTH-CENTER FOR OLDER ADULTS ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92115
65,FOLSOM OUTPATIENT SURGERY CENTER LP ,License Type: Clinic,FOLSOM, SACRAMENTO, 95630
66,FOOTHILL AMBULATORY SURGERY CENTER ,License Type: Clinic,UPLAND, SAN BERNARDINO, 91786
67,FORT SUTTER SURGERY CENTER ,License Type: Clinic,SACRAMENTO, SACRAMENTO, 95816
68,FOUNTAIN VALLEY SURGERY CENTER ,License Type: Clinic,FOUNTAIN VALLEY, ORANGE, 92708
69,FOUR SEASONS SURGERY CENTERS OF ONTARIO ,License Type: Clinic,ONTARIO, SAN BERNARDINO, 91762
70,FSCI INC SURGERY CENTER ,License Type: Clinic,PALM SPRINGS, RIVERSIDE, 92262
71,FULLERTON SURGICAL CENTER ,License Type: Clinic,FULLERTON, ORANGE, 92835
72,GLENWOOD SURGICAL CENTER ,License Type: Clinic,RIVERSIDE, RIVERSIDE, 92503
73,GOLDEN GATE ENDOSCOPY CENTER LLC ,License Type: Clinic,SAN FRANCISCO, SAN FRANCISCO, 94118
74,GOLDEN TRIANGLE SURGI CENTER ,License Type: Clinic,MURRIETA, RIVERSIDE, 92562
75,GREATER SACRAMENTO SURGERY CENTER ,License Type: Clinic,SACRAMENTO, SACRAMENTO, 95821
76,GROSSMONT SURGERY CENTER ,License Type: Clinic,LA MESA, SAN DIEGO, 91942
77,GROSSMONT/SPRING VALLEY FAMILY HEALTH ,License Type: Clinic,SPRING VALLEY, SAN DIEGO, 91977
78,GUANYIN SURGERY CENTER INC ,License Type: Clinic,CHINO, SAN BERNARDINO, 91710
79,HEALTHRIGHT 360 ,License Type: Clinic,SAN FRANCISCO, SAN FRANCISCO, 94103
80,HEALTHRIGHT 360 ,License Type: Clinic,SAN FRANCISCO, SAN FRANCISCO, 94117
81,HEMET HEALTHCARE SURGICENTER ,License Type: Clinic,HEMET, RIVERSIDE, 92543
82,HILLCREST FAMILY HEALTH CENTER ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92103
83,HILLCREST FAMILY HEALTH CENTER ANNEX ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92103
84,HOAG ORTHOPEDIC INSTITUTE SURGERY CENTER ,License Type: Clinic,NEWPORT BEACH, ORANGE, 92660
85,HOAG OUTPATIENT CENTER LLC DBA HOAG ENDOSCOPY CENTER ,License Type: Clinic,NEWPORT BEACH, ORANGE, 92663
86,HURTT FAMILY HEALTH CLINIC INC ,License Type: Clinic,TUSTIN, ORANGE, 92782
87,HURTT FAMILY HEALTH CLINIC INC ,License Type: Clinic,SANTA ANA, ORANGE, 92705
88,HURTT FAMILY HEALTH CLINIC INC ,License Type: Clinic,ANAHEIM, ORANGE, 92805
89,IBARRA FAMILY HEALTH CENTER ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92105
90,INDIO SURGERY CENTER ,License Type: Clinic,INDIO, RIVERSIDE, 92201
91,INLAND SURGERY CENTER ,License Type: Clinic,REDLANDS, SAN BERNARDINO, 92373
92,INLAND SURGERY CENTER ,License Type: Clinic,MURRIETA, RIVERSIDE, 92562
93,INLAND VALLEY SURGERY CENTER LLC ,License Type: Clinic,TEMECULA, RIVERSIDE, 92590
94,IRVINE ENDOSCOPY AND SURGICAL INSTITUTE ,License Type: Clinic,IRVINE, ORANGE, 92618
95,JUVENILE HALL HEALTH CLINIC ,License Type: Clinic (Government Owned),ORANGE, ORANGE, 92868
96,KEARNY MESA AMBULATORY SURGICAL CENTER ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92123
97,KIDCARE EXPRESS ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92102
98,LA AMISTAD FAMILY HEALTH CENTER ,License Type: Clinic,ORANGE, ORANGE, 92868
99,LA JOLLA ORTHOPAEDIC SURGERY CENTER ,License Type: Clinic,LA JOLLA, SAN DIEGO, 92037
100,LA MAESTRA FAMILY CLINIC ,License Type: Clinic,NATIONAL CITY, SAN DIEGO, 91950
101,LA MAESTRA FAMILY CLINIC ,License Type: Clinic,EL CAJON, SAN DIEGO, 92019
102,LA MAESTRA FAMILY CLINIC INC ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92105
103,LAGUNA BEACH COMMUNITY CLINIC ,License Type: Clinic,LAGUNA BEACH, ORANGE, 92651
104,LARKIN STREET MEDICAL CLINIC ,License Type: Clinic (Government Owned),SAN FRANCISCO, SAN FRANCISCO, 94102
105,LEMON GROVE FAMILY HEALTH CENTER ,License Type: Clinic,LEMON GROVE, SAN DIEGO, 91945
106,LESTONNAC FREE CLINIC ,License Type: Clinic,ORANGE, ORANGE, 92866
107,LOGAN HEIGHTS FAMILY HEALTH CENTER INC ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92113
108,LOS ALAMITOS SURGERY CENTER ,License Type: Clinic,LOS ALAMITOS, ORANGE, 90720
109,MAGNOLIA SURGERY CENTER ,License Type: Clinic,WESTMINSTER, ORANGE, 92683
110,MARTEL EYE INSTITUTE LLC ,License Type: Clinic,RANCHO CORDOVA, SACRAMENTO, 95670
111,MAXINE HALL HEALTH CENTER ,License Type: Clinic (Government Owned),SAN FRANCISCO, SAN FRANCISCO, 94115
112,MEDICAL RESPITE AND SOBERING CENTER (MRSC) ,License Type: Clinic (Government Owned),SAN FRANCISCO, SAN FRANCISCO, 94103
113,MEMORIAL CARE DIGESTIVE CARE CTR SADDLEBACK MEMORIAL ,License Type: Clinic,LAGUNA HILLS, ORANGE, 92653
114,MEMORIAL CARE SURGICAL CENTER AT ORANGE COAST LLC ,License Type: Clinic,FOUNTAIN VALLEY, ORANGE, 92708
115,MEMORIALCARE SURGICAL CENTER AT SADDLEBACK ,License Type: Clinic,LAGUNA HILLS, ORANGE, 92653
116,MEMORIALCARE SURGICAL CENTER LAGUNA NIGUEL ,License Type: Clinic,LAGUNA NIGUEL, ORANGE, 92677
117,MEMORIALCARE SURGICAL CENTER LAGUNA WOODS ,License Type: Clinic,LAGUNA WOODS, ORANGE, 92637
118,MERCY SAN JUAN SURGERY CENTER ,License Type: Clinic,CARMICHAEL, SACRAMENTO, 95608
119,MERCY-LOAVES & FISHES ,License Type: Clinic (Government Owned),SACRAMENTO, SACRAMENTO, 95814
120,MESA SURGICENTER INC ,License Type: Clinic,FULLERTON, ORANGE, 92633
121,MID-CITY COMMUNITY CLINIC ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92105
122,MID-CITY COMMUNITY CLINIC ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92105
123,MILE SQUARE SURGERY CENTER INC ,License Type: Clinic,FOUNTAIN VALLEY, ORANGE, 92708
124,MIRAGE ENDOSCOPY CENTER ,License Type: Clinic,RANCHO MIRAGE, RIVERSIDE, 92270
125,MISSION NEIGHBORHOOD HEALTH CENTER ,License Type: Clinic,SAN FRANCISCO, SAN FRANCISCO, 94110
126,MISSION OUTPATIENT GI LAB ,License Type: Clinic,MISSION VIEJO, ORANGE, 92691
127,MISSION SURGERY CENTER ,License Type: Clinic,MISSION VIEJO, ORANGE, 92691
128,MISSION VALLEY HEIGHTS SURGERY CENTER ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92108
129,MOUNTAIN HEALTH FAMILY MEDICINE ,License Type: Clinic,CAMPO, SAN DIEGO, 91906
130,MTN VIEW SURGERY CTR & MED CLN ,License Type: Clinic,REDLANDS, SAN BERNARDINO, 92374
131,MURRIETA VALLEY SURGERY CENTER ,License Type: Clinic,WILDOMAR, RIVERSIDE, 92595
132,NATIONAL CITY FAMILY HEALTH CENTER ,License Type: Clinic,NATIONAL CITY, SAN DIEGO, 91950
133,NEIGHBORHOOD HEALTHCARE ,License Type: Clinic,ESCONDIDO, SAN DIEGO, 92025
134,NEIGHBORHOOD HEALTHCARE - EL CAJON ,License Type: Clinic,EL CAJON, SAN DIEGO, 92020
135,NEIGHBORHOOD HEALTHCARE-ESCONDIDO ,License Type: Clinic,ESCONDIDO, SAN DIEGO, 92025
136,NEIGHBORHOOD HEALTHCARE-MENIFEE ,License Type: Clinic,MENIFEE, RIVERSIDE, 92586
137,NEIGHBORHOOD HEALTHCARE-PAUMA VALLEY ,License Type: Clinic,PAUMA VALLEY, SAN DIEGO, 92061
138,NEIGHBORHOOD HEALTHCARE-PEDIATRICS & PRENATAL ,License Type: Clinic,ESCONDIDO, SAN DIEGO, 92025
139,NEIGHBORHOOD HEALTHCARE-TEMECULA ,License Type: Clinic,TEMECULA, RIVERSIDE, 92590
140,NEWPORT BAY SURGERY CENTER ,License Type: Clinic,NEWPORT BEACH, ORANGE, 92663
141,NEWPORT BEACH ENDOSCOPY CENTER ,License Type: Clinic,NEWPORT BEACH, ORANGE, 92663
142,NEWPORT BEACH SURGERY CENTER LLC ,License Type: Clinic,NEWPORT BEACH, ORANGE, 92663
143,NEWPORT CENTER SURGICAL ,License Type: Clinic,NEWPORT BEACH, ORANGE, 92660
144,NEWPORT COAST SURGERY CENTER LP ,License Type: Clinic,NEWPORT BEACH, ORANGE, 92660
145,NEWPORT PLAZA SURGICAL CENTER ,License Type: Clinic,COSTA MESA, ORANGE, 92627
146,NIVANO AMBULATORY SURGERY CENTER LP ,License Type: Clinic,SACRAMENTO, SACRAMENTO, 95825
147,NORTH ANAHEIM SURGERY CENTER ,License Type: Clinic,ANAHEIM, ORANGE, 92801
148,NORTH CENTRAL COUNTY MENTAL HEALTH CENTER ,License Type: Clinic (Government Owned),SAN DIEGO, SAN DIEGO, 92110
149,NORTH CENTRAL PUBLIC HEALTH CENTER ,License Type: Clinic (Government Owned),SAN DIEGO, SAN DIEGO, 92123
150,NORTH COASTAL PUBLIC HEALTH CENTER ,License Type: Clinic (Government Owned),OCEANSIDE, SAN DIEGO, 92056
151,NORTH COASTAL PUBLIC HEALTH CENTER ,License Type: Clinic (Government Owned),OCEANSIDE, SAN DIEGO, 92054
152,NORTH INLAND PUBLIC HEALTH CENTER ,License Type: Clinic (Government Owned),ESCONDIDO, SAN DIEGO, 92025
153,NORTH PARK FAMILY HEALTH CENTER ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92104
154,NORTH PARK PEDIATRIC CLINIC & DEVELOPMENT CENTER ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92104
155,NORTHCOAST SURGERY CENTER ,License Type: Clinic,OCEANSIDE, SAN DIEGO, 92056
156,NORTHERN CALIFORNIA ADVANCED SURGERY CENTER ,License Type: Clinic,SACRAMENTO, SACRAMENTO, 95841
157,OAK PARK FAMILY HEALTH CENTER ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92105
158,OASIS SURGERY CENTER ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92123
159,OCEAN PARK HEALTH CENTER ,License Type: Clinic (Government Owned),SAN FRANCISCO, SAN FRANCISCO, 94122
160,ORANGE CNTY INSTITUTE & ENDOSCOPY ,License Type: Clinic,MISSION VIEJO, ORANGE, 92691
161,ORANGEWOOD CHILDREN'S HOME ,License Type: Clinic (Government Owned),ORANGE, ORANGE, 92868
162,OTAY LAKES SURGERY CENTER LLC ,License Type: Clinic,CHULA VISTA, SAN DIEGO, 91914
163,PAC SURGICAL INSTITUTE OF PAIN MGT ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92108
164,PACIFIC ENDOSCOPY AND SURGERY CENTER LLC ,License Type: Clinic,FOUNTAIN VALLEY, ORANGE, 92708
165,PACIFIC EYE INSTITUTE ,License Type: Clinic,UPLAND, SAN BERNARDINO, 91786
166,PACIFIC GASTROENTEROLOGY ENDOSCOPY CENTER ,License Type: Clinic,MISSION VIEJO, ORANGE, 92691
167,PACIFIC HEIGHTS SURGERY CENTER ,License Type: Clinic,SAN FRANCISCO, SAN FRANCISCO, 94115
168,PACIFIC HILLS SURGERY CENTER LLC ,License Type: Clinic,LAGUNA HILLS, ORANGE, 92653
169,PAIN DIAGNOSTIC & TREATMENT CENTER ,License Type: Clinic,SACRAMENTO, SACRAMENTO, 95816
170,PARKWAY ENDOSCOPY CENTER ,License Type: Clinic,ESCONDIDO, SAN DIEGO, 92025
171,PAVILION SURGERY CENTER LLC ,License Type: Clinic,ORANGE, ORANGE, 92868
172,PLANNED PARENTHOOD ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92101
173,PLANNED PARENTHOOD ,License Type: Clinic,RANCHO MIRAGE, RIVERSIDE, 92276
174,PLANNED PARENTHOOD ,License Type: Clinic,ROSEVILLE, PLACER, 95661
175,PLANNED PARENTHOOD ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92109
176,PLANNED PARENTHOOD ,License Type: Clinic,NORTH HIGHLANDS, SACRAMENTO, 95660
177,PLANNED PARENTHOOD ,License Type: Clinic,MORENO VALLEY, RIVERSIDE, 92553
178,PLANNED PARENTHOOD ,License Type: Clinic,MISSION VIEJO, ORANGE, 92691
179,PLANNED PARENTHOOD ,License Type: Clinic,COSTA MESA, ORANGE, 92627
180,PLANNED PARENTHOOD ,License Type: Clinic,SANTA ANA, ORANGE, 92705
181,PLANNED PARENTHOOD ,License Type: Clinic,UPLAND, SAN BERNARDINO, 91786
182,PLANNED PARENTHOOD ,License Type: Clinic,ANAHEIM, ORANGE, 92805
183,PLANNED PARENTHOOD ,License Type: Clinic,WESTMINSTER, ORANGE, 92683
184,PLANNED PARENTHOOD ,License Type: Clinic,SACRAMENTO, SACRAMENTO, 95814
185,PLANNED PARENTHOOD ,License Type: Clinic,SACRAMENTO, SACRAMENTO, 95814
186,PLANNED PARENTHOOD ,License Type: Clinic,SACRAMENTO, SACRAMENTO, 95280
187,PLANNED PARENTHOOD - ISABELLA CENTER ,License Type: Clinic,VISTA, SAN DIEGO, 92081
188,PLANNED PARENTHOOD CHULA VISTA CENTER ,License Type: Clinic,CHULA VISTA, SAN DIEGO, 91911
189,PLANNED PARENTHOOD CITY HEIGHTS CLINIC ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92105
190,PLANNED PARENTHOOD COAHCELLA VALLEY CTR ,License Type: Clinic,COACHELLA, RIVERSIDE, 92236
191,PLANNED PARENTHOOD COLLEGE AVENUE CENTER ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92115
192,PLANNED PARENTHOOD EL CAJON CENTER ,License Type: Clinic,EL CAJON, SAN DIEGO, 92020
193,PLANNED PARENTHOOD ESCONDIDO ,License Type: Clinic,ESCONDIDO, SAN DIEGO, 92025
194,PLANNED PARENTHOOD EUCLID AVENUE CENTER ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92114
195,PLANNED PARENTHOOD FIRST AVENUE ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92101
196,PLANNED PARENTHOOD KEARNY MESA CENTER ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92111
197,PLANNED PARENTHOOD MIRA MESA CENTER ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92126
198,PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES ,License Type: Clinic,VICTORVILLE, SAN BERNARDINO, 92392
199,PLANNED PARENTHOOD ORANGE ,License Type: Clinic,ORANGE, ORANGE, 92866
200,PLANNED PARENTHOOD RIVERSIDE CENTER ,License Type: Clinic,RIVERSIDE, RIVERSIDE, 92506
201,PLANNED PARENTHOOD SHASTA PACIFIC ,License Type: Clinic,SAN FRANCISCO, SAN FRANCISCO, 94110
202,PLANNED PARENTHOOD/SAN BERNARDINO ,License Type: Clinic,SAN BERNARDINO, SAN BERNARDINO, 92408
203,PLANNED PARENTHOOD: SHASTA-DIABLO ,License Type: Clinic,SAN FRANCISCO, SAN FRANCISCO, 94110
204,POST STREET SURGERY CENTER ,License Type: Clinic,SAN FRANCISCO, SAN FRANCISCO, 94115
205,POTRERO HILL HEALTH CENTER ,License Type: Clinic (Government Owned),SAN FRANCISCO, SAN FRANCISCO, 94107
206,POWAY SURGERY CENTER ,License Type: Clinic,POWAY, SAN DIEGO, 92064
207,PREMIER OUTPATIENT SURGERY CENTER ,License Type: Clinic,COLTON, SAN BERNARDINO, 92324
208,"PREMIERE SURGERY CENTER, INC. ",License Type: Clinic,ESCONDIDO, SAN DIEGO, 92026
209,PRESIDIO SURGERY CENTER ,License Type: Clinic,SAN FRANCISCO, SAN FRANCISCO, 94115
210,PRIMARY CARE ,License Type: Clinic (Government Owned),SACRAMENTO, SACRAMENTO, 95820
211,PROCEDURE CENTER OF S SACRAMENTO INC ,License Type: Clinic,SACRAMENTO, SACRAMENTO, 95823
212,RANCHO BERNARDO SURGERY CENTER ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92128
213,RANCHO MIRAGE SURGERY CENTER LLC ,License Type: Clinic,RANCHO MIRAGE, RIVERSIDE, 92270
214,REAGAN STREET SURGERY CENTER ,License Type: Clinic,LOS ALAMITOS, ORANGE, 90720
215,REDLANDS DENTAL SURGERY CENTER ,License Type: Clinic,REDLANDS, SAN BERNARDINO, 92374
216,RICE FAMILY HEALTH CENTER ,License Type: Clinic,CHULA VISTA, SAN DIEGO, 91911
217,RIVERSIDE MEDICAL CLINIC SURGERY CENTER ,License Type: Clinic,RIVERSIDE, RIVERSIDE, 92506
218,ROSECRANS PUBLIC HEALTH CENTER ,License Type: Clinic (Government Owned),SAN DIEGO, SAN DIEGO, 92110
219,ROSEVILLE SURGERY CENTER LP ,License Type: Clinic,ROSEVILLE, PLACER, 95661
220,SACRAMENTO COMMUNITY CLINIC - ASSEMBLY COURT ,License Type: Clinic,SACRAMENTO, SACRAMENTO, 95823
221,SACRAMENTO COMMUNITY CLINIC - DEL PASO ,License Type: Clinic,SACRAMENTO, SACRAMENTO, 95815
222,SACRAMENTO COMMUNITY CLINIC - SOUTHGATE ,License Type: Clinic,SACRAMENTO, SACRAMENTO, 95823
223,SACRAMENTO EYE SURGICENTER ,License Type: Clinic,SACRAMENTO, SACRAMENTO, 95816
224,SACRAMENTO MIDTOWN ENDOSCOPY CENTER (SMEC) ,License Type: Clinic,SACRAMENTO, SACRAMENTO, 95819
225,"SACRAMENTO STATE, STUDENT HEALTH SERVICES MEDICAL CLINIC ",License Type: Clinic (Government Owned),SACRAMENTO, SACRAMENTO, 95819
226,SAN ANTONIO AMB SURGICAL CTR INC ,License Type: Clinic,UPLAND, SAN BERNARDINO, 91786
227,SAN BENITO HEALTH FOUNDATION ,License Type: Clinic,HOLLISTER, SAN BENITO, 95023
228,SAN BERNARDINO COUNTY DEPT OF PUBLIC HEALTH ,License Type: Clinic (Government Owned),BARSTOW, SAN BERNARDINO, 92311
229,SAN BERNARDINO COUNTY DEPT OF PUBLIC HEALTH ,License Type: Clinic (Government Owned),BIG BEAR LAKE, SAN BERNARDINO, 92315
230,SAN BERNARDINO COUNTY DEPT OF PUBLIC HEALTH ,License Type: Clinic (Government Owned),HESPERIA, SAN BERNARDINO, 92345
231,SAN BERNARDINO COUNTY DEPT OF PUBLIC HEALTH ,License Type: Clinic (Government Owned),NEEDLES, SAN BERNARDINO, 92363
232,SAN BERNARDINO COUNTY DEPT OF PUBLIC HEALTH ,License Type: Clinic (Government Owned),ONTARIO, SAN BERNARDINO, 91761
233,SAN BERNARDINO COUNTY DEPT OF PUBLIC HEALTH ,License Type: Clinic (Government Owned),REDLANDS, SAN BERNARDINO, 92374
234,SAN BERNARDINO COUNTY DEPT OF PUBLIC HEALTH ,License Type: Clinic (Government Owned),SAN BERNARDINO, SAN BERNARDINO, 92415
235,SAN BERNARDINO PUBLIC HEALTH CENTER ,License Type: Clinic (Government Owned),SAN BERNARDINO, SAN BERNARDINO, 92415
236,SAN DIEGO AMERICAN INDIAN HEALTH CENTER ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92103
237,SAN DIEGO CENTER FOR REPRODUCTIVE SURGERY ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92123
238,SAN DIEGO ENDOSCOPY CENTER ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92103
239,SAN DIEGO FAMILY CARE ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92111
240,SAN DIEGO FAMILY CARE ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92111
241,SAN DIEGO OUTPATIENT AMBULATORY SURGICAL CENTER ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92103
