,name,license_type,city,county,zip
88,OVER 60 HEALTH CENTER ,License Type: Clinic,BERKELEY, ALAMEDA, 94702
89,OVER 60 HEALTH CENTER AT FOOTHILL SQUARE ,License Type: Clinic,OAKLAND, ALAMEDA, 94605
90,PITTSBURG HEALTH CENTER PHARMACY ,License Type: Clinic (Government Owned),PITTSBURG, CONTRA COSTA, 94565
91,PLANNED PARENTHOOD ,License Type: Clinic,OAKLAND, ALAMEDA, 94621
92,PLANNED PARENTHOOD ,License Type: Clinic,FRESNO, FRESNO, 93728
93,PLANNED PARENTHOOD ,License Type: Clinic,HAYWARD, ALAMEDA, 94541
94,PLANNED PARENTHOOD ANTIOCH ,License Type: Clinic,ANTIOCH, CONTRA COSTA, 94509
95,PLANNED PARENTHOOD CONCORD CENTER ,License Type: Clinic,CONCORD, CONTRA COSTA, 94520
96,"PLANNED PARENTHOOD MAR MONTE INC ""WEST OAKLAND"" ",License Type: Clinic,OAKLAND, ALAMEDA, 94607
97,PLANNED PARENTHOOD RICHMOND CENTER ,License Type: Clinic,RICHMOND, CONTRA COSTA, 94860
98,PLANNED PARENTHOOD SAN RAMON CENTER ,License Type: Clinic,SAN RAMON, CONTRA COSTA, 94583
99,PLANNED PARENTHOOD WALNUT CREEK ,License Type: Clinic,WALNUT CREEK, CONTRA COSTA, 94596
100,PLANNED PARENTHOOD: SHASTA - DIABLO ,License Type: Clinic,EL CERRITO, CONTRA COSTA, 94530
101,PLANNED PARENTHOOD: SHASTA-DIABLO ,License Type: Clinic,CHICO, BUTTE, 95973
102,PLASTIC & RECONSTRUCTIVE SURGERY CENTER ,License Type: Clinic,PLEASANTON, ALAMEDA, 94566
103,PLEASANTON SURGERY CENTER ,License Type: Clinic,PLEASANTON, ALAMEDA, 94566
104,PREMIER SURGERY CENTER ,License Type: Clinic,CONCORD, CONTRA COSTA, 94520
105,REGIONAL HAND CENTER OF CENTRAL CA ,License Type: Clinic,FRESNO, FRESNO, 93720
106,REGIONAL MEDICAL COMMUNITY HEALTH CENTER ,License Type: Clinic,FRESNO, FRESNO, 93721
107,RENAISSANCE SURGERY CENTER ,License Type: Clinic,FRESNO, FRESNO, 93720
108,ROOSEVELT HEALTH CENTER ,License Type: Clinic,OAKLAND, ALAMEDA, 94606
109,ROTACARE CONCORD ,License Type: Clinic,CONCORD, CONTRA COSTA, 94520
110,SAN LEANDRO SURGERY CENTER ,License Type: Clinic,SAN LEANDRO, ALAMEDA, 94578
111,SAN LORENZO HIGH HEALTH CENTER ,License Type: Clinic,SAN LORENZO, ALAMEDA, 94580
112,SAN RAMON ENDOSCOPY CENTER INC ,License Type: Clinic,SAN RAMON, CONTRA COSTA, 94583
113,SAN RAMON SURGERY CENTER ,License Type: Clinic,SAN RAMON, CONTRA COSTA, 94583
114,SEQUOIA SURGICAL PAVILION ,License Type: Clinic,WALNUT CREEK, CONTRA COSTA, 94598
115,SIERRA PACIFIC SURGERY CENTER LLC; DBA - SUMMIT SURGICAL ,License Type: Clinic,FRESNO, FRESNO, 93720
116,SKYWAY SURGERY CENTER LLC ,License Type: Clinic,CHICO, BUTTE, 95928
117,"STUDENT HEALTH SERVICE CLINIC, CALIFORNIA STATE UNIVERSITY ",License Type: Clinic (Government Owned),FRESNO, FRESNO, 93740
118,"STUDENT HEALTH SERVICE, CA STATE UNIV, CHICO ",License Type: Clinic (Government Owned),CHICO, BUTTE, 95929
119,SURGERY CENTER FREMONT ,License Type: Clinic,FREMONT, ALAMEDA, 94538
120,SUTTER AMADOR SURGERY CENTER LLC ,License Type: Clinic,JACKSON, AMADOR, 95642
121,TECHNICLINIC ,License Type: Clinic,OAKLAND, ALAMEDA, 94611
122,THE E.N.T. FACIAL SURGERY CENTER ,License Type: Clinic,FRESNO, FRESNO, 93720
123,THE SURGERY CENTER OF ALTA BATES ,License Type: Clinic,OAKLAND, ALAMEDA, 94609
124,"THE TRESANTI SURGICAL CENTER, LLC ",License Type: Clinic,SAN RAMON, CONTRA COSTA, 94583
125,TIBURCIO VASQUEZ HEALTH CENTER ,License Type: Clinic,HAYWARD, ALAMEDA, 94541
126,TIBURCIO VASQUEZ HEALTH CENTER - SILVA CAMPUS ,License Type: Clinic,HAYWARD, ALAMEDA, 94544
127,TIBURCIO VASQUEZ HEALTH CENTER INC ,License Type: Clinic,SAN LEANDRO, ALAMEDA, 94578
128,TIBURCIO VASQUEZ HEALTH CENTER INC ,License Type: Clinic,UNION CITY, ALAMEDA, 94587
129,TIBURCIO VASQUEZ HEALTH CENTER INC FIREHOUSE CLINIC ,License Type: Clinic,HAYWARD, ALAMEDA, 94544
130,TIBURCIO VASQUEZ HEALTH CENTER INC TENNYSON HIGH SCHOOL ,License Type: Clinic,HAYWARD, ALAMEDA, 94544
131,TIGER HEALTH CLINIC ,License Type: Clinic,OAKLAND, ALAMEDA, 94601
132,TRI-CITY HEALTH CENTER ,License Type: Clinic,FREMONT, ALAMEDA, 94538
133,UNITED INDIAN HEALTH SERVICES INC ,License Type: Clinic,CRESCENT CITY, DEL NORTE, 95531
134,UNITED INDIAN HEALTH SERVICES INC SMITH RIVER CLINIC ,License Type: Clinic,SMITH RIVER, DEL NORTE, 95567
135,UNITED INDIAN HEALTH SERVICES-KLAMATH CLINIC ,License Type: Clinic,KLAMATH, DEL NORTE, 95548
136,UROLOGY ASSOCIATES OF CENTRAL CALIFORNIA ,License Type: Clinic,FRESNO, FRESNO, 93720
137,VISION CARE SURGERY CENTER ,License Type: Clinic,FRESNO, FRESNO, 93721
138,WALNUT CREEK ENDOSCOPY CENTER LLC ,License Type: Clinic,WALNUT CREEK, CONTRA COSTA, 94598
139,WASHINGTON OUTPATIENT SURGERY CENTER ,License Type: Clinic,FREMONT, ALAMEDA, 94538
140,"WEBSTER SURGERY CENTER, LP ",License Type: Clinic,OAKLAND, ALAMEDA, 94612
141,WEST BERKELEY FAMILY PRACTICE ,License Type: Clinic,BERKELEY, ALAMEDA, 94710
142,WEST COUNTY HEALTH CENTER ,License Type: Clinic (Government Owned),SAN PABLO, CONTRA COSTA, 94806
143,WEST FRESNO COMMUNITY HEALTH CENTER ,License Type: Clinic,FRESNO, FRESNO, 93706
144,WEST SHAW COMMUNITY HEALTH CENTER ,License Type: Clinic,FRESNO, FRESNO, 93711
145,YOUTH HEART HEALTH CENTER ,License Type: Clinic,OAKLAND, ALAMEDA, 94606
