,name,license_type,city,county,zip
73,CVS/PHARMACY #9208 ,License Type: Pharmacy (Community),SONORA, TUOLUMNE, 95370
74,CVS/PHARMACY #9221 ,License Type: Pharmacy (Community),NEWBURY PARK, VENTURA, 91320
75,CVS/PHARMACY #9236 ,License Type: Pharmacy (Community),VENTURA, VENTURA, 93003
76,CVS/PHARMACY #9241 ,License Type: Pharmacy (Community),THOUSAND OAKS, VENTURA, 91362
77,CVS/PHARMACY #9271 ,License Type: Pharmacy (Community),VISALIA, TULARE, 93277
78,CVS/PHARMACY #9282 ,License Type: Pharmacy (Community),DAVIS, YOLO, 95616
79,CVS/PHARMACY #9286 ,License Type: Pharmacy (Community),PORT HUENEME, VENTURA, 93041
80,DAVIS COMPOUNDING SOLUTIONS ,License Type: Pharmacy (Community),DAVIS, YOLO, 95616
81,DIGNITY HEALTH INFUSION CENTER CAMARILLO ,License Type: Pharmacy (Community),CAMARILLO, VENTURA, 93010
82,DIGNITY HEALTH INFUSION CENTER OXNARD ,License Type: Pharmacy (Community),OXNARD, VENTURA, 93030
83,DIGNITY HEALTH INFUSION CENTER VENTURA ,License Type: Pharmacy (Community),VENTURA, VENTURA, 93003
84,DINUBA PHARMACY ,License Type: Pharmacy (Community),DINUBA, TULARE, 93618
85,DR. PHARMACY ,License Type: Pharmacy (Community),OAK PARK, VENTURA, 91377
86,DRG PHARMACY LLC DBA: HUENEME FAMILY PHARMACY ,License Type: Pharmacy (Community),PORT HUENEME, VENTURA, 93041
87,EAGLE DRUG ,License Type: Pharmacy (Community),WINTERS, YOLO, 95694
88,FACTOR SUPPORT NETWORK PHARMACY INC ,License Type: Pharmacy (Community),CAMARILLO, VENTURA, 93012
89,FAMILY HEALTHCARE NETWORK ,License Type: Pharmacy (Community),OROSI, TULARE, 93647
90,FAMILY HEALTHCARE NETWORK PHARMACY ,License Type: Pharmacy (Community),PORTERVILLE, TULARE, 93257
91,FAMILY HEALTHCARE NETWORK PHARMACY #2 ,License Type: Pharmacy (Community),VISALIA, TULARE, 93291
92,FARMACIA ESTRELLA ,License Type: Pharmacy (Community),Accusation filed, VENTURA, 93033
93,FOOTHILL PHARMACY ,License Type: Pharmacy (Community),WOODLAKE, TULARE, 93286
94,FOOTHILL PHARMACY ,License Type: Pharmacy (Community),OROSI, TULARE, 93647
95,FORTE RX PHARMACY ,License Type: Pharmacy (Community),CAMARILLO, VENTURA, 93012
96,FREMONT-RIDEOUT CANCER CENTER PHARMACY ,License Type: Pharmacy (Community),MARYSVILLE, YUBA, 95901
97,GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY #10918 ,License Type: Pharmacy (Community),OAK PARK, VENTURA, 91377
98,GARFIELD BEACH CVS LLC DBA CVS PHARMACY #11033 ,License Type: Pharmacy (Community),VENTURA, VENTURA, 93001
99,GARFIELD BEACH CVS LLC DBA CVS PHARMACY #11305 ,License Type: Pharmacy (Community),FILLMORE, VENTURA, 93015
100,GELSONS PHARMACY ,License Type: Pharmacy (Community),THOUSAND OAKS, VENTURA, 91362
101,GOLDEN LIFE PHARMACY ,License Type: Pharmacy (Community),Probation, VENTURA, 93063
102,GROVELAND PHARMACY ,License Type: Pharmacy (Community),GROVELAND, TUOLUMNE, 95321
103,HERBAY PHARMACY NORTH/INFUSIONRX ,License Type: Pharmacy (Community),OXNARD, VENTURA, 93030
104,HOME CARE PHARMACY ,License Type: Pharmacy (Community),SIMI VALLEY, VENTURA, 93065
105,INTEGRATED CARE SYSTEMS ,License Type: Pharmacy (Community),VISALIA, TULARE, 93291
106,JEFFERSON PHARMACY ,License Type: Pharmacy (Community),WEST SACRAMENTO, YOLO, 95691
107,KAISER HEALTH PLAN PHY 621 ,License Type: Pharmacy (Community),DAVIS, YOLO, 95618
108,KAISER PERMANENTE PHARMACY ,License Type: Pharmacy (Community),THOUSAND OAKS, VENTURA, 91360
109,KAISER PERMANENTE PHARMACY #885 ,License Type: Pharmacy (Community),OXNARD, VENTURA, 93036
110,KAISER PERMANENTE PHARMACY #886 ,License Type: Pharmacy (Community),VENTURA, VENTURA, 93003
111,KAISER PERMANENTE PHARMACY #888 ,License Type: Pharmacy (Community),CAMARILLO, VENTURA, 93010
112,KAISER PERMANENTE PHARMACY #889 ,License Type: Pharmacy (Community),VENTURA, VENTURA, 93003
113,KAISER PERMANENTE PHARMACY #889C ,License Type: Pharmacy (Community),VENTURA, VENTURA, 93003
114,KAISER PERMANENTE PHARMACY NO 428 ,License Type: Pharmacy (Community),SIMI VALLEY, VENTURA, 93063
115,KAWEAH DELTA EMPLOYEE PHARMACY ,License Type: Pharmacy (Government Owned Community),VISALIA, TULARE, 93291
116,KAWEAH DELTA HOME INFUSION PHARMACY ,License Type: Pharmacy (Government Owned Community),VISALIA, TULARE, 93291
117,KAWEAH DELTA PHARMACY ,License Type: Pharmacy (Government Owned Community),VISALIA, TULARE, 93291
118,LANTANA PHARMACY ,License Type: Pharmacy (Community),CAMARILLO, VENTURA, 93010
119,LOVING HANDS PHARMACY ,License Type: Pharmacy (Community),THOUSAND OAKS, VENTURA, 91360
120,LYNN OAKS COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),THOUSAND OAKS, VENTURA, 91360
121,MEDICAL ARTS PHARMACY ,License Type: Pharmacy (Community),OJAI, VENTURA, 93023
122,MEDICAL PLAZA PHARMACY ,License Type: Pharmacy (Community),OXNARD, VENTURA, 93030
123,MEDICAL PLAZA PHARMACY ,License Type: Pharmacy (Community),FILLMORE, VENTURA, 93015
124,MEDICINE SHOPPE ,License Type: Pharmacy (Community),THOUSAND OAKS, VENTURA, 91360
125,MEDICINE SHOPPE ,License Type: Pharmacy (Community),OJAI, VENTURA, 93023
126,MEDICINE SHOPPE NO 1422 VENTURA ,License Type: Pharmacy (Community),VENTURA, VENTURA, 93004
127,MERLIN TECHNOLOGIES INC ,License Type: Pharmacy (Community),CAMARILLO, VENTURA, 93010
128,NATURE'S PHARMACY ,License Type: Pharmacy (Community),VISALIA, TULARE, 93291
129,NEIGHBORHOOD PHARMACY ,License Type: Pharmacy (Community),CAMARILLO, VENTURA, 93012
130,NORTH OAKS PHARMACY ,License Type: Pharmacy (Community),THOUSAND OAKS, VENTURA, 91360
131,OJAI REXALL DRUGS ,License Type: Pharmacy (Community),OJAI, VENTURA, 93023
132,OJAI VILLAGE PHARMACY ,License Type: Pharmacy (Community),OJAI, VENTURA, 93023
133,OLIVEHURST DRUG STORE ,License Type: Pharmacy (Community),OLIVEHURST, YUBA, 95961
134,OMAC PHARMACY ,License Type: Pharmacy (Community),Accusation filed, VENTURA, 93030
135,OPTION CARE ,License Type: Pharmacy (Community),VENTURA, VENTURA, 93003
136,OXNARD DRUG ,License Type: Pharmacy (Community),OXNARD, VENTURA, 93030
137,PALM PHARMACY ,License Type: Pharmacy (Community),SANTA PAULA, VENTURA, 93060
138,PARK COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),WESTLAKE VILLAGE, VENTURA, 91361
139,PAS SPECIALTY PHARMACY SERVICES ,License Type: Pharmacy (Community),THOUSAND OAKS, VENTURA, 91362
140,PASEO OAKS PHARMACY ,License Type: Pharmacy (Community),THOUSAND OAKS, VENTURA, 91362
141,PAVILIONS PHARMACY #2215 ,License Type: Pharmacy (Community),THOUSAND OAKS, VENTURA, 91362
142,PEACH TREE PHARMACY ,License Type: Pharmacy (Community),MARYSVILLE, YUBA, 95901
143,PHARMERICA ,License Type: Pharmacy (Community),VENTURA, VENTURA, 93003
144,PILL BOX PHARMACY ,License Type: Pharmacy (Community),VISALIA, TULARE, 93277
145,PLAZA PHARMACY ,License Type: Pharmacy (Community),THOUSAND OAKS, VENTURA, 91360
146,PORTERVILLE PHARMACY ,License Type: Pharmacy (Community),PORTERVILLE, TULARE, 93257
147,PORTERVILLE PHARMACY # 2 ,License Type: Pharmacy (Community),PORTERVILLE, TULARE, 93257
148,PRIMECARE PHARMACY ,License Type: Pharmacy (Community),WESTLAKE VILLAGE, VENTURA, 91361
149,R & M DRUG ,License Type: Pharmacy (Community),VISALIA, TULARE, 93277
150,RALEYS PHARMACY #206 ,License Type: Pharmacy (Community),WOODLAND, YOLO, 95695
151,RALEYS PHARMACY #448 ,License Type: Pharmacy (Community),WEST SACRAMENTO, YOLO, 95691
152,RALPHS PHARMACY 70300664 ,License Type: Pharmacy (Community),VENTURA, VENTURA, 93003
153,RALPHS PHARMACY 70300729 ,License Type: Pharmacy (Community),NEWBURY PARK, VENTURA, 91320
154,RALPHS PHARMACY 70300741 ,License Type: Pharmacy (Community),CAMARILLO, VENTURA, 93010
155,RANCHO PHARMACY ,License Type: Pharmacy (Community),EXETER, TULARE, 93221
156,REGENCY MEDICAL PHARMACY ,License Type: Pharmacy (Community),NEWBURY PARK, VENTURA, 91320
157,RITE AID #5777 ,License Type: Pharmacy (Community),FILLMORE, VENTURA, 93015
158,RITE AID #6522 ,License Type: Pharmacy (Community),DINUBA, TULARE, 93618
159,RITE AID #6557 ,License Type: Pharmacy (Community),OLIVEHURST, YUBA, 95961
160,RITE AID 5559 ,License Type: Pharmacy (Community),THOUSAND OAKS, VENTURA, 91360
161,RITE AID 5560 ,License Type: Pharmacy (Community),THOUSAND OAKS, VENTURA, 91362
162,RITE AID 5771 ,License Type: Pharmacy (Community),VENTURA, VENTURA, 93001
163,RITE AID 5772 ,License Type: Pharmacy (Community),VENTURA, VENTURA, 93003
164,RITE AID 5775 ,License Type: Pharmacy (Community),CAMARILLO, VENTURA, 93010
165,RITE AID 5779 ,License Type: Pharmacy (Community),OJAI, VENTURA, 93023
166,RITE AID 5780 ,License Type: Pharmacy (Community),OXNARD, VENTURA, 93030
167,RITE AID 5782 ,License Type: Pharmacy (Community),PORT HUENEME, VENTURA, 93041
168,RITE AID 5786 ,License Type: Pharmacy (Community),SIMI VALLEY, VENTURA, 93063
169,RITE AID 5787 ,License Type: Pharmacy (Community),SIMI VALLEY, VENTURA, 93065
170,RITE AID 5798 ,License Type: Pharmacy (Community),LINDSAY, TULARE, 93247
171,RITE AID 5805 ,License Type: Pharmacy (Community),VISALIA, TULARE, 93277
172,RITE AID 5852 ,License Type: Pharmacy (Community),DINUBA, TULARE, 93618
173,RITE AID 6065 ,License Type: Pharmacy (Community),WEST SACRAMENTO, YOLO, 95691
174,RITE AID 6066 ,License Type: Pharmacy (Community),WOODLAND, YOLO, 95695
175,RITE AID NO 5778 ,License Type: Pharmacy (Community),MOORPARK, VENTURA, 93021
176,RITE AID NO 5783 ,License Type: Pharmacy (Community),SANTA PAULA, VENTURA, 93060
177,RITE AID NO 5799 ,License Type: Pharmacy (Community),PORTERVILLE, TULARE, 93257
178,RITE AID NO 5806 ,License Type: Pharmacy (Community),VISALIA, TULARE, 93277
179,RITE AID NO 6016 ,License Type: Pharmacy (Community),SONORA, TUOLUMNE, 95370
180,RITE AID NO 6048 ,License Type: Pharmacy (Community),DAVIS, YOLO, 95616
181,RITE AID NO 6197 ,License Type: Pharmacy (Community),DAVIS, YOLO, 95618
182,RITE AID NO 6454 ,License Type: Pharmacy (Community),TULARE, TULARE, 93274
183,RITE AID NO 6459 ,License Type: Pharmacy (Community),VISALIA, TULARE, 93292
184,ROGERS' PHARMACY ,License Type: Pharmacy (Community),VENTURA, VENTURA, 93003
185,ROLLING OAKS PHARMACY ,License Type: Pharmacy (Community),THOUSAND OAKS, VENTURA, 91360
186,RX POINT PHARMACY INC ,License Type: Pharmacy (Community),SIMI VALLEY, VENTURA, 93065
187,SAFEWAY PHARMACY #3127 ,License Type: Pharmacy (Community),SONORA, TUOLUMNE, 95370
188,SALUD CLINIC PHARMACY ,License Type: Pharmacy (Community),WEST SACRAMENTO, YOLO, 95605
189,SAM'S PHARMACY NO 10-6455 ,License Type: Pharmacy (Community),OXNARD, VENTURA, 93036
190,SAV-ON PHARMACY #391 ,License Type: Pharmacy (Community),NEWBURY PARK, VENTURA, 91320
191,SAV-ON PHARMACY #393 ,License Type: Pharmacy (Community),SIMI VALLEY, VENTURA, 93065
192,SAVE MART SUPERMARKETS #45 ,License Type: Pharmacy (Community),PORTERVILLE, TULARE, 93257
193,SAVE MART SUPERMARKETS #657 ,License Type: Pharmacy (Community),VISALIA, TULARE, 93277
194,SAVE MART SUPERMARKETS #76 ,License Type: Pharmacy (Community),SONORA, TUOLUMNE, 95370
195,SAVE MART SUPERMARKETS #83 ,License Type: Pharmacy (Community),VISALIA, TULARE, 93277
196,SAVE MART SUPERMARKETS #89 ,License Type: Pharmacy (Community),VISALIA, TULARE, 93291
197,SEEBER'S PHARMACY ,License Type: Pharmacy (Community),SANTA PAULA, VENTURA, 93060
198,SEENA PHARMACY ,License Type: Pharmacy (Community),CAMARILLO, VENTURA, 93010
199,SIERRA CONSERVATION CENTER ,License Type: Correctional Pharmacy,JAMESTOWN, TUOLUMNE, 95327
200,SIMI PHARMACY ,License Type: Pharmacy (Community),SIMI VALLEY, VENTURA, 93065
201,SOUTH COURT PHARMACY ,License Type: Pharmacy (Community),VISALIA, TULARE, 93277
202,SPECIALTY CARE PHARMACY ,License Type: Pharmacy (Community),THOUSAND OAKS, VENTURA, 91361
203,ST GEORGE PHARMACY ,License Type: Pharmacy (Community),THOUSAND OAKS, VENTURA, 91360
204,STAN'S DRUGS ,License Type: Pharmacy (Community),OXNARD, VENTURA, 93033
205,STUDENT HEALTH SERVICES PHARMACY ,License Type: Pharmacy (Government Owned Community),DAVIS, YOLO, 95616
206,TALCA PHARMACEUTICALS INC ,License Type: Pharmacy (Community),Accusation filed, VENTURA, 93012
207,TAPO PHARMACY ,License Type: Pharmacy (Community),SIMI VALLEY, VENTURA, 93065
208,THE MEDICINE SHOPPE ,License Type: Pharmacy (Community),Probation, TULARE, 93277
209,THE MEDICINE SHOPPE ,License Type: Pharmacy (Community),CAMARILLO, VENTURA, 93010
210,THE MEDICINE SHOPPE ,License Type: Pharmacy (Community),NEWBURY PARK, VENTURA, 91319
211,THE MEDICINE SHOPPE ,License Type: Pharmacy (Community),Probation Terminated/Completed, VENTURA, 93033
212,THE MEDICINE SHOPPE # 387 ,License Type: Pharmacy (Community),VENTURA, VENTURA, 93003
213,THE MEDICINE SHOPPE PHARMACY ,License Type: Pharmacy (Community),Accusation filed, YUBA, 95901
214,THREE RIVERS DRUG ,License Type: Pharmacy (Community),THREE RIVERS, TULARE, 93271
215,THRIFTY PAYLESS INC DBA RITE AID #5795 ,License Type: Pharmacy (Community),EXETER, TULARE, 93221
216,THRIFTY PAYLESS INC DBA RITE AID #6723 ,License Type: Pharmacy (Community),WOODLAKE, TULARE, 93286
217,THRIFTY PAYLESS INC DBA RITE AID #6764 ,License Type: Pharmacy (Community),FARMERSVILLE, TULARE, 93223
218,TOWN CENTER PHARMACY ,License Type: Pharmacy (Community),VISALIA, TULARE, 93291
219,TUOLUMNE ME-WUK INDIAN HEALTH CTR PHY ,License Type: Pharmacy (Community),TUOLUMNE, TUOLUMNE, 95379
220,TWAIN HARTE PHARMACY ,License Type: Pharmacy (Community),TWAIN HARTE, TUOLUMNE, 95383
221,UC DAVIS CLINIC PHARMACY IN DAVIS ,License Type: Pharmacy (Government Owned Community),DAVIS, YOLO, 95616
222,UNITED HEALTH CENTERS PHARMACY EARLIMART ,License Type: Pharmacy (Community),EARLIMART, TULARE, 93219
223,VALLEY PHARMACY SERVICES ,License Type: Pharmacy (Community),VISALIA, TULARE, 93291
224,VENTURA COUNTY PHARMACY ,License Type: Pharmacy (Community),VENTURA, VENTURA, 93003
225,VENTURA CTY MED CTR INFUS CTR PHAR ,License Type: Pharmacy (Government Owned Community),VENTURA, VENTURA, 93003
226,VENTURA SCHOOL PHARMACY ,License Type: Correctional Pharmacy,CAMARILLO, VENTURA, 93010
227,VILLAGE PHARMACY ,License Type: Pharmacy (Community),WHEATLAND, YUBA, 95692
228,VONS PHARMACY #1610 ,License Type: Pharmacy (Community),THOUSAND OAKS, VENTURA, 91360
229,VONS PHARMACY #1913 ,License Type: Pharmacy (Community),OXNARD, VENTURA, 93030
230,VONS PHARMACY #2092 ,License Type: Pharmacy (Community),THOUSAND OAKS, VENTURA, 91360
231,VONS PHARMACY #2164 ,License Type: Pharmacy (Community),VENTURA, VENTURA, 93003
232,VONS PHARMACY #2431 ,License Type: Pharmacy (Community),VENTURA, VENTURA, 93001
233,VONS PHARMACY #2436 ,License Type: Pharmacy (Community),OXNARD, VENTURA, 93030
234,VONS PHARMACY #2501 ,License Type: Pharmacy (Community),SIMI VALLEY, VENTURA, 93065
235,VONS PHARMACY #2678 ,License Type: Pharmacy (Community),VENTURA, VENTURA, 93003
236,VONS PHARMACY #2692 ,License Type: Pharmacy (Community),SIMI VALLEY, VENTURA, 93063
237,VONS PHARMACY #2825 ,License Type: Pharmacy (Community),OXNARD, VENTURA, 93030
238,VU PHARMACY ,License Type: Pharmacy (Community),CAMARILLO, VENTURA, 93010
239,WAL MART PHARMACY 10 2032 ,License Type: Pharmacy (Community),OXNARD, VENTURA, 93036
240,WAL-MART PHARMACY #10-1877 ,License Type: Pharmacy (Community),PORTERVILLE, TULARE, 93257
241,WAL-MART PHARMACY 10-1826 ,License Type: Pharmacy (Community),VISALIA, TULARE, 93292
242,WAL-MART PHARMACY 10-2030 ,License Type: Pharmacy (Community),SONORA, TUOLUMNE, 95370
243,WAL-MART PHARMACY 10-2536 ,License Type: Pharmacy (Community),TULARE, TULARE, 93274
244,WAL-MART PHARMACY 10-3087 ,License Type: Pharmacy (Community),OXNARD, VENTURA, 93033
245,WAL-MART PHARMACY 10-3147 ,License Type: Pharmacy (Community),SIMI VALLEY, VENTURA, 93063
246,WAL-MART PHARMACY 10-4127 ,License Type: Pharmacy (Community),WOODLAND, YOLO, 95695
247,WAL-MART PHARMACY 10-5606 ,License Type: Pharmacy (Community),WOODLAND, YOLO, 91302
248,WAL-MART PHARMACY 10-5635 ,License Type: Pharmacy (Community),VISALIA, TULARE, 93291
249,WAL-MART PHARMACY 10-5643 ,License Type: Pharmacy (Community),OXNARD, VENTURA, 93036
250,WAL-MART PHARMACY 10-5956 ,License Type: Pharmacy (Community),VISALIA, TULARE, 93277
251,WALGREENS #02277 ,License Type: Pharmacy (Community),MARYSVILLE, YUBA, 95901
252,WALGREENS #03476 ,License Type: Pharmacy (Community),VISALIA, TULARE, 93277
253,WALGREENS #04107 ,License Type: Pharmacy (Community),WOODLAND, YOLO, 95695
254,WALGREENS #04198 ,License Type: Pharmacy (Community),WEST SACRAMENTO, YOLO, 95691
255,WALGREENS #05846 ,License Type: Pharmacy (Community),OXNARD, VENTURA, 93036
256,WALGREENS #06298 ,License Type: Pharmacy (Community),TULARE, TULARE, 93274
257,WALGREENS #06683 ,License Type: Pharmacy (Community),VISALIA, TULARE, 93277
258,WALGREENS #07305 ,License Type: Pharmacy (Community),OXNARD, VENTURA, 93033
259,WALGREENS #07449 ,License Type: Pharmacy (Community),OXNARD, VENTURA, 93030
260,WALGREENS #07992 ,License Type: Pharmacy (Community),THOUSAND OAKS, VENTURA, 91320
261,WALGREENS #09844 ,License Type: Pharmacy (Community),PORTERVILLE, TULARE, 93257
262,WALGREENS #10002 ,License Type: Pharmacy (Community),TULARE, TULARE, 93274
263,WALGREENS #10201 ,License Type: Pharmacy (Community),DINUBA, TULARE, 93618
264,WALGREENS #10354 ,License Type: Pharmacy (Community),SIMI VALLEY, VENTURA, 93065
265,WALGREENS #10738 ,License Type: Pharmacy (Community),MOORPARK, VENTURA, 93021
266,WALGREENS #11407 ,License Type: Pharmacy (Community),VISALIA, TULARE, 93291
267,WALGREENS #11707 ,License Type: Pharmacy (Community),OXNARD, VENTURA, 93030
268,WALGREENS #12527 ,License Type: Pharmacy (Community),PLUMAS LAKE, YUBA, 95961
269,WALMART NO 10-5136 ,License Type: Pharmacy (Community),MARYSVILLE, YUBA, 95901
270,WALMART PHARMACY #10-3652 ,License Type: Pharmacy (Community),WEST SACRAMENTO, YOLO, 95605
271,WALMART PHARMACY #10-5394 ,License Type: Pharmacy (Community),DINUBA, TULARE, 93618
272,WALMART PHARMACY 10 2190 ,License Type: Pharmacy (Community),WOODLAND, YOLO, 95776
273,WALMART PHARMACY 10-3179 ,License Type: Pharmacy (Community),THOUSAND OAKS, VENTURA, 91320
274,WALMART PHARMACY 10-3650 ,License Type: Pharmacy (Community),VENTURA, VENTURA, 93003
275,WALMART PHARMACY 10-5664 ,License Type: Pharmacy (Community),CAMARILLO, VENTURA, 93010
276,WALMART PHARMACY NO 10 2621 ,License Type: Pharmacy (Community),SIMI VALLEY, VENTURA, 93065
