,name,license_type,county,city,zip
126,KAISER PERMANENTE PHRMCY #673 ,License Type: Pharmacy (Community),VACAVILLE, SOLANO, 95688
127,KAISER PHARMACY 1 WEST PHARMACY 581 ,License Type: Pharmacy (Community),Public Reprimand, SONOMA, 95403
128,KMART PHARMACY 3725 ,License Type: Pharmacy (Community),FREEDOM, SANTA CRUZ, 95019
129,LARK DRUGS PHARMACY ,License Type: Pharmacy (Community),GUERNEVILLE, SONOMA, 95446
130,LATIMER'S PHARMACY TIN RX #802 ,License Type: Pharmacy (Community),LOS MOLINOS, TEHAMA, 96055
131,LAUDEN INTEGRATIVE PHARMACY INC ,License Type: Pharmacy (Community),Probation, SANTA CRUZ, 95010
132,LIVE OAK PHARMACY ,License Type: Pharmacy (Community),LIVE OAK, SUTTER, 95953
133,LOMBARDI ROSA PHARMACY ,License Type: Pharmacy (Community),SANTA ROSA, SONOMA, 95407
134,LONGS DRUG STORES CALIFORNIA LLC D/B/A CVS/PHARMACY #9819 ,License Type: Pharmacy (Community),VACAVILLE, SOLANO, 95688
135,LONGS DRUG STORES CALIFORNIA LLC D/B/A CVS/PHARMACY #9872 ,License Type: Pharmacy (Community),SEBASTOPOL, SONOMA, 95472
136,LONGS DRUG STORES CALIFORNIA LLC DBA CVS/PHARMACY #09927 ,License Type: Pharmacy (Community),VALLEJO, SOLANO, 94591
137,LOYALTON PHARMACY ,License Type: Pharmacy (Community),Accusation filed, SIERRA, 96118
138,LUCKY PHARMACY #740 ,License Type: Pharmacy (Community),PETALUMA, SONOMA, 94952
139,LUCKY PHARMACY #776 ,License Type: Pharmacy (Community),SANTA ROSA, SONOMA, 95405
140,LUCKY PHARMACY #783 ,License Type: Pharmacy (Community),VACAVILLE, SOLANO, 95688
141,LUCKY PHARMACY #784 ,License Type: Pharmacy (Community),VACAVILLE, SOLANO, 95687
142,LUKE'S YREKA DRUG ,License Type: Pharmacy (Community),YREKA, SISKIYOU, 96097
143,MARIO'S PHARMACY INC ,License Type: Pharmacy (Community),YUBA CITY, SUTTER, 95991
144,MEDICAL CLINIC PHARMACY ,License Type: Pharmacy (Community),Accusation filed, SANTA CRUZ, 95062
145,MEMORIAL MEDICAL CENTER OUTPATIENT PHARMACY ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95355
146,MENTAL HEALTH CRISIS BED FACILITY @ CMF ,License Type: Correctional Pharmacy,VACAVILLE, SOLANO, 95696
147,MERCURY PHARMACY ,License Type: Pharmacy (Community),VALLEJO, SOLANO, 94590
148,MERCURY PHARMACY ,License Type: Pharmacy (Community),FAIRFIELD, SOLANO, 94534
149,MID VALLEY HEALTH SERVICES ,License Type: Pharmacy (Community),Public Reprimand, STANISLAUS, 95307
150,MID VALLEY HEALTH SERVICES LONG TERM CARE INC ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95350
151,NEWMAN PIONEER DRUG INC #1 ,License Type: Pharmacy (Community),NEWMAN, STANISLAUS, 95360
152,NORTHBAY CANCER CENTER PHARMACY ,License Type: Pharmacy (Community),VACAVILLE, SOLANO, 95687
153,OLIVE CITY PHARMACY ,License Type: Pharmacy (Community),CORNING, TEHAMA, 96021
154,OMNICARE OF REDDING ,License Type: Pharmacy (Community),REDDING, SHASTA, 96002
155,ONESOURCE COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),SCOTTS VALLEY, SANTA CRUZ, 95066
156,OWENS PHARMACY #1 ,License Type: Pharmacy (Community),REDDING, SHASTA, 96001
157,OWENS PHARMACY #14 ,License Type: Pharmacy (Community),RED BLUFF, TEHAMA, 96080
158,OWENS PHARMACY #17 ,License Type: Pharmacy (Community),REDDING, SHASTA, 96003
159,OWENS PHARMACY #18 ,License Type: Pharmacy (Community),WEAVERVILLE, TRINITY, 96093
160,OWENS PHARMACY #2 ,License Type: Pharmacy (Community),REDDING, SHASTA, 96002
161,OWENS PHARMACY #21 ,License Type: Pharmacy (Community),PALO CEDRO, SHASTA, 96073
162,OWENS PHARMACY #22 ,License Type: Pharmacy (Community),MT SHASTA, SISKIYOU, 96067
163,OWENS PHARMACY #25 ,License Type: Pharmacy (Community),WEED, SISKIYOU, 96094
164,OWENS PHARMACY #26 ,License Type: Pharmacy (Community),REDDING, SHASTA, 96001
165,OWENS PHARMACY #3 ,License Type: Pharmacy (Community),ANDERSON, SHASTA, 96007
166,OWENS PHARMACY #5 ,License Type: Pharmacy (Community),RED BLUFF, TEHAMA, 96080
167,OWENS PHARMACY #6 ,License Type: Pharmacy (Community),REDDING, SHASTA, 96001
168,OWENS PHARMACY #8 ,License Type: Pharmacy (Community),REDDING, SHASTA, 96001
169,OWENS PHARMACY #9 ,License Type: Pharmacy (Community),REDDING, SHASTA, 96001
170,PACIFIC PHARMACY SOLUTIONS ,License Type: Pharmacy (Community),ROHNERT PARK, SONOMA, 94928
171,PATTERSON FAMILY PHARMACY ,License Type: Pharmacy (Community),PATTERSON, STANISLAUS, 95363
172,PHARMACA INTEGRATIVE PHARMACY INC ,License Type: Pharmacy (Community),SONOMA, SONOMA, 95476
173,PHC PHARMACY ,License Type: Pharmacy (Community),PETALUMA, SONOMA, 94954
174,PROGRESSIVE PHARMACY ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95354
175,RALEYS PHARMACY #233 ,License Type: Pharmacy (Community),RED BLUFF, TEHAMA, 96080
176,RALEYS PHARMACY #242 ,License Type: Pharmacy (Community),YUBA CITY, SUTTER, 95991
177,RALEYS PHARMACY #247 ,License Type: Pharmacy (Community),YREKA, SISKIYOU, 96097
178,RALEYS PHARMACY #248 ,License Type: Pharmacy (Community),REDDING, SHASTA, 96003
179,RALEYS PHARMACY #308 ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95350
180,RALEYS PHARMACY #310 ,License Type: Pharmacy (Community),TURLOCK, STANISLAUS, 95382
181,RALEYS PHARMACY #313 ,License Type: Pharmacy (Community),SANTA ROSA, SONOMA, 95403
182,RALEYS PHARMACY #329 ,License Type: Pharmacy (Community),PETALUMA, SONOMA, 94954
183,RALEYS PHARMACY #330 ,License Type: Pharmacy (Community),SUISUN CITY, SOLANO, 94585
184,RALEYS PHARMACY #331 ,License Type: Pharmacy (Community),FAIRFIELD, SOLANO, 94533
185,RALEYS PHARMACY #332 ,License Type: Pharmacy (Community),FAIRFIELD, SOLANO, 94534
186,RALEYS PHARMACY #337 ,License Type: Pharmacy (Community),ROHNERT PARK, SONOMA, 94928
187,RALEYS PHARMACY #339 ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95355
188,RALEYS PHARMACY #341 ,License Type: Pharmacy (Community),WINDSOR, SONOMA, 95492
189,RALEYS PHARMACY #343 ,License Type: Pharmacy (Community),BENICIA, SOLANO, 94510
190,RALEYS PHARMACY #344 ,License Type: Pharmacy (Community),VACAVILLE, SOLANO, 95687
191,REDDING RANCHERIA INDIAN HEALTH SVCS ,License Type: Pharmacy (Government Owned Community),REDDING, SHASTA, 96001
192,RITE AID #4212 ,License Type: Pharmacy (Community),SANTA ROSA, SONOMA, 95407
193,RITE AID #6013 ,License Type: Pharmacy (Community),NEWMAN, STANISLAUS, 95360
194,RITE AID #6512 ,License Type: Pharmacy (Community),TURLOCK, STANISLAUS, 95380
195,RITE AID 5910 ,License Type: Pharmacy (Community),BENICIA, SOLANO, 94510
196,RITE AID 5941 ,License Type: Pharmacy (Community),SUISUN CITY, SOLANO, 94585
197,RITE AID 5945 ,License Type: Pharmacy (Community),Probation Terminated/Completed, SOLANO, 94590
198,RITE AID 5965 ,License Type: Pharmacy (Community),APTOS, SANTA CRUZ, 95003
199,RITE AID 5966 ,License Type: Pharmacy (Community),CAPITOLA, SANTA CRUZ, 95010
200,RITE AID 5968 ,License Type: Pharmacy (Community),FELTON, SANTA CRUZ, 95018
201,RITE AID 5969 ,License Type: Pharmacy (Community),FREEDOM, SANTA CRUZ, 95019
202,RITE AID 5979 ,License Type: Pharmacy (Community),SANTA CRUZ, SANTA CRUZ, 95062
203,RITE AID 6003 ,License Type: Pharmacy (Community),CERES, STANISLAUS, 95307
204,RITE AID 6008 ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95350
205,RITE AID 6012 ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95356
206,RITE AID 6015 ,License Type: Pharmacy (Community),OAKDALE, STANISLAUS, 95361
207,RITE AID 6019 ,License Type: Pharmacy (Community),TURLOCK, STANISLAUS, 95380
208,RITE AID 6021 ,License Type: Pharmacy (Community),SANTA ROSA, SONOMA, 95401
209,RITE AID 6023 ,License Type: Pharmacy (Community),SANTA ROSA, SONOMA, 95405
210,RITE AID 6029 ,License Type: Pharmacy (Community),HEALDSBURG, SONOMA, 95448
211,RITE AID 6031 ,License Type: Pharmacy (Community),SEBASTOPOL, SONOMA, 95472
212,RITE AID 6032 ,License Type: Pharmacy (Community),SONOMA, SONOMA, 95476
213,RITE AID 6095 ,License Type: Pharmacy (Community),REDDING, SHASTA, 96001
214,RITE AID 6100 ,License Type: Pharmacy (Community),ANDERSON, SHASTA, 96007
215,RITE AID 6101 ,License Type: Pharmacy (Community),BURNEY, SHASTA, 96013
216,RITE AID 6103 ,License Type: Pharmacy (Community),MOUNT SHASTA, SISKIYOU, 96067
217,RITE AID 6104 ,License Type: Pharmacy (Community),YREKA, SISKIYOU, 96097
218,RITE AID 6188 ,License Type: Pharmacy (Community),CORNING, TEHAMA, 96021
219,RITE AID NO 6010 ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95355
220,RITE AID NO 6014 ,License Type: Pharmacy (Community),OAKDALE, STANISLAUS, 95361
221,RITE AID NO 6097 ,License Type: Pharmacy (Community),REDDING, SHASTA, 96001
222,RITE AID NO 6099 ,License Type: Pharmacy (Community),REDDING, SHASTA, 96002
223,RITE AID NO 6342 ,License Type: Pharmacy (Community),YUBA CITY, SUTTER, 95993
224,RITE AID NO 6480 ,License Type: Pharmacy (Community),SHASTA LAKE, SHASTA, 96019
225,RIVER OAK PHARMACY ,License Type: Pharmacy (Community),OAKDALE, STANISLAUS, 95361
226,RIVERBANK PHARMACY ,License Type: Pharmacy (Community),RIVERBANK, STANISLAUS, 95367
227,RIVERSIDE PHARMACY ,License Type: Pharmacy (Community),YUBA CITY, SUTTER, 95991
228,ROGERS DRUG STORE ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95351
229,RP HEALTHCARE INC ,License Type: Pharmacy (Community),SANTA ROSA, SONOMA, 95401
230,SAFESAVE PHARMACY ,License Type: Pharmacy (Community),YUBA CITY, SUTTER, 95991
231,SAFEWAY PHARMACY #0273 ,License Type: Pharmacy (Community),ANDERSON, SHASTA, 96007
232,SAFEWAY PHARMACY #0640 ,License Type: Pharmacy (Community),APTOS, SANTA CRUZ, 95003
233,SAFEWAY PHARMACY #0713 ,License Type: Pharmacy (Community),SANTA ROSA, SONOMA, 95409
234,SAFEWAY PHARMACY #0799 ,License Type: Pharmacy (Community),SANTA CRUZ, SANTA CRUZ, 95062
235,SAFEWAY PHARMACY #0911 ,License Type: Pharmacy (Community),SONOMA, SONOMA, 95476
236,SAFEWAY PHARMACY #0918 ,License Type: Pharmacy (Community),ROHNERT PARK, SONOMA, 94928
237,SAFEWAY PHARMACY #0933 ,License Type: Pharmacy (Community),SEBASTOPOL, SONOMA, 95472
238,SAFEWAY PHARMACY #0950 ,License Type: Pharmacy (Community),GUERNEVILLE, SONOMA, 94556
239,SAFEWAY PHARMACY #0956 ,License Type: Pharmacy (Community),SANTA ROSA, SONOMA, 95401
240,SAFEWAY PHARMACY #0989 ,License Type: Pharmacy (Community),VALLEJO, SOLANO, 94591
241,SAFEWAY PHARMACY #0998 ,License Type: Pharmacy (Community),HEALDSBURG, SONOMA, 95448
242,SAFEWAY PHARMACY #1109 ,License Type: Pharmacy (Community),VACAVILLE, SOLANO, 95687
243,SAFEWAY PHARMACY #1127 ,License Type: Pharmacy (Community),FAIRFIELD, SOLANO, 94533
244,SAFEWAY PHARMACY #1258 ,License Type: Pharmacy (Community),DIXON, SOLANO, 95620
245,SAFEWAY PHARMACY #1265 ,License Type: Pharmacy (Community),SANTA ROSA, SONOMA, 95405
246,SAFEWAY PHARMACY #1434 ,License Type: Pharmacy (Community),WINDSOR, SONOMA, 95492
247,SAFEWAY PHARMACY #1576 ,License Type: Pharmacy (Community),SANTA ROSA, SONOMA, 95403
248,SAFEWAY PHARMACY #1631 ,License Type: Pharmacy (Community),VALLEJO, SOLANO, 94591
249,SAFEWAY PHARMACY #1661 ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95350
250,SAFEWAY PHARMACY #1826 ,License Type: Pharmacy (Community),REDDING, SHASTA, 96002
251,SAFEWAY PHARMACY #1929 ,License Type: Pharmacy (Community),SOQUEL, SANTA CRUZ, 95073
252,SAFEWAY PHARMACY #1954 ,License Type: Pharmacy (Community),REDDING, SHASTA, 96001
253,SAFEWAY PHARMACY #1968 ,License Type: Pharmacy (Community),TURLOCK, STANISLAUS, 95380
254,SAFEWAY PHARMACY #2607 ,License Type: Pharmacy (Community),SANTA CRUZ, SANTA CRUZ, 95060
255,SAFEWAY PHARMACY #3011 ,License Type: Pharmacy (Community),PETALUMA, SONOMA, 94954
256,SAFEWAY PHARMACY #4178 ,License Type: Pharmacy (Community),BURNEY, SHASTA, 96013
257,SAM'S CLUB PHARMACY NO 10-6405 ,License Type: Pharmacy (Community),YUBA CITY, SUTTER, 95993
258,SAM'S CLUB PHARMACY NO 10-6433 ,License Type: Pharmacy (Community),VACAVILLE, SOLANO, 95687
259,SAVE MART PHARMACY #635 ,License Type: Pharmacy (Community),CERES, STANISLAUS, 95307
260,SAVE MART SUPERMARKETS #105 ,License Type: Pharmacy (Community),RIVERBANK, STANISLAUS, 95367
261,SAVE MART SUPERMARKETS #49 ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95350
262,SAVE MART SUPERMARKETS #82 ,License Type: Pharmacy (Community),PATTERSON, STANISLAUS, 95363
263,SAVE MART SUPERMARKETS #86 ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95355
264,SAVE MART SUPERMARKETS #95 ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95356
265,SEBASTOPOL FAMILY PHARMACY INC ,License Type: Pharmacy (Community),SEBASTOPOL, SONOMA, 95472
