,name,license_type,county,city,zip
88,RITE AID 5608 ,License Type: Pharmacy (Community),SAN DIMAS, LOS ANGELES, 91773
89,ROSE PHARMACY ,License Type: Pharmacy (Community),SANTA FE SPRINGS, LOS ANGELES, 90670
90,RX E-FILL SOLUTIONS ,License Type: Pharmacy (Community),SANTA CLARITA, LOS ANGELES, 91355
91,SAINT JOHNS MEDICAL PLAZA PHARMACY ,License Type: Pharmacy (Community),Probation, LOS ANGELES, 90404
92,SAM'S PHARMACY #10-4824 ,License Type: Pharmacy (Community),SANTA CLARITA, LOS ANGELES, 91350
93,SAN DIMAS PHARMACY ,License Type: Pharmacy (Community),SAN DIMAS, LOS ANGELES, 91773
94,SANTA CLARITA PHARMACY ,License Type: Pharmacy (Community),SANTA CLARITA, LOS ANGELES, 91351
95,SANTA MONICA HOMEOPATHIC PHARMACY ,License Type: Pharmacy (Community),SANTA MONICA, LOS ANGELES, 90401
96,SANTA MONICA MEDICAL PLAZA PHARMACY ,License Type: Pharmacy (Community),SANTA MONICA, LOS ANGELES, 90404
97,SAUGUS DRUGS ,License Type: Pharmacy (Community),SANTA CLARITA, LOS ANGELES, 91350
98,SAV-ON PHARMACY #594 ,License Type: Pharmacy (Community),SAN DIMAS, LOS ANGELES, 91773
99,SEASIDE MARINE INTERNATL DRUG CO INC ,License Type: Pharmacy (Community),SAN PEDRO, LOS ANGELES, 90731
100,SMC PHARMACY ,License Type: Pharmacy (Community),SANTA MONICA, LOS ANGELES, 90404
101,TOP UNITED PHARMACY SERVICES ,License Type: Pharmacy (Community),SAN GABRIEL, LOS ANGELES, 91776
102,TOTAL CARE PHARMACY ,License Type: Pharmacy (Community),SANTA CLARITA, LOS ANGELES, 91351
103,TRI-TECH PHARMACEUTICALS ,License Type: Pharmacy (Community),SANTA MONICA, LOS ANGELES, 90401
104,UCLA 16TH STREET PHARMACY ,License Type: Pharmacy (Government Owned Community),SANTA MONICA, LOS ANGELES, 90404
105,VALENCIA PHARMACY AT HENRY MAYO ,License Type: Pharmacy (Community),SANTA CLARITA, LOS ANGELES, 91355
106,VALENCIA PHARMACY LTC AT HENRY MAYO ,License Type: Pharmacy (Community),SANTA CLARITA, LOS ANGELES, 91355
107,VENICE FAMILY STORE #2 ,License Type: Pharmacy (Community),SANTA MONICA, LOS ANGELES, 90405
108,VIA VERDE PRESCRIPTION SHOPPE ,License Type: Pharmacy (Community),SAN DIMAS, LOS ANGELES, 91773
109,VIEWPOINT PHARMACY ,License Type: Pharmacy (Community),SAN GABRIEL, LOS ANGELES, 91776
110,VOLUME DRUG-2 ,License Type: Pharmacy (Community),SHERMAN OAKS, LOS ANGELES, 91423
111,VONS PHARMACY #2162 ,License Type: Pharmacy (Community),SAN PEDRO, LOS ANGELES, 90732
112,VONS PHARMACY #2262 ,License Type: Pharmacy (Community),SANTA MONICA, LOS ANGELES, 90401
113,VONS PHARMACY #2283 ,License Type: Pharmacy (Community),SAN PEDRO, LOS ANGELES, 90732
114,VONS PHARMACY #3138 ,License Type: Pharmacy (Community),SANTA CLARITA, LOS ANGELES, 91387
115,WALGREENS #05526 ,License Type: Pharmacy (Community),SANTA MONICA, LOS ANGELES, 90403
116,WALGREENS #05797 ,License Type: Pharmacy (Community),SAN DIMAS, LOS ANGELES, 91773
117,WALGREENS #06125 ,License Type: Pharmacy (Community),SAN GABRIEL, LOS ANGELES, 91775
118,WALGREENS #06930 ,License Type: Pharmacy (Community),SANTA CLARITA, LOS ANGELES, 91351
119,WALGREENS #07556 ,License Type: Pharmacy (Community),SANTA CLARITA, LOS ANGELES, 91390
120,WALGREENS #10767 ,License Type: Pharmacy (Community),SANTA CLARITA, LOS ANGELES, 91355
121,WALGREENS #12023 ,License Type: Pharmacy (Community),SANTA CLARITA, LOS ANGELES, 91321
122,WALGREENS #12720 ,License Type: Pharmacy (Community),SANTA MONICA, LOS ANGELES, 90405
123,WALGREENS #15930 ,License Type: Pharmacy (Community),SAN FERNANDO, LOS ANGELES, 91340
124,WALMART PHARMACY #10-3523 ,License Type: Pharmacy (Community),SANTA CLARITA, LOS ANGELES, 91350
125,WALMART PHARMACY #10-5162 ,License Type: Pharmacy (Community),SANTA CLARITA, LOS ANGELES, 91355
126,WALMART PHARMACY NO 10-2948 ,License Type: Pharmacy (Community),SANTA FE SPRINGS, LOS ANGELES, 90670
127,WELLCOME PHARMACY ,License Type: Pharmacy (Community),SAN GABRIEL, LOS ANGELES, 91776
128,ZOEY PHARMACY ,License Type: Pharmacy (Community),SANTA CLARITA, LOS ANGELES, 91351
