,name,license_type,city,county,zip
55,RITE AID 5446 ,License Type: Pharmacy (Community),WEST HOLLYWOOD, LOS ANGELES, 90038
56,RITE AID 5485 ,License Type: Pharmacy (Community),VENICE, LOS ANGELES, 90291
57,RITE AID 5494 ,License Type: Pharmacy (Community),WHITTIER, LOS ANGELES, 90602
58,RITE AID 5495 ,License Type: Pharmacy (Community),WHITTIER, LOS ANGELES, 90606
59,RITE AID 5516 ,License Type: Pharmacy (Community),WILMINGTON, LOS ANGELES, 90744
60,RITE AID 5544 ,License Type: Pharmacy (Community),WEST HILLS, LOS ANGELES, 91307
61,RITE AID 5610 ,License Type: Pharmacy (Community),WEST COVINA, LOS ANGELES, 91792
62,RITE AID NO 6267 ,License Type: Pharmacy (Community),WHITTIER, LOS ANGELES, 90601
63,ROYAL HILLS PHARMACY ,License Type: Pharmacy (Community),WEST HILLS, LOS ANGELES, 91307
64,SAN GABRIEL MEDICAL COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),WEST COVINA, LOS ANGELES, 91790
65,SAN GABRIEL MEDICAL PHARMACY ,License Type: Pharmacy (Community),WEST COVINA, LOS ANGELES, 91790
66,TEN PHARMACY 1002 ,License Type: Pharmacy (Community),WHITTIER, LOS ANGELES, 90603
67,THE MEDICINE CABINET ,License Type: Pharmacy (Community),WILMINGTON, LOS ANGELES, 90744
68,TLC MEDICAL ARTS PHARMACY ,License Type: Pharmacy (Community),WEST COVINA, LOS ANGELES, 91790
69,VENICE FAMILY ,License Type: Pharmacy (Community),VENICE, LOS ANGELES, 90291
70,VO PHARMACY ,License Type: Pharmacy (Community),WHITTIER, LOS ANGELES, 90602
71,VONS PHARMACY #2027 ,License Type: Pharmacy (Community),WHITTIER, LOS ANGELES, 90603
72,VONS PHARMACY #2167 ,License Type: Pharmacy (Community),WALNUT, LOS ANGELES, 91789
73,VONS PHARMACY #2739 ,License Type: Pharmacy (Community),WEST HOLLYWOOD, LOS ANGELES, 90069
74,WAL-MART PHARMACY 10-5954 ,License Type: Pharmacy (Community),WEST COVINA, LOS ANGELES, 91791
75,WALGREENS #05649 ,License Type: Pharmacy (Community),WHITTIER, LOS ANGELES, 90602
76,WALGREENS #07211 ,License Type: Pharmacy (Community),WHITTIER, LOS ANGELES, 90601
77,WALGREENS #09468 ,License Type: Pharmacy (Community),WHITTIER, LOS ANGELES, 90605
78,WALGREENS #09560 ,License Type: Pharmacy (Community),WEST COVINA, LOS ANGELES, 91792
79,WALGREENS #09656 ,License Type: Pharmacy (Community),WEST COVINA, LOS ANGELES, 91790
80,WALMART PHARMACY #10-5152 ,License Type: Pharmacy (Community),WEST HILLS, LOS ANGELES, 91307
81,WEST KNOLL PHARMACY ,License Type: Pharmacy (Community),WEST HOLLYWOOD, LOS ANGELES, 90069
82,WHITTIER DRUGS ,License Type: Pharmacy (Community),WHITTIER, LOS ANGELES, 90605
83,WHITTIER INTERCOMMUNITY PHARMACY ,License Type: Pharmacy (Community),WHITTIER, LOS ANGELES, 90606
