,name,license_type,county,city,zip
68,COSTCO PHARMACY #423 ,License Type: Pharmacy (Community),SUNNYVALE, SANTA CLARA, 94086
69,COSTCO PHARMACY #470 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95118
70,COSTCO PHARMACY 144 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94103
71,COSTCO PHARMACY NO 474 ,License Type: Pharmacy (Community),GOLETA, SANTA BARBARA, 93117
72,COSTCO PHARMACY NO 658 ,License Type: Pharmacy (Community),TRACY, SAN JOAQUIN, 95377
73,COSTCO PHARMACY NO 760 ,License Type: Pharmacy (Community),GILROY, SANTA CLARA, 95020
74,COSTCO WHOLESALE #741 ,License Type: Pharmacy (Community),SAN LUIS OBISPO, SAN LUIS OBISPO, 93405
75,COSTCO WHOLESALE NO 475 ,License Type: Pharmacy (Community),SOUTH SAN FRANCISCO, SAN MATEO, 94080
76,COUNTY JAIL #8 PHARMACY ,License Type: Correctional Pharmacy,SAN FRANCISCO, SAN FRANCISCO, 94103
77,COUNTY OF SANTA BARBARA COM HLTH ,License Type: Pharmacy (Government Owned Community),SANTA BARBARA, SANTA BARBARA, 93110
78,CREEKSIDE PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95116
79,CVS PHARMACY #09592 ,License Type: Pharmacy (Community),ARROYO GRANDE, SAN LUIS OBISPO, 93420
80,CVS PHARMACY #2852 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94103
81,CVS PHARMACY #9662 ,License Type: Pharmacy (Community),SAN LUIS OBISPO, SAN LUIS OBISPO, 93401
82,CVS PHARMACY #9737 ,License Type: Pharmacy (Community),GOLETA, SANTA BARBARA, 93111
83,CVS PHARMACY #9750 ,License Type: Pharmacy (Community),SANTA MARIA, SANTA BARBARA, 93454
84,CVS PHARMACY #9782 ,License Type: Pharmacy (Community),NIPOMO, SAN LUIS OBISPO, 93444
85,CVS PHARMACY #9860 ,License Type: Pharmacy (Community),SANTA BARBARA, SANTA BARBARA, 93101
86,CVS/PHARMACY # 10165 ,License Type: Pharmacy (Community),DALY CITY, SAN MATEO, 94015
87,CVS/PHARMACY # 10188 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94117
88,CVS/PHARMACY # 10240 ,License Type: Pharmacy (Community),MENLO PARK, SAN MATEO, 94025
89,CVS/PHARMACY # 16105 ,License Type: Pharmacy (Community),SANTA MARIA, SANTA BARBARA, 93454
90,CVS/PHARMACY # 16107 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95207
91,CVS/PHARMACY # 16111 ,License Type: Pharmacy (Community),COLMA, SAN MATEO, 94014
92,CVS/PHARMACY # 16112 ,License Type: Pharmacy (Community),REDWOOD CITY, SAN MATEO, 94063
93,CVS/PHARMACY # 16113 ,License Type: Pharmacy (Community),MOUNTAIN VIEW, SANTA CLARA, 94040
94,CVS/PHARMACY # 16115 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95124
95,CVS/PHARMACY # 16223 ,License Type: Pharmacy (Community),TRACY, SAN JOAQUIN, 95304
96,CVS/PHARMACY # 16294 ,License Type: Pharmacy (Community),LODI, SAN JOAQUIN, 95242
97,CVS/PHARMACY # 16439 ,License Type: Pharmacy (Community),SAN BRUNO, SAN MATEO, 94066
98,CVS/PHARMACY # 16488 ,License Type: Pharmacy (Community),PASO ROBLES, SAN LUIS OBISPO, 93446
99,CVS/PHARMACY # 16490 ,License Type: Pharmacy (Community),SAN MATEO, SAN MATEO, 94404
100,CVS/PHARMACY # 16746 ,License Type: Pharmacy (Community),DALY CITY, SAN MATEO, 94015
101,CVS/PHARMACY # 16763 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95129
102,CVS/PHARMACY # 16856 ,License Type: Pharmacy (Community),MANTECA, SAN JOAQUIN, 95336
103,CVS/PHARMACY # 16971 ,License Type: Pharmacy (Community),GILROY, SANTA CLARA, 95020
104,CVS/PHARMACY # 16982 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95219
105,CVS/PHARMACY # 17045 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95123
106,CVS/PHARMACY # 17100 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95122
107,CVS/PHARMACY # 17176 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95110
108,CVS/PHARMACY # 17314 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95121
109,CVS/PHARMACY # 17327 ,License Type: Pharmacy (Community),MORGAN HILL, SANTA CLARA, 95037
110,CVS/PHARMACY # 17355 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95125
111,CVS/PHARMACY # 17412 ,License Type: Pharmacy (Community),LATHROP, SAN JOAQUIN, 95330
112,CVS/PHARMACY # 17582 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95134
113,CVS/PHARMACY # 17583 ,License Type: Pharmacy (Community),SUNNYVALE, SANTA CLARA, 94086
114,CVS/PHARMACY # 17588 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95123
115,CVS/PHARMACY # 17619 ,License Type: Pharmacy (Community),SAN LUIS OBISPO, SAN LUIS OBISPO, 93405
116,CVS/PHARMACY # 17623 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94103
117,CVS/PHARMACY # 17625 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94118
118,CVS/PHARMACY # 17658 ,License Type: Pharmacy (Community),SANTA CLARA, SANTA CLARA, 95050
119,CVS/PHARMACY # 17672 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94104
120,CVS/PHARMACY # 17674 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94112
121,CVS/PHARMACY # 1983 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94127
122,CVS/PHARMACY # 4770 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94103
123,CVS/PHARMACY #0550 ,License Type: Pharmacy (Community),SAN CARLOS, SAN MATEO, 94070
124,CVS/PHARMACY #09392 ,License Type: Pharmacy (Community),SANTA BARBARA, SANTA BARBARA, 93101
125,CVS/PHARMACY #09394 ,License Type: Pharmacy (Community),SANTA MARIA, SANTA BARBARA, 93455
126,CVS/PHARMACY #09395 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95136
127,CVS/PHARMACY #09534 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95135
128,CVS/PHARMACY #09554 ,License Type: Pharmacy (Community),SAN MATEO, SAN MATEO, 94402
129,CVS/PHARMACY #09559 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95125
130,CVS/PHARMACY #09567 ,License Type: Pharmacy (Community),SANTA BARBARA, SANTA BARBARA, 93109
131,CVS/PHARMACY #09684 ,License Type: Pharmacy (Community),MOUNTAIN VIEW, SANTA CLARA, 94040
132,CVS/PHARMACY #09690 ,License Type: Pharmacy (Community),REDWOOD CITY, SAN MATEO, 94063
133,CVS/PHARMACY #09700 ,License Type: Pharmacy (Community),SUNNYVALE, SANTA CLARA, 94087
134,CVS/PHARMACY #09793 ,License Type: Pharmacy (Community),SANTA CLARA, SANTA CLARA, 95051
135,CVS/PHARMACY #09805 ,License Type: Pharmacy (Community),CAMPBELL, SANTA CLARA, 95008
136,CVS/PHARMACY #09807 ,License Type: Pharmacy (Community),SAN BRUNO, SAN MATEO, 94066
137,CVS/PHARMACY #09808 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95123
138,CVS/PHARMACY #09810 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95122
139,CVS/PHARMACY #09811 ,License Type: Pharmacy (Community),BURLINGAME, SAN MATEO, 94010
140,CVS/PHARMACY #09812 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95132
141,CVS/PHARMACY #09821 ,License Type: Pharmacy (Community),SANTA MARIA, SANTA BARBARA, 93454
142,CVS/PHARMACY #09824 ,License Type: Pharmacy (Community),SANTA BARBARA, SANTA BARBARA, 93105
143,CVS/PHARMACY #09829 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95124
144,CVS/PHARMACY #09830 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95207
145,CVS/PHARMACY #09833 ,License Type: Pharmacy (Community),SAN MATEO, SAN MATEO, 94403
146,CVS/PHARMACY #09834 ,License Type: Pharmacy (Community),SARATOGA, SANTA CLARA, 95070
147,CVS/PHARMACY #09855 ,License Type: Pharmacy (Community),TRACY, SAN JOAQUIN, 95376
148,CVS/PHARMACY #09856 ,License Type: Pharmacy (Community),SUNNYVALE, SANTA CLARA, 94087
149,CVS/PHARMACY #09866 ,License Type: Pharmacy (Community),MANTECA, SAN JOAQUIN, 95336
150,CVS/PHARMACY #09871 ,License Type: Pharmacy (Community),LOMPOC, SANTA BARBARA, 93436
151,CVS/PHARMACY #09873 ,License Type: Pharmacy (Community),SAN LUIS OBISPO, SAN LUIS OBISPO, 93405
152,CVS/PHARMACY #09879 ,License Type: Pharmacy (Community),FOSTER CITY, SAN MATEO, 94404
153,CVS/PHARMACY #09892 ,License Type: Pharmacy (Community),PISMO BEACH, SAN LUIS OBISPO, 93449
154,CVS/PHARMACY #09894 ,License Type: Pharmacy (Community),CUPERTINO, SANTA CLARA, 95014
155,CVS/PHARMACY #09895 ,License Type: Pharmacy (Community),CAMPBELL, SANTA CLARA, 95008
156,CVS/PHARMACY #09896 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95124
157,CVS/PHARMACY #09897 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95127
158,CVS/PHARMACY #09901 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95118
159,CVS/PHARMACY #09909 ,License Type: Pharmacy (Community),ATASCADERO, SAN LUIS OBISPO, 93422
160,CVS/PHARMACY #09915 ,License Type: Pharmacy (Community),PALO ALTO, SANTA CLARA, 94301
161,CVS/PHARMACY #09916 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95210
162,CVS/PHARMACY #09921 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95124
163,CVS/PHARMACY #09925 ,License Type: Pharmacy (Community),PASO ROBLES, SAN LUIS OBISPO, 93446
164,CVS/PHARMACY #09940 ,License Type: Pharmacy (Community),SAN MATEO, SAN MATEO, 94401
165,CVS/PHARMACY #09944 ,License Type: Pharmacy (Community),SANTA CLARA, SANTA CLARA, 95050
166,CVS/PHARMACY #09949 ,License Type: Pharmacy (Community),RIPON, SAN JOAQUIN, 95366
167,CVS/PHARMACY #09970 ,License Type: Pharmacy (Community),BUELLTON, SANTA BARBARA, 93427
168,CVS/PHARMACY #09977 ,License Type: Pharmacy (Community),SAN MATEO, SAN MATEO, 94402
169,CVS/PHARMACY #09982 ,License Type: Pharmacy (Community),LOS GATOS, SANTA CLARA, 95032
170,CVS/PHARMACY #09984 ,License Type: Pharmacy (Community),PALO ALTO, SANTA CLARA, 94306
171,CVS/PHARMACY #09987 ,License Type: Pharmacy (Community),MOUNTAIN VIEW, SANTA CLARA, 94040
172,CVS/PHARMACY #09995 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95118
173,CVS/PHARMACY #10035 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94105
174,CVS/PHARMACY #10080 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94109
175,CVS/PHARMACY #10189 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94109
176,CVS/PHARMACY #2294 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95126
177,CVS/PHARMACY #3029 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95126
178,CVS/PHARMACY #3061 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95127
179,CVS/PHARMACY #3153 ,License Type: Pharmacy (Community),SANTA MARIA, SANTA BARBARA, 93454
180,CVS/PHARMACY #3908 ,License Type: Pharmacy (Community),TRACY, SAN JOAQUIN, 95376
181,CVS/PHARMACY #3935 ,License Type: Pharmacy (Community),PALO ALTO, SANTA CLARA, 94301
182,CVS/PHARMACY #3938 ,License Type: Pharmacy (Community),LOS GATOS, SANTA CLARA, 95032
183,CVS/PHARMACY #422 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95134
184,CVS/PHARMACY #4675 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94121
185,CVS/PHARMACY #5403 ,License Type: Pharmacy (Community),MANTECA, SAN JOAQUIN, 95336
186,CVS/PHARMACY #7657 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94104
187,CVS/PHARMACY #7774 ,License Type: Pharmacy (Community),MOUNTAIN VIEW, SANTA CLARA, 94041
188,CVS/PHARMACY #7955 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94109
189,CVS/PHARMACY #9147 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95207
190,CVS/PHARMACY #9156 ,License Type: Pharmacy (Community),GOLETA, SANTA BARBARA, 93117
191,CVS/PHARMACY #9161 ,License Type: Pharmacy (Community),MILPITAS, SANTA CLARA, 95035
192,CVS/PHARMACY #9172 ,License Type: Pharmacy (Community),SAN CARLOS, SAN MATEO, 94070
193,CVS/PHARMACY #9198 ,License Type: Pharmacy (Community),SUNNYVALE, SANTA CLARA, 94087
194,CVS/PHARMACY #9216 ,License Type: Pharmacy (Community),HALF MOON BAY, SAN MATEO, 94019
195,CVS/PHARMACY #9229 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95148
196,CVS/PHARMACY #9235 ,License Type: Pharmacy (Community),CARPINTERIA, SANTA BARBARA, 93013
197,CVS/PHARMACY #9243 ,License Type: Pharmacy (Community),LODI, SAN JOAQUIN, 95240
198,CVS/PHARMACY #9257 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95129
199,CVS/PHARMACY #9261 ,License Type: Pharmacy (Community),LODI, SAN JOAQUIN, 95240
200,CVS/PHARMACY #9262 ,License Type: Pharmacy (Community),SANTA CLARA, SANTA CLARA, 95050
201,CVS/PHARMACY #9329 ,License Type: Pharmacy (Community),REDWOOD CITY, SAN MATEO, 94063
202,CVS/PHARMACY #9330 ,License Type: Pharmacy (Community),MENLO PARK, SAN MATEO, 94025
203,CVS/PHARMACY #9333 ,License Type: Pharmacy (Community),SANTA BARBARA, SANTA BARBARA, 93108
204,CVS/PHARMACY #9335 ,License Type: Pharmacy (Community),SANTA BARBARA, SANTA BARBARA, 93105
205,CVS/PHARMACY #9337 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95120
206,CVS/PHARMACY #9342 ,License Type: Pharmacy (Community),MORGAN HILL, SANTA CLARA, 95037
207,CVS/PHARMACY #9345 ,License Type: Pharmacy (Community),SAN LUIS OBISPO, SAN LUIS OBISPO, 93401
208,CVS/PHARMACY #9346 ,License Type: Pharmacy (Community),MOUNTAIN VIEW, SANTA CLARA, 94040
209,CVS/PHARMACY #9752 ,License Type: Pharmacy (Community),DALY CITY, SAN MATEO, 94015
210,DAMERON'S LINACIA PHARMACY ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95203
211,DANIELS PHARMACY ,License Type: Pharmacy (Community),Accusation filed, SAN FRANCISCO, 94112
212,DAVITA RX LLC ,License Type: Pharmacy (Community),SAN BRUNO, SAN MATEO, 94066
213,DEUEL VOCATIONAL INSTITUTION ,License Type: Correctional Pharmacy,TRACY, SAN JOAQUIN, 95376
214,DIGNITY HEALTH HOME INFUSION SERVICES ,License Type: Pharmacy (Community),SANTA MARIA, SANTA BARBARA, 93454
215,DO RX PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95112
216,DOWNTOWN PHARMACY INC ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95112
217,DREW CENTER PHARMACY ,License Type: Pharmacy (Community),EAST PALO ALTO, SAN MATEO, 94303
218,DROGUERIA SAN JOSE INC D/B/A TROPICANA DRUGS LONG TERM CARE ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95122
219,EL CAMINO HOSPITAL CANCER CENTER ,License Type: Pharmacy (Community),MOUNTAIN VIEW, SANTA CLARA, 94040
220,EL CAMINO HOSPITAL OUTPATIENT PHARMACY ,License Type: Pharmacy (Community),MOUNTAIN VIEW, SANTA CLARA, 94040
221,EL DORADO DRUG STORE ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95205
222,EN SOLEIL PHARMACY INC ,License Type: Pharmacy (Community),ATASCADERO, SAN LUIS OBISPO, 93422
223,ENBORG LANE PHARMACY ,License Type: Pharmacy (Government Owned Community),SAN JOSE, SANTA CLARA, 95128
224,EVERGREEN PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95122
225,EVERGREEN PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95148
226,FAIR OAKS COMMUNITY PHARMACY ,License Type: Pharmacy (Community),REDWOOD CITY, SAN MATEO, 94063
227,FAIRMONT PHARMACY ,License Type: Pharmacy (Community),LODI, SAN JOAQUIN, 95240
228,FEDERAL DRUG COMPANY ,License Type: Pharmacy (Community),SANTA BARBARA, SANTA BARBARA, 93105
229,FEEL GOOD COMPOUNDERS ,License Type: Pharmacy (Community),PACIFICA, SAN MATEO, 94044
230,FORTY NINE DRUG CO ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95203
231,FRANKLIN PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94109
232,FRIENDLY #1 PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95111
233,FRIENDLY #2 PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95111
234,GARCIA PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95112
235,GARDNER SOUTH COUNTY HEALTH CENTER PHARMACY ,License Type: Pharmacy (Community),GILROY, SANTA CLARA, 95020
236,GARFIELD BEACH CVS DBA CVS PHARMACY #5131 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94116
237,GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY # 17709 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94132
238,GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY # 17710 ,License Type: Pharmacy (Community),EAST PALO ALTO, SAN MATEO, 94303
239,GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY #10330 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94118
240,GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY #10368 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94108
241,GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY #10492 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94108
242,GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY #10622 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94103
243,GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY #10913 ,License Type: Pharmacy (Community),SANTA BARBARA, SANTA BARBARA, 93103
244,GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY #11004 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94109
245,GARFIELD BEACH CVS LLC DBA CVS PHARMACY #17687 ,License Type: Pharmacy (Community),CUPERTINO, SANTA CLARA, 95014
