name,license_type,county,city,zip
"BRIOVARX INFUSION SERVICES 401, LLC ",License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95834
CA DEPT OF CORRECTIONS & REHAB - CENTRAL FILL PHY ,License Type: Correctional Pharmacy,SACRAMENTO, SACRAMENTO, 95828
CALIFORNIA INSTITUTE FOR WOMEN ,License Type: Correctional Pharmacy,CORONA, RIVERSIDE, 92880
CALIFORNIA PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95827
CALIFORNIA REHABILITATION CENTER PHARMACY ,License Type: Correctional Pharmacy,NORCO, RIVERSIDE, 92860
CALIFORNIA STATE PRISON   SACRAMENTO ,License Type: Correctional Pharmacy,REPRESA, SACRAMENTO, 95671
"CARDINAL HEALTH 414,LLC ",License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95815
CARE PHARMACY ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92879
CARE PLUS PHARMACY ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92504
CARE-MORE PHARMACY ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92879
CARE-PRO PHARMACY ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92882
CAREMORE PHARMACY ,License Type: Pharmacy (Community),EASTVALE, RIVERSIDE, 92880
CARMICHAEL VILLAGE PHARMACY ,License Type: Pharmacy (Community),CARMICHAEL, SACRAMENTO, 95608
CENTRAL BEST PHARMACY ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92506
CHAPA-DE INDIAN HEALTH PROGRAM INC ,License Type: Pharmacy (Community),AUBURN, PLACER, 95603
CHUCKAWALLA VALLEY STATE PRISON ,License Type: Correctional Pharmacy,BLYTHE, RIVERSIDE, 92225
COACHELLA VALLEY LTC ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92211
COACHELLA VALLEY PHARMACY ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92211
COLE'S VILLAGE PHARMACY ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92879
COMMUNITY A WALGREENS PHARMACY # 16554 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92506
COMMUNITY CARE PHARMACY ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92501
COMMUNITY PHARMACY ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92543
COMMUNITY PROFESSIONAL PHCY ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92501
"COMMUNITY, A WALGREENS PHARMACY_#13435 ",License Type: Pharmacy (Community),PALM SPRINGS, RIVERSIDE, 92264
CORAM CVS/SPECIALTY INFUSION SERVICES ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95826
CORNERSTONE PHARMACY SERVICES LLC DBA CORNERSTONE PHARMACY ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92211
CORONA SPECIALTY PHARMACY ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92879
CORONA VALLEY PHARMACY ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92881
COSTCO PHARMACY #1032/562 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92880
COSTCO PHARMACY #1274 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95757
COSTCO PHARMACY #1317 ,License Type: Pharmacy (Community),EASTVALE, RIVERSIDE, 91752
COSTCO PHARMACY #432 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92879
COSTCO PHARMACY #438 ,License Type: Pharmacy (Community),RANCHO CORDOVA, SACRAMENTO, 95742
COSTCO PHARMACY #455 ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92553
COSTCO PHARMACY #464 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95823
COSTCO PHARMACY #570 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92880
COSTCO PHARMACY #638 ,License Type: Pharmacy (Community),LA QUINTA, RIVERSIDE, 92253
COSTCO PHARMACY #746 ,License Type: Pharmacy (Community),LAKE ELSINORE, RIVERSIDE, 92532
COSTCO PHARMACY #771 ,License Type: Pharmacy (Community),CITRUS HEIGHTS, SACRAMENTO, 95621
COSTCO PHARMACY 29 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95678
COSTCO PHARMACY 441 ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92211
COSTCO PHARMACY 471 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95815
COSTCO PHARMACY NO 491 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92591
COSTCO PHARMACY NO 765 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
COUNTRY VILLAGE PHARMACY ,License Type: Pharmacy (Community),MIRA LOMA, RIVERSIDE, 91752
COUNTY OF SACRAMENTO PRIMARY CARE ,License Type: Pharmacy (Government Owned Community),Probation Terminated/Completed, SACRAMENTO, 95820
CRESCENT HEALTHCARE ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92507
CVS PHARMACY #1520 ,License Type: Pharmacy (Community),CATHEDRAL CITY, RIVERSIDE, 92234
CVS PHARMACY #182 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95624
CVS PHARMACY #5091 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95747
CVS PHARMACY #5225 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95821
CVS PHARMACY #7554 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92562
CVS PHARMACY #7786 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92562
CVS PHARMACY #8439 ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92551
CVS PHARMACY #8521 ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92543
CVS PHARMACY #8848 ,License Type: Pharmacy (Community),WINCHESTER, RIVERSIDE, 92596
CVS PHARMACY #8896 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92592
CVS PHARMACY #8943 ,License Type: Pharmacy (Community),SAN JACINTO, RIVERSIDE, 92582
CVS PHARMACY #9604 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92879
CVS PHARMACY #9606 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92591
CVS PHARMACY #9610 ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92557
CVS PHARMACY #9616 ,License Type: Pharmacy (Community),CATHEDRAL CITY, RIVERSIDE, 92234
CVS PHARMACY #9628 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92562
CVS PHARMACY #9646 ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92211
CVS PHARMACY #9648 ,License Type: Pharmacy (Community),INDIO, RIVERSIDE, 92201
CVS PHARMACY #9654 ,License Type: Pharmacy (Community),LAKE ELSINORE, RIVERSIDE, 92530
CVS PHARMACY #9718 ,License Type: Pharmacy (Community),NORCO, RIVERSIDE, 92860
CVS PHARMACY #9728 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92882
CVS PHARMACY #9779 ,License Type: Pharmacy (Community),INDIAN WELLS, RIVERSIDE, 92210
CVS PHARMACY #9799 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92506
CVS PHARMACY #9803 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92508
CVS PHARMACY #9804 ,License Type: Pharmacy (Community),PALM SPRINGS, RIVERSIDE, 92262
CVS PHARMACY #9817 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92591
CVS PHARMACY #9849 ,License Type: Pharmacy (Community),Probation Terminated/Completed, RIVERSIDE, 92504
CVS PHY #8897 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92501
CVS/PHARMACY # 16053 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92503
CVS/PHARMACY # 16080 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95661
CVS/PHARMACY # 16094 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92506
CVS/PHARMACY # 16104 ,License Type: Pharmacy (Community),CATHEDRAL CITY, RIVERSIDE, 92234
CVS/PHARMACY # 16106 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
CVS/PHARMACY # 16137 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92591
CVS/PHARMACY # 16221 ,License Type: Pharmacy (Community),NORCO, RIVERSIDE, 92860
CVS/PHARMACY # 16234 ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92545
CVS/PHARMACY # 16359 ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92260
CVS/PHARMACY # 16360 ,License Type: Pharmacy (Community),HOLLISTER, SAN BENITO, 95023
CVS/PHARMACY # 16413 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95758
CVS/PHARMACY # 16473 ,License Type: Pharmacy (Community),AUBURN, PLACER, 95603
CVS/PHARMACY # 16474 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
CVS/PHARMACY # 16489 ,License Type: Pharmacy (Community),CITRUS HEIGHTS, SACRAMENTO, 95610
CVS/PHARMACY # 16627 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92562
CVS/PHARMACY # 16833 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95678
CVS/PHARMACY # 16857 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95823
CVS/PHARMACY # 16876 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92881
CVS/PHARMACY # 16964 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92507
CVS/PHARMACY # 16987 ,License Type: Pharmacy (Community),LA QUINTA, RIVERSIDE, 92253
CVS/PHARMACY # 17077 ,License Type: Pharmacy (Community),EASTVALE, RIVERSIDE, 91752
CVS/PHARMACY # 17200 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95834
CVS/PHARMACY # 17274 ,License Type: Pharmacy (Community),LAKE ELSINORE, RIVERSIDE, 92530
CVS/PHARMACY # 17292 ,License Type: Pharmacy (Community),LINCOLN, PLACER, 95648
CVS/PHARMACY # 17377 ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92555
CVS/PHARMACY # 17516 ,License Type: Pharmacy (Community),RANCHO CORDOVA, SACRAMENTO, 95670
CVS/PHARMACY # 17522 ,License Type: Pharmacy (Community),MENIFEE, RIVERSIDE, 92584
CVS/PHARMACY # 17538 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95817
CVS/PHARMACY # 17545 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92562
CVS/PHARMACY # 17587 ,License Type: Pharmacy (Community),ROCKLIN, PLACER, 95677
CVS/PHARMACY # 5267 ,License Type: Pharmacy (Community),MENIFEE, RIVERSIDE, 92584
CVS/PHARMACY #09487 ,License Type: Pharmacy (Community),ORANGEVALE, SACRAMENTO, 95662
CVS/PHARMACY #09502 ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92544
CVS/PHARMACY #09526 ,License Type: Pharmacy (Community),GRANITE BAY, PLACER, 95746
CVS/PHARMACY #09546 ,License Type: Pharmacy (Community),ROCKLIN, PLACER, 95765
CVS/PHARMACY #09550 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92591
CVS/PHARMACY #09809 ,License Type: Pharmacy (Community),CARMICHAEL, SACRAMENTO, 95608
CVS/PHARMACY #09814 ,License Type: Pharmacy (Community),FAIR OAKS, SACRAMENTO, 95628
CVS/PHARMACY #09823 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95822
CVS/PHARMACY #09826 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95842
CVS/PHARMACY #09847 ,License Type: Pharmacy (Community),LAKE ELSINORE, RIVERSIDE, 92532
CVS/PHARMACY #09910 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92503
CVS/PHARMACY #09914 ,License Type: Pharmacy (Community),AUBURN, PLACER, 95603
CVS/PHARMACY #09918 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92592
CVS/PHARMACY #09920 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92591
CVS/PHARMACY #09923 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
CVS/PHARMACY #09958 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95747
CVS/PHARMACY #09972 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95831
CVS/PHARMACY #09980 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
CVS/PHARMACY #09992 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
CVS/PHARMACY #09993 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95661
CVS/PHARMACY #10005 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95823
CVS/PHARMACY #1825 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95758
CVS/PHARMACY #2050 ,License Type: Pharmacy (Community),INDIO, RIVERSIDE, 92203
CVS/PHARMACY #2124 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95624
CVS/PHARMACY #2290 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95833
CVS/PHARMACY #2661 ,License Type: Pharmacy (Community),ROCKLIN, PLACER, 95677
CVS/PHARMACY #3022 ,License Type: Pharmacy (Community),GALT, SACRAMENTO, 95632
CVS/PHARMACY #3033 ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92543
CVS/PHARMACY #3058 ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92555
CVS/PHARMACY #3066 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95829
CVS/PHARMACY #3341 ,License Type: Pharmacy (Community),LA QUINTA, RIVERSIDE, 92253
CVS/PHARMACY #3862 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95678
CVS/PHARMACY #3943 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95819
CVS/PHARMACY #3945 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95811
CVS/PHARMACY #3947 ,License Type: Pharmacy (Community),AUBURN, PLACER, 95602
CVS/PHARMACY #3950 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
CVS/PHARMACY #4151 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95835
CVS/PHARMACY #4704 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92507
CVS/PHARMACY #4774 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92506
CVS/PHARMACY #4950 ,License Type: Pharmacy (Community),RANCHO CORDOVA, SACRAMENTO, 95670
CVS/PHARMACY #5497 ,License Type: Pharmacy (Community),COACHELLA, RIVERSIDE, 92236
CVS/PHARMACY #5958 ,License Type: Pharmacy (Community),EASTVALE, RIVERSIDE, 92880
CVS/PHARMACY #8816 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92883
CVS/PHARMACY #9132 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95624
CVS/PHARMACY #9134 ,License Type: Pharmacy (Community),INDIO, RIVERSIDE, 92201
CVS/PHARMACY #9150 ,License Type: Pharmacy (Community),AUBURN, PLACER, 95603
CVS/PHARMACY #9157 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92562
CVS/PHARMACY #9183 ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92545
CVS/PHARMACY #9190 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92881
CVS/PHARMACY #9199 ,License Type: Pharmacy (Community),FAIR OAKS, SACRAMENTO, 95628
CVS/PHARMACY #9535 ,License Type: Pharmacy (Community),LINCOLN, PLACER, 95648
DATE PHARMACY ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92563
DAY STREET PHARMACY ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92557
DELTA DRUGS ,License Type: Pharmacy (Community),LAKE ELSINORE, RIVERSIDE, 92530
DESERT HOSPITAL OUTPATIENT PHARMACY ,License Type: Pharmacy (Community),PALM SPRINGS, RIVERSIDE, 92262
DESERT REGIONAL MED CTR COMP CANCER CTR ,License Type: Pharmacy (Community),PALM SPRINGS, RIVERSIDE, 92262
DESERT REGIONAL MEDICAL CENTER - COMPREHENSIVE CANCER CENTER ,License Type: Pharmacy (Community),LA QUINTA, RIVERSIDE, 92253
DESERTRX PHARMACY ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92260
DIAMOND RESPIRATORY CARE ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92507
DOKIMAKIS DRUG STORES INC. DBA KNOTT'S PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95819
"DOMINGUEZ, A WALGREENS PHARMACY ",License Type: Pharmacy (Community),PERRIS, RIVERSIDE, 92571
EISENHOWER MEDICAL CENTER - LUCY CURCI CANCER CENTER ,License Type: Pharmacy (Community),RANCHO MIRAGE, RIVERSIDE, 92270
ELEVATION FAMILY PHARMACY INC DBA COMPLETE CARE PHARMACY ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
ELK GROVE PHARMACY ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95758
EMPIRE PHARMACY INC ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92507
EVERGREEN RX PHARMACY ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92590
FAMILY DISCOUNT PHARMACY ,License Type: Pharmacy (Community),CARMICHAEL, SACRAMENTO, 95608
FIRESIDE PHARMACY ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92260
FOLSOM MEDICAL PHARMACY ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
FOLSOM PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95827
FOLSOM STATE PRISON ,License Type: Correctional Pharmacy,Probation Terminated/Completed, SACRAMENTO, 95671
FOLSOM WOMEN'S FACILITY ,License Type: Correctional Pharmacy,FOLSOM, SACRAMENTO, 95630
FOODMAXX PHARMACY #488 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95833
GALT PHARMACY ,License Type: Pharmacy (Community),GALT, SACRAMENTO, 95632
GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY #10434 ,License Type: Pharmacy (Community),MENIFEE, RIVERSIDE, 92584
GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY #10998 ,License Type: Pharmacy (Community),NORCO, RIVERSIDE, 92860
GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY #7136 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95820
GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY #9746 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92506
GE HEALTHCARE ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95815
GELSONS PHARMACY ,License Type: Pharmacy (Community),RANCHO MIRAGE, RIVERSIDE, 92270
GEN RX PHARMACY ,License Type: Pharmacy (Community),LAKE ELSINORE, RIVERSIDE, 92530
GOLDEN HEALTH PHARMACY ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92507
GREAT RX PHARMACY ,License Type: Pharmacy (Community),MENIFEE, RIVERSIDE, 92586
GREATER PLACER PHARMACY ,License Type: Pharmacy (Community),AUBURN, PLACER, 95603
HEART PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
HERITAGE PHARMACY ,License Type: Pharmacy (Community),PALM SPRINGS, RIVERSIDE, 92262
HIGHLAND FAIRE PHARMACY ,License Type: Pharmacy (Community),NORTH HIGHLANDS, SACRAMENTO, 95660
HOPE PHARMACY ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92592
HOSPICARE PHARMACY INLAND EMPIRE ,License Type: Pharmacy (Community),PERRIS, RIVERSIDE, 92571
HOT SPRINGS PHARMACY ,License Type: Pharmacy (Community),DESERT HOT SPRINGS, RIVERSIDE, 92240
ICARE PHARMACY 2 ,License Type: Pharmacy (Community),HOLLISTER, SAN BENITO, 95023
ICAREMORE PHARMACY INC ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92503
IDYLLWILD PHARMACY ,License Type: Pharmacy (Community),IDYLLWILD, RIVERSIDE, 92549
INDIO MEDICAL PHARMACY ,License Type: Pharmacy (Community),Probation, RIVERSIDE, 92201
INLAND BEHAVIORAL & HEALTH SERVICES INC ,License Type: Pharmacy (Community),BANNING, RIVERSIDE, 92220
INLAND PHARMACY ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92543
INLAND VALLEY PHARMACY ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92545
INNOVATIVE COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),Probation, SACRAMENTO, 95630
INNOVATIVE COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92562
IRONWOOD STATE PRISON PHARMACY ,License Type: Correctional Pharmacy,BLYTHE, RIVERSIDE, 92225
JC NEIGHBORHOOD PHARMACY ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92879
JURUPA VALLEY PHARMACY ,License Type: Pharmacy (Community),Accusation filed, RIVERSIDE, 92509
KAISER FOUNDATION HOSPITAL PHARMACY 501 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92505
KAISER HEALTH PLAN 1 NEW PHY 601 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95823
KAISER HEALTH PLAN 2 PHARMACY 592 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95678
KAISER HEALTH PLAN A & B PHY 711 ,License Type: Pharmacy (Community),RANCHO CORDOVA, SACRAMENTO, 95670
KAISER HEALTH PLAN MAIN PHY 591 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95678
KAISER HEALTH PLAN MAIN PHY 615 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
KAISER HOME INFUSION PHY 619 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
KAISER HSP MORSE 1ST FLOOR PHY 616 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
KAISER ONCOLOGY PHARMACY #520 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92505
KAISER ONCOLOGY PHARMACY #597 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95661
KAISER ONCOLOGY PHARMACY #868 ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92211
KAISER PERMANENTE PHARMACY #261 ,License Type: Pharmacy (Community),LINCOLN, PLACER, 95648
KAISER PERMANENTE PHARMACY #281 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
KAISER PERMANENTE PHARMACY #301 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95758
KAISER PERMANENTE PHARMACY #303 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95757
KAISER PERMANENTE PHARMACY #508 ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92553
