,name,license_type,county,city,zip
80,VICTORY TAMPA MEDICAL PHCY ,License Type: Pharmacy (Community),RESEDA, LOS ANGELES, 91335
81,VINA PHARMACY ,License Type: Pharmacy (Community),RESEDA, LOS ANGELES, 91335
82,VN PHARMACY INC ,License Type: Pharmacy (Community),ROSEMEAD, LOS ANGELES, 91770
83,VONS PHARMACY #1623 ,License Type: Pharmacy (Community),REDONDO BEACH, LOS ANGELES, 90278
84,W & P PHARMACY INC ,License Type: Pharmacy (Community),PICO RIVERA, LOS ANGELES, 90660
85,WAL MART PHARMACY 10 2288 ,License Type: Pharmacy (Community),POMONA, LOS ANGELES, 91766
86,WALGREENS #04382 ,License Type: Pharmacy (Community),POMONA, LOS ANGELES, 91767
87,WALGREENS #06496 ,License Type: Pharmacy (Community),REDONDO BEACH, LOS ANGELES, 90278
88,WALGREENS #06648 ,License Type: Pharmacy (Community),RESEDA, LOS ANGELES, 91335
89,WALGREENS #06904 ,License Type: Pharmacy (Community),REDONDO BEACH, LOS ANGELES, 90277
90,WALGREENS #07230 ,License Type: Pharmacy (Community),POMONA, LOS ANGELES, 91767
91,WALGREENS #07263 ,License Type: Pharmacy (Community),PICO RIVERA, LOS ANGELES, 90660
92,WALGREENS #09845 ,License Type: Pharmacy (Community),ROWLAND HEIGHTS, LOS ANGELES, 91748
93,WALMART PHARMACY #10-5154 ,License Type: Pharmacy (Community),ROSEMEAD, LOS ANGELES, 91770
94,WALMART PHARMACY 10-3132 ,License Type: Pharmacy (Community),POMONA, LOS ANGELES, 91767
95,WALMART PHARMACY NO 10 2526 ,License Type: Pharmacy (Community),PORTER RANCH, LOS ANGELES, 91326
96,WALMART PHARMACY NO 10-2886 ,License Type: Pharmacy (Community),PICO RIVERA, LOS ANGELES, 90660
97,WATSONS PHARMACY AND HOME HEALTH ,License Type: Pharmacy (Community),ROSEMEAD, LOS ANGELES, 91770
98,WESTERN UNIVERSITY PHARMACY ,License Type: Pharmacy (Community),POMONA, LOS ANGELES, 91766
