,name,license_type,county,city,zip
23,BEL AIR PHARMACY #510 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95833
24,BEL AIR PHARMACY #511 ,License Type: Pharmacy (Community),CARMICHAEL, SACRAMENTO, 95608
25,BEL AIR PHARMACY #512 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95747
26,BEL AIR PHARMACY #514 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95831
27,BEL AIR PHARMACY #516 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95758
28,BEL AIR PHARMACY #517 ,License Type: Pharmacy (Community),AUBURN, PLACER, 95603
29,BEL AIR PHARMACY #518 ,License Type: Pharmacy (Community),ROCKLIN, PLACER, 95765
30,BEL AIR PHARMACY #519 ,License Type: Pharmacy (Community),ANTELOPE, SACRAMENTO, 95843
31,BEL AIR PHARMACY #522 ,License Type: Pharmacy (Community),GOLD RIVER, SACRAMENTO, 95670
32,BEL AIR PHARMACY #523 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95624
33,BEL AIR PHARMACY #524 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
34,BEL AIR PHARMACY #525 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95624
35,BEL AIR PHARMACY #528 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95834
36,BLUE OAKS LTC PHARMACY ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95678
37,BLYTHE MART PHARMACY ,License Type: Pharmacy (Community),BLYTHE, RIVERSIDE, 92225
38,BORREGO PHARMACY ,License Type: Pharmacy (Community),CATHEDRAL CITY, RIVERSIDE, 92234
39,"BRIOVARX INFUSION SERVICES 401, LLC ",License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95834
40,CA DEPT OF CORRECTIONS & REHAB - CENTRAL FILL PHY ,License Type: Correctional Pharmacy,SACRAMENTO, SACRAMENTO, 95828
41,CALIFORNIA INSTITUTE FOR WOMEN ,License Type: Correctional Pharmacy,CORONA, RIVERSIDE, 92880
42,CALIFORNIA PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95827
43,CALIFORNIA REHABILITATION CENTER PHARMACY ,License Type: Correctional Pharmacy,NORCO, RIVERSIDE, 92860
44,CALIFORNIA STATE PRISON   SACRAMENTO ,License Type: Correctional Pharmacy,REPRESA, SACRAMENTO, 95671
45,"CARDINAL HEALTH 414,LLC ",License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95815
46,CARE PHARMACY ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92879
47,CARE PLUS PHARMACY ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92504
48,CARE-MORE PHARMACY ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92879
49,CARE-PRO PHARMACY ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92882
50,CAREMORE PHARMACY ,License Type: Pharmacy (Community),EASTVALE, RIVERSIDE, 92880
51,CARMICHAEL VILLAGE PHARMACY ,License Type: Pharmacy (Community),CARMICHAEL, SACRAMENTO, 95608
52,CENTRAL BEST PHARMACY ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92506
53,CHAPA-DE INDIAN HEALTH PROGRAM INC ,License Type: Pharmacy (Community),AUBURN, PLACER, 95603
54,CHUCKAWALLA VALLEY STATE PRISON ,License Type: Correctional Pharmacy,BLYTHE, RIVERSIDE, 92225
55,COACHELLA VALLEY LTC ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92211
56,COACHELLA VALLEY PHARMACY ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92211
57,COLE'S VILLAGE PHARMACY ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92879
58,COMMUNITY A WALGREENS PHARMACY # 16554 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92506
59,COMMUNITY CARE PHARMACY ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92501
60,COMMUNITY PHARMACY ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92543
61,COMMUNITY PROFESSIONAL PHCY ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92501
62,"COMMUNITY, A WALGREENS PHARMACY_#13435 ",License Type: Pharmacy (Community),PALM SPRINGS, RIVERSIDE, 92264
63,CORAM CVS/SPECIALTY INFUSION SERVICES ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95826
64,CORNERSTONE PHARMACY SERVICES LLC DBA CORNERSTONE PHARMACY ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92211
65,CORONA SPECIALTY PHARMACY ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92879
66,CORONA VALLEY PHARMACY ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92881
67,COSTCO PHARMACY #1032/562 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92880
68,COSTCO PHARMACY #1274 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95757
69,COSTCO PHARMACY #1317 ,License Type: Pharmacy (Community),EASTVALE, RIVERSIDE, 91752
70,COSTCO PHARMACY #432 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92879
71,COSTCO PHARMACY #438 ,License Type: Pharmacy (Community),RANCHO CORDOVA, SACRAMENTO, 95742
72,COSTCO PHARMACY #455 ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92553
73,COSTCO PHARMACY #464 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95823
74,COSTCO PHARMACY #570 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92880
75,COSTCO PHARMACY #638 ,License Type: Pharmacy (Community),LA QUINTA, RIVERSIDE, 92253
76,COSTCO PHARMACY #746 ,License Type: Pharmacy (Community),LAKE ELSINORE, RIVERSIDE, 92532
77,COSTCO PHARMACY #771 ,License Type: Pharmacy (Community),CITRUS HEIGHTS, SACRAMENTO, 95621
78,COSTCO PHARMACY 29 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95678
79,COSTCO PHARMACY 441 ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92211
80,COSTCO PHARMACY 471 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95815
81,COSTCO PHARMACY NO 491 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92591
82,COSTCO PHARMACY NO 765 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
83,COUNTRY VILLAGE PHARMACY ,License Type: Pharmacy (Community),MIRA LOMA, RIVERSIDE, 91752
84,COUNTY OF SACRAMENTO PRIMARY CARE ,License Type: Pharmacy (Government Owned Community),Probation Terminated/Completed, SACRAMENTO, 95820
85,CRESCENT HEALTHCARE ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92507
86,CVS PHARMACY #1520 ,License Type: Pharmacy (Community),CATHEDRAL CITY, RIVERSIDE, 92234
87,CVS PHARMACY #182 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95624
88,CVS PHARMACY #5091 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95747
89,CVS PHARMACY #5225 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95821
90,CVS PHARMACY #7554 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92562
91,CVS PHARMACY #7786 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92562
92,CVS PHARMACY #8439 ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92551
93,CVS PHARMACY #8521 ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92543
94,CVS PHARMACY #8848 ,License Type: Pharmacy (Community),WINCHESTER, RIVERSIDE, 92596
95,CVS PHARMACY #8896 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92592
96,CVS PHARMACY #8943 ,License Type: Pharmacy (Community),SAN JACINTO, RIVERSIDE, 92582
97,CVS PHARMACY #9604 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92879
98,CVS PHARMACY #9606 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92591
99,CVS PHARMACY #9610 ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92557
100,CVS PHARMACY #9616 ,License Type: Pharmacy (Community),CATHEDRAL CITY, RIVERSIDE, 92234
101,CVS PHARMACY #9628 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92562
102,CVS PHARMACY #9646 ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92211
103,CVS PHARMACY #9648 ,License Type: Pharmacy (Community),INDIO, RIVERSIDE, 92201
104,CVS PHARMACY #9654 ,License Type: Pharmacy (Community),LAKE ELSINORE, RIVERSIDE, 92530
105,CVS PHARMACY #9718 ,License Type: Pharmacy (Community),NORCO, RIVERSIDE, 92860
106,CVS PHARMACY #9728 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92882
107,CVS PHARMACY #9779 ,License Type: Pharmacy (Community),INDIAN WELLS, RIVERSIDE, 92210
108,CVS PHARMACY #9799 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92506
109,CVS PHARMACY #9803 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92508
110,CVS PHARMACY #9804 ,License Type: Pharmacy (Community),PALM SPRINGS, RIVERSIDE, 92262
111,CVS PHARMACY #9817 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92591
112,CVS PHARMACY #9849 ,License Type: Pharmacy (Community),Probation Terminated/Completed, RIVERSIDE, 92504
113,CVS PHY #8897 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92501
114,CVS/PHARMACY # 16053 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92503
115,CVS/PHARMACY # 16080 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95661
116,CVS/PHARMACY # 16094 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92506
117,CVS/PHARMACY # 16104 ,License Type: Pharmacy (Community),CATHEDRAL CITY, RIVERSIDE, 92234
118,CVS/PHARMACY # 16106 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
119,CVS/PHARMACY # 16137 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92591
120,CVS/PHARMACY # 16221 ,License Type: Pharmacy (Community),NORCO, RIVERSIDE, 92860
121,CVS/PHARMACY # 16234 ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92545
122,CVS/PHARMACY # 16359 ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92260
123,CVS/PHARMACY # 16360 ,License Type: Pharmacy (Community),HOLLISTER, SAN BENITO, 95023
124,CVS/PHARMACY # 16413 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95758
125,CVS/PHARMACY # 16473 ,License Type: Pharmacy (Community),AUBURN, PLACER, 95603
126,CVS/PHARMACY # 16474 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
127,CVS/PHARMACY # 16489 ,License Type: Pharmacy (Community),CITRUS HEIGHTS, SACRAMENTO, 95610
128,CVS/PHARMACY # 16627 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92562
129,CVS/PHARMACY # 16833 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95678
130,CVS/PHARMACY # 16857 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95823
131,CVS/PHARMACY # 16876 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92881
132,CVS/PHARMACY # 16964 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92507
133,CVS/PHARMACY # 16987 ,License Type: Pharmacy (Community),LA QUINTA, RIVERSIDE, 92253
134,CVS/PHARMACY # 17077 ,License Type: Pharmacy (Community),EASTVALE, RIVERSIDE, 91752
135,CVS/PHARMACY # 17200 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95834
136,CVS/PHARMACY # 17274 ,License Type: Pharmacy (Community),LAKE ELSINORE, RIVERSIDE, 92530
137,CVS/PHARMACY # 17292 ,License Type: Pharmacy (Community),LINCOLN, PLACER, 95648
138,CVS/PHARMACY # 17377 ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92555
139,CVS/PHARMACY # 17516 ,License Type: Pharmacy (Community),RANCHO CORDOVA, SACRAMENTO, 95670
140,CVS/PHARMACY # 17522 ,License Type: Pharmacy (Community),MENIFEE, RIVERSIDE, 92584
141,CVS/PHARMACY # 17538 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95817
142,CVS/PHARMACY # 17545 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92562
143,CVS/PHARMACY # 17587 ,License Type: Pharmacy (Community),ROCKLIN, PLACER, 95677
144,CVS/PHARMACY # 5267 ,License Type: Pharmacy (Community),MENIFEE, RIVERSIDE, 92584
145,CVS/PHARMACY #09487 ,License Type: Pharmacy (Community),ORANGEVALE, SACRAMENTO, 95662
146,CVS/PHARMACY #09502 ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92544
147,CVS/PHARMACY #09526 ,License Type: Pharmacy (Community),GRANITE BAY, PLACER, 95746
148,CVS/PHARMACY #09546 ,License Type: Pharmacy (Community),ROCKLIN, PLACER, 95765
149,CVS/PHARMACY #09550 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92591
150,CVS/PHARMACY #09809 ,License Type: Pharmacy (Community),CARMICHAEL, SACRAMENTO, 95608
151,CVS/PHARMACY #09814 ,License Type: Pharmacy (Community),FAIR OAKS, SACRAMENTO, 95628
152,CVS/PHARMACY #09823 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95822
153,CVS/PHARMACY #09826 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95842
154,CVS/PHARMACY #09847 ,License Type: Pharmacy (Community),LAKE ELSINORE, RIVERSIDE, 92532
155,CVS/PHARMACY #09910 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92503
156,CVS/PHARMACY #09914 ,License Type: Pharmacy (Community),AUBURN, PLACER, 95603
157,CVS/PHARMACY #09918 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92592
158,CVS/PHARMACY #09920 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92591
159,CVS/PHARMACY #09923 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
160,CVS/PHARMACY #09958 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95747
161,CVS/PHARMACY #09972 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95831
162,CVS/PHARMACY #09980 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
163,CVS/PHARMACY #09992 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
164,CVS/PHARMACY #09993 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95661
165,CVS/PHARMACY #10005 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95823
166,CVS/PHARMACY #1825 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95758
167,CVS/PHARMACY #2050 ,License Type: Pharmacy (Community),INDIO, RIVERSIDE, 92203
168,CVS/PHARMACY #2124 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95624
169,CVS/PHARMACY #2290 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95833
170,CVS/PHARMACY #2661 ,License Type: Pharmacy (Community),ROCKLIN, PLACER, 95677
171,CVS/PHARMACY #3022 ,License Type: Pharmacy (Community),GALT, SACRAMENTO, 95632
172,CVS/PHARMACY #3033 ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92543
173,CVS/PHARMACY #3058 ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92555
174,CVS/PHARMACY #3066 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95829
175,CVS/PHARMACY #3341 ,License Type: Pharmacy (Community),LA QUINTA, RIVERSIDE, 92253
176,CVS/PHARMACY #3862 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95678
177,CVS/PHARMACY #3943 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95819
178,CVS/PHARMACY #3945 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95811
179,CVS/PHARMACY #3947 ,License Type: Pharmacy (Community),AUBURN, PLACER, 95602
180,CVS/PHARMACY #3950 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
181,CVS/PHARMACY #4151 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95835
182,CVS/PHARMACY #4704 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92507
183,CVS/PHARMACY #4774 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92506
184,CVS/PHARMACY #4950 ,License Type: Pharmacy (Community),RANCHO CORDOVA, SACRAMENTO, 95670
185,CVS/PHARMACY #5497 ,License Type: Pharmacy (Community),COACHELLA, RIVERSIDE, 92236
186,CVS/PHARMACY #5958 ,License Type: Pharmacy (Community),EASTVALE, RIVERSIDE, 92880
187,CVS/PHARMACY #8816 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92883
188,CVS/PHARMACY #9132 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95624
189,CVS/PHARMACY #9134 ,License Type: Pharmacy (Community),INDIO, RIVERSIDE, 92201
190,CVS/PHARMACY #9150 ,License Type: Pharmacy (Community),AUBURN, PLACER, 95603
191,CVS/PHARMACY #9157 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92562
192,CVS/PHARMACY #9183 ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92545
193,CVS/PHARMACY #9190 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92881
194,CVS/PHARMACY #9199 ,License Type: Pharmacy (Community),FAIR OAKS, SACRAMENTO, 95628
195,CVS/PHARMACY #9535 ,License Type: Pharmacy (Community),LINCOLN, PLACER, 95648
196,DATE PHARMACY ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92563
197,DAY STREET PHARMACY ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92557
198,DELTA DRUGS ,License Type: Pharmacy (Community),LAKE ELSINORE, RIVERSIDE, 92530
199,DESERT HOSPITAL OUTPATIENT PHARMACY ,License Type: Pharmacy (Community),PALM SPRINGS, RIVERSIDE, 92262
200,DESERT REGIONAL MED CTR COMP CANCER CTR ,License Type: Pharmacy (Community),PALM SPRINGS, RIVERSIDE, 92262
201,DESERT REGIONAL MEDICAL CENTER - COMPREHENSIVE CANCER CENTER ,License Type: Pharmacy (Community),LA QUINTA, RIVERSIDE, 92253
202,DESERTRX PHARMACY ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92260
203,DIAMOND RESPIRATORY CARE ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92507
204,DOKIMAKIS DRUG STORES INC. DBA KNOTT'S PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95819
205,"DOMINGUEZ, A WALGREENS PHARMACY ",License Type: Pharmacy (Community),PERRIS, RIVERSIDE, 92571
206,EISENHOWER MEDICAL CENTER - LUCY CURCI CANCER CENTER ,License Type: Pharmacy (Community),RANCHO MIRAGE, RIVERSIDE, 92270
207,ELEVATION FAMILY PHARMACY INC DBA COMPLETE CARE PHARMACY ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
208,ELK GROVE PHARMACY ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95758
209,EMPIRE PHARMACY INC ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92507
210,EVERGREEN RX PHARMACY ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92590
211,FAMILY DISCOUNT PHARMACY ,License Type: Pharmacy (Community),CARMICHAEL, SACRAMENTO, 95608
212,FIRESIDE PHARMACY ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92260
213,FOLSOM MEDICAL PHARMACY ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
214,FOLSOM PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95827
215,FOLSOM STATE PRISON ,License Type: Correctional Pharmacy,Probation Terminated/Completed, SACRAMENTO, 95671
216,FOLSOM WOMEN'S FACILITY ,License Type: Correctional Pharmacy,FOLSOM, SACRAMENTO, 95630
217,FOODMAXX PHARMACY #488 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95833
218,GALT PHARMACY ,License Type: Pharmacy (Community),GALT, SACRAMENTO, 95632
219,GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY #10434 ,License Type: Pharmacy (Community),MENIFEE, RIVERSIDE, 92584
220,GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY #10998 ,License Type: Pharmacy (Community),NORCO, RIVERSIDE, 92860
221,GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY #7136 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95820
222,GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY #9746 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92506
223,GE HEALTHCARE ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95815
224,GELSONS PHARMACY ,License Type: Pharmacy (Community),RANCHO MIRAGE, RIVERSIDE, 92270
225,GEN RX PHARMACY ,License Type: Pharmacy (Community),LAKE ELSINORE, RIVERSIDE, 92530
226,GOLDEN HEALTH PHARMACY ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92507
227,GREAT RX PHARMACY ,License Type: Pharmacy (Community),MENIFEE, RIVERSIDE, 92586
228,GREATER PLACER PHARMACY ,License Type: Pharmacy (Community),AUBURN, PLACER, 95603
229,HEART PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
230,HERITAGE PHARMACY ,License Type: Pharmacy (Community),PALM SPRINGS, RIVERSIDE, 92262
231,HIGHLAND FAIRE PHARMACY ,License Type: Pharmacy (Community),NORTH HIGHLANDS, SACRAMENTO, 95660
232,HOPE PHARMACY ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92592
233,HOSPICARE PHARMACY INLAND EMPIRE ,License Type: Pharmacy (Community),PERRIS, RIVERSIDE, 92571
234,HOT SPRINGS PHARMACY ,License Type: Pharmacy (Community),DESERT HOT SPRINGS, RIVERSIDE, 92240
235,ICARE PHARMACY 2 ,License Type: Pharmacy (Community),HOLLISTER, SAN BENITO, 95023
236,ICAREMORE PHARMACY INC ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92503
237,IDYLLWILD PHARMACY ,License Type: Pharmacy (Community),IDYLLWILD, RIVERSIDE, 92549
238,INDIO MEDICAL PHARMACY ,License Type: Pharmacy (Community),Probation, RIVERSIDE, 92201
239,INLAND BEHAVIORAL & HEALTH SERVICES INC ,License Type: Pharmacy (Community),BANNING, RIVERSIDE, 92220
240,INLAND PHARMACY ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92543
241,INLAND VALLEY PHARMACY ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92545
242,INNOVATIVE COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),Probation, SACRAMENTO, 95630
243,INNOVATIVE COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92562
244,IRONWOOD STATE PRISON PHARMACY ,License Type: Correctional Pharmacy,BLYTHE, RIVERSIDE, 92225
245,JC NEIGHBORHOOD PHARMACY ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92879
246,JURUPA VALLEY PHARMACY ,License Type: Pharmacy (Community),Accusation filed, RIVERSIDE, 92509
247,KAISER FOUNDATION HOSPITAL PHARMACY 501 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92505
248,KAISER HEALTH PLAN 1 NEW PHY 601 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95823
249,KAISER HEALTH PLAN 2 PHARMACY 592 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95678
250,KAISER HEALTH PLAN A & B PHY 711 ,License Type: Pharmacy (Community),RANCHO CORDOVA, SACRAMENTO, 95670
251,KAISER HEALTH PLAN MAIN PHY 591 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95678
252,KAISER HEALTH PLAN MAIN PHY 615 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
253,KAISER HOME INFUSION PHY 619 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
