,name,license_type,city,county,zip
63,I CARE PHARMACY ,License Type: Pharmacy (Community),BELLFLOWER, LOS ANGELES, 90706
64,JJ TRINITY COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),CANYON COUNTRY, LOS ANGELES, 91351
65,KABAFUSION ,License Type: Pharmacy (Community),CERRITOS, LOS ANGELES, 90703
66,KAISER FOUNDATION HOSPITAL PHARMACY ,License Type: Pharmacy (Community),BELLFLOWER, LOS ANGELES, 90706
67,KAISER ONCOLOGY PHRMCY #081 ,License Type: Pharmacy (Community),BELLFLOWER, LOS ANGELES, 90706
68,KAISER PERMANENTE PHARMACY #082 ,License Type: Pharmacy (Community),CERRITOS, LOS ANGELES, 90703
69,KAREN PHARMACY ,License Type: Pharmacy (Community),BURBANK, LOS ANGELES, 91506
70,KD PHARMACY ,License Type: Pharmacy (Community),BURBANK, LOS ANGELES, 91505
71,KINDRED CARE PHARMACY ,License Type: Pharmacy (Community),CALABASAS, LOS ANGELES, 91302
72,LANDMARK SPECIALTY PHARMACY ,License Type: Pharmacy (Community),BURBANK, LOS ANGELES, 91506
73,MAGNOLIA PHARMACY ,License Type: Pharmacy (Community),BURBANK, LOS ANGELES, 91506
74,MAGNOLIA PHARMACY INC ,License Type: Pharmacy (Community),BURBANK, LOS ANGELES, 91506
75,MEDIC PHARMACY ,License Type: Pharmacy (Community),BELLFLOWER, LOS ANGELES, 90706
76,MEDICINE MAN PHARMACY ,License Type: Pharmacy (Community),CERRITOS, LOS ANGELES, 90703
77,MEDSHOP PHARMACY INC ,License Type: Pharmacy (Community),CERRITOS, LOS ANGELES, 90703
78,MEDTOWN RX INC ,License Type: Pharmacy (Community),BURBANK, LOS ANGELES, 91505
79,MEIJER SPECIALTY PHARMACY ,License Type: Pharmacy (Community),BURBANK, LOS ANGELES, 91504
80,MICKEY FINE PHARMACY ,License Type: Pharmacy (Community),BEVERLY HILLS, LOS ANGELES, 90210
81,MILART PRESCRIPTION PHARMACY ,License Type: Pharmacy (Community),BEVERLY HILLS, LOS ANGELES, 90212
82,NCCF PHARMACY - NORTH COUNTY CORRECTIONAL FACILITY ,License Type: Correctional Pharmacy,CASTAIC, LOS ANGELES, 91384
83,NOBLE PHARMACY INC ,License Type: Pharmacy (Community),BURBANK, LOS ANGELES, 91502
84,OAK HILLS MEDICAL PHARMACY ,License Type: Pharmacy (Community),CANOGA PARK, LOS ANGELES, 91307
85,OLYMPIC BOULEVARD PHARMACY ,License Type: Pharmacy (Community),BEVERLY HILLS, LOS ANGELES, 90211
86,OMNICARE OF CERRITOS ,License Type: Pharmacy (Community),CERRITOS, LOS ANGELES, 90703
87,OMNICARE OF SOUTHERN CALIFORNIA ,License Type: Pharmacy (Community),CANOGA PARK, LOS ANGELES, 91304
88,OSO HOME CARE PHARMACY ,License Type: Pharmacy (Community),BURBANK, LOS ANGELES, 91506
89,PAVILIONS PHARMACY #2214 ,License Type: Pharmacy (Community),BURBANK, LOS ANGELES, 91506
90,PHARMACA INTEGRATIVE PHARMACY INC ,License Type: Pharmacy (Community),BEVERLY HILLS, LOS ANGELES, 90212
91,PHARMACY 90210 ,License Type: Pharmacy (Community),BEVERLY HILLS, LOS ANGELES, 90212
92,PHARMARX PHARMACEUTICAL INC ,License Type: Pharmacy (Community),CANOGA PARK, LOS ANGELES, 91304
93,PLANET PHARMACY INC ,License Type: Pharmacy (Community),BEVERLY HILLS, LOS ANGELES, 90211
94,PROVIDENCE SAINT JOSEPH MEDICAL CENTER RETAIL PHARMACY ,License Type: Pharmacy (Community),BURBANK, LOS ANGELES, 91505
95,QUALITY HOME INFUSION ,License Type: Pharmacy (Community),BURBANK, LOS ANGELES, 91502
96,RALPHS PHARMACY 70300083 ,License Type: Pharmacy (Community),CERRITOS, LOS ANGELES, 90703
97,RALPHS PHARMACY 70300084 ,License Type: Pharmacy (Community),CASTAIC, LOS ANGELES, 91384
98,RALPHS PHARMACY 70300712 ,License Type: Pharmacy (Community),BURBANK, LOS ANGELES, 91504
99,RALPHS PHARMACY 70300721 ,License Type: Pharmacy (Community),CANOGA PARK, LOS ANGELES, 91303
100,RITE AID 5459 ,License Type: Pharmacy (Community),BELL GARDENS, LOS ANGELES, 90201
101,RITE AID 5461 ,License Type: Pharmacy (Community),BEVERLY HILLS, LOS ANGELES, 90210
102,RITE AID 5462 ,License Type: Pharmacy (Community),BEVERLY HILLS, LOS ANGELES, 90210
103,RITE AID 5508 ,License Type: Pharmacy (Community),BELLFLOWER, LOS ANGELES, 90706
104,RITE AID 5542 ,License Type: Pharmacy (Community),CANOGA PARK, LOS ANGELES, 91306
105,RITE AID 5556 ,License Type: Pharmacy (Community),CANYON COUNTRY, LOS ANGELES, 91387
106,RITE AID NO 5541 ,License Type: Pharmacy (Community),CANOGA PARK, LOS ANGELES, 91304
107,RITE AID NO 5571 ,License Type: Pharmacy (Community),BURBANK, LOS ANGELES, 91505
108,RITE AID NO 6327 ,License Type: Pharmacy (Community),CALABASAS, LOS ANGELES, 91302
109,ROBERTSON CENTER PHARMACY ,License Type: Pharmacy (Community),BEVERLY HILLS, LOS ANGELES, 90211
110,RX UNLIMITED ,License Type: Pharmacy (Community),BEVERLY HILLS, LOS ANGELES, 90211
111,SAV-ON PHARMACY #1335 ,License Type: Pharmacy (Community),CALABASAS, LOS ANGELES, 91302
112,SAV-ON PHARMACY #2935 ,License Type: Pharmacy (Community),CARSON, LOS ANGELES, 90745
113,SAV-ON PHARMACY #3859 ,License Type: Pharmacy (Community),CARSON, LOS ANGELES, 90745
114,SCOTT DRUGS ,License Type: Pharmacy (Community),BURBANK, LOS ANGELES, 91504
115,ST LUKE PHARMACY #4 ,License Type: Pharmacy (Community),BELLFLOWER, LOS ANGELES, 90706
116,STATE UNIVERSITY DOMINGUEZ HILLS ,License Type: Pharmacy (Government Owned Community),CARSON, LOS ANGELES, 90747
117,SUPER CARE DRUGS - BEVERLY HILLS ,License Type: Pharmacy (Community),BEVERLY HILLS, LOS ANGELES, 90210
118,TCC PMQ PHARMACY 1 ,License Type: Pharmacy (Community),BELLFLOWER, LOS ANGELES, 90706
119,THE COMPOUNDING PHY OF BEVERLY HILLS ,License Type: Pharmacy (Community),BEVERLY HILLS, LOS ANGELES, 90212
120,THE DIENNET PHARMACY ,License Type: Pharmacy (Community),Probation, LOS ANGELES, 90212
121,THE ORGANIC PHARMACY LLC ,License Type: Pharmacy (Community),BEVERLY HILLS, LOS ANGELES, 90210
122,THE PRESCRIPTION CENTER ,License Type: Pharmacy (Community),Probation, LOS ANGELES, 90212
123,TOP-CARE PHARMACY ,License Type: Pharmacy (Community),BELLFLOWER, LOS ANGELES, 90706
124,TOWER PHARMACY ,License Type: Pharmacy (Community),BURBANK, LOS ANGELES, 91502
125,TRIAD COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),Probation, LOS ANGELES, 90703
126,TRUE CARE FAMILY PHARMACY ,License Type: Pharmacy (Community),CANOGA PARK, LOS ANGELES, 91303
127,UMC PHARMACY #2 ,License Type: Pharmacy (Community),BURBANK, LOS ANGELES, 91505
128,VALLEY TO VALLEY PHARMACY INC ,License Type: Pharmacy (Community),BURBANK, LOS ANGELES, 91506
129,VM PHARMACY ,License Type: Pharmacy (Community),CERRITOS, LOS ANGELES, 90703
130,WAL-MART PHARMACY 10-2082 ,License Type: Pharmacy (Community),CERRITOS, LOS ANGELES, 90703
131,WALGREENS #04474 ,License Type: Pharmacy (Community),BURBANK, LOS ANGELES, 91505
132,WALGREENS #05743 ,License Type: Pharmacy (Community),CANOGA PARK, LOS ANGELES, 91303
133,WALGREENS #05848 ,License Type: Pharmacy (Community),CANOGA PARK, LOS ANGELES, 91306
134,WALGREENS #06250 ,License Type: Pharmacy (Community),BURBANK, LOS ANGELES, 91502
135,WALGREENS #06680 ,License Type: Pharmacy (Community),BELLFLOWER, LOS ANGELES, 90706
136,WALGREENS #07403 ,License Type: Pharmacy (Community),BELLFLOWER, LOS ANGELES, 90706
137,WALGREENS #07529 ,License Type: Pharmacy (Community),CASTAIC, LOS ANGELES, 91384
138,WALMART PHARMACY 10-5602 ,License Type: Pharmacy (Community),CARSON, LOS ANGELES, 90746
139,WALMART PHARMACY 10-5686 ,License Type: Pharmacy (Community),BURBANK, LOS ANGELES, 91502
140,WILSHIRE LE DOUX MEDICAL PHARMACY ,License Type: Pharmacy (Community),BEVERLY HILLS, LOS ANGELES, 90211
141,WILSHIRE MEDICAL PHARMACY ,License Type: Pharmacy (Community),BEVERLY HILLS, LOS ANGELES, 90211
142,YASMIN'S PHARMACY ,License Type: Pharmacy (Community),BEVERLY HILLS, LOS ANGELES, 90211
