,name,license_type,city,county,zip
28,CVS PHARMACY #9594 ,License Type: Pharmacy (Community),COMPTON, LOS ANGELES, 90220
29,CVS PHARMACY #9609 ,License Type: Pharmacy (Community),EL MONTE, LOS ANGELES, 91733
30,CVS PHARMACY #9639 ,License Type: Pharmacy (Community),EL MONTE, LOS ANGELES, 91732
31,CVS PHARMACY #9641 ,License Type: Pharmacy (Community),COVINA, LOS ANGELES, 91722
32,CVS PHARMACY #9667 ,License Type: Pharmacy (Community),DIAMOND BAR, LOS ANGELES, 91765
33,CVS PHARMACY #9788 ,License Type: Pharmacy (Community),DUARTE, LOS ANGELES, 91010
34,CVS PHARMACY NO 3986 ,License Type: Pharmacy (Community),DOWNEY, LOS ANGELES, 90241
35,CVS/PHARMACY # 16048 ,License Type: Pharmacy (Community),CULVER CITY, LOS ANGELES, 90230
36,CVS/PHARMACY # 16058 ,License Type: Pharmacy (Community),CITY OF INDUSTRY, LOS ANGELES, 91748
37,CVS/PHARMACY # 16100 ,License Type: Pharmacy (Community),DUARTE, LOS ANGELES, 91010
38,CVS/PHARMACY # 17259 ,License Type: Pharmacy (Community),DIAMOND BAR, LOS ANGELES, 91765
39,CVS/PHARMACY # 17349 ,License Type: Pharmacy (Community),COMPTON, LOS ANGELES, 90220
40,CVS/PHARMACY # 17595 ,License Type: Pharmacy (Community),CULVER CITY, LOS ANGELES, 90230
41,CVS/PHARMACY #3553 ,License Type: Pharmacy (Community),CITY OF INDUSTRY, LOS ANGELES, 91789
42,CVS/PHARMACY #9146 ,License Type: Pharmacy (Community),COVINA, LOS ANGELES, 91723
43,DOWNEY PLAZA PHARMACY ,License Type: Pharmacy (Community),DOWNEY, LOS ANGELES, 90241
44,ECOTERRA HOLISTIC PHARMACY ,License Type: Pharmacy (Community),CLAREMONT, LOS ANGELES, 91711
45,EL MONTE COMMUNITY PHARMACY ,License Type: Pharmacy (Community),EL MONTE, LOS ANGELES, 91731
46,EL MONTE COMP HEALTH CTR PHARMACY ,License Type: Pharmacy (Government Owned Community),EL MONTE, LOS ANGELES, 91731
47,EL MONTE PHARMACY ,License Type: Pharmacy (Community),Accusation filed, LOS ANGELES, 91732
48,EO PHARMACY ,License Type: Pharmacy (Community),Accusation filed, LOS ANGELES, 91722
49,GLESENER PHARMACY ,License Type: Pharmacy (Community),COVINA, LOS ANGELES, 91723
50,GRACE PHARMACY ,License Type: Pharmacy (Community),DIAMOND BAR, LOS ANGELES, 91789
51,HENDRICKS PHARMACY ,License Type: Pharmacy (Community),CLAREMONT, LOS ANGELES, 91711
52,HONEYBEE HEALTH ,License Type: Pharmacy (Community),CULVER CITY, LOS ANGELES, 90232
53,INTRA DRUGS ARTESIA ,License Type: Pharmacy (Community),COMPTON, LOS ANGELES, 90221
54,IV LEAGUE ,License Type: Pharmacy (Community),CULVER CITY, LOS ANGELES, 90230
55,JJ'S PHARMACY ,License Type: Pharmacy (Community),DIAMOND BAR, LOS ANGELES, 91765
56,KAISER PERMANENTE PHARMACY #054 ,License Type: Pharmacy (Community),DOWNEY, LOS ANGELES, 90242
57,KAISER PERMANENTE PHARMACY #060 ,License Type: Pharmacy (Community),DOWNEY, LOS ANGELES, 90242
58,KAISER PERMANENTE PHARMACY #71 ,License Type: Pharmacy (Community),DOWNEY, LOS ANGELES, 90242
59,KAISER PERMANENTE PHARMACY 985 ,License Type: Pharmacy (Community),DOWNEY, LOS ANGELES, 90242
60,KAISER PERMANENTE PHARMACY NO 333 ,License Type: Pharmacy (Community),CULVER CITY, LOS ANGELES, 90230
61,KAISER PERMANENTE PHMCY #554 ,License Type: Pharmacy (Community),DIAMOND BAR, LOS ANGELES, 91765
62,KAISER PERMANENTE PHRMCY #563 ,License Type: Pharmacy (Community),CITY OF INDUSTRY, LOS ANGELES, 91746
63,KAISER-PERMANENTE PHARMACY ,License Type: Pharmacy (Community),DOWNEY, LOS ANGELES, 90242
64,KAISER-PERMANENTE PHCY ,License Type: Pharmacy (Community),CLAREMONT, LOS ANGELES, 91711
65,MED-PLUS PHARMACY LTC ,License Type: Pharmacy (Community),COVINA, LOS ANGELES, 91723
66,MEMORIAL MEDICAL CENTER PHARMACY ,License Type: Pharmacy (Community),CULVER CITY, LOS ANGELES, 90232
67,MIDWAY DRUGS ,License Type: Pharmacy (Community),EL MONTE, LOS ANGELES, 91731
68,OMEGA PHARMACY ,License Type: Pharmacy (Community),COVINA, LOS ANGELES, 91723
69,OWL SPECIALTY PHARMACY ,License Type: Pharmacy (Community),COVINA, LOS ANGELES, 91724
70,OWL WESTERN PHARMACY ,License Type: Pharmacy (Community),COVINA, LOS ANGELES, 91722
71,PACIFIC PHARMACY ,License Type: Pharmacy (Community),DOWNEY, LOS ANGELES, 90241
72,PAVILIONS PHARMACY #2212 ,License Type: Pharmacy (Community),CULVER CITY, LOS ANGELES, 90230
73,PAX PHARMACY ,License Type: Pharmacy (Community),DUARTE, LOS ANGELES, 91010
74,PAX PHARMACY II ,License Type: Pharmacy (Community),DUARTE, LOS ANGELES, 91010
75,PETNET PHARMACEUTICAL ,License Type: Pharmacy (Community),CULVER CITY, LOS ANGELES, 90230
76,PROFESSIONAL ARTS PHARMACY ,License Type: Pharmacy (Community),EL MONTE, LOS ANGELES, 91733
77,RALPHS PHARMACY 70300284 ,License Type: Pharmacy (Community),CULVER CITY, LOS ANGELES, 90230
78,RALPHS PHARMACY 70300295 ,License Type: Pharmacy (Community),DOWNEY, LOS ANGELES, 90241
79,RANCHO LOS AMIGOS NATIONAL REHAB CTR ,License Type: Pharmacy (Government Owned Community),DOWNEY, LOS ANGELES, 90242
80,RITE AID 5463 ,License Type: Pharmacy (Community),CULVER CITY, LOS ANGELES, 90232
81,RITE AID 5464 ,License Type: Pharmacy (Community),CULVER CITY, LOS ANGELES, 90230
82,RITE AID 5466 ,License Type: Pharmacy (Community),DOWNEY, LOS ANGELES, 90241
83,RITE AID 5528 ,License Type: Pharmacy (Community),DUARTE, LOS ANGELES, 91010
84,RITE AID 5545 ,License Type: Pharmacy (Community),CHATSWORTH, LOS ANGELES, 91311
85,RITE AID 5585 ,License Type: Pharmacy (Community),COVINA, LOS ANGELES, 91724
86,RITE AID 5603 ,License Type: Pharmacy (Community),DIAMOND BAR, LOS ANGELES, 91765
87,RITE AID NO 6214 ,License Type: Pharmacy (Community),COMPTON, LOS ANGELES, 90222
88,RITE AID NO 6313 ,License Type: Pharmacy (Community),COMPTON, LOS ANGELES, 90221
89,ROSA 1 PHARMACY ,License Type: Pharmacy (Community),EL MONTE, LOS ANGELES, 91733
90,SAM'S CLUB PHARMACY 10-6614 ,License Type: Pharmacy (Community),EL MONTE, LOS ANGELES, 91731
91,SANTA MARIA COMMUNITY PHARMACY ,License Type: Pharmacy (Community),Accusation filed, LOS ANGELES, 91731
92,SAV-NOW PHARMACY ,License Type: Pharmacy (Community),EL MONTE, LOS ANGELES, 91733
93,SAV-ON PHARMACY #140 ,License Type: Pharmacy (Community),DOWNEY, LOS ANGELES, 90241
94,SAV-ON PHARMACY #3554 ,License Type: Pharmacy (Community),DIAMOND BAR, LOS ANGELES, 91765
95,SKILLED NURSING PHARMACY ,License Type: Pharmacy (Community),CITY OF INDUSTRY, LOS ANGELES, 91745
96,SUPERCARE ,License Type: Pharmacy (Community),Probation, LOS ANGELES, 91745
97,THE MEDICINE SHOPPE ,License Type: Pharmacy (Community),DOWNEY, LOS ANGELES, 90241
98,VENICE FAMILY (STORE #3) ,License Type: Pharmacy (Community),CULVER CITY, LOS ANGELES, 90230
99,VONS PHARMACY #2155 ,License Type: Pharmacy (Community),CLAREMONT, LOS ANGELES, 91711
100,WAL-MART PHARMACY 10-2251 ,License Type: Pharmacy (Community),CITY OF INDUSTRY, LOS ANGELES, 91745
101,WAL-MART PHARMACY 10-2401 ,License Type: Pharmacy (Community),DUARTE, LOS ANGELES, 91010
102,WAL-MART PHARMACY 10-5603 ,License Type: Pharmacy (Community),DOWNEY, LOS ANGELES, 90242
103,WALGREENS #05798 ,License Type: Pharmacy (Community),COVINA, LOS ANGELES, 91722
104,WALGREENS #06972 ,License Type: Pharmacy (Community),COVINA, LOS ANGELES, 91724
105,WALGREENS #07015 ,License Type: Pharmacy (Community),CHATSWORTH, LOS ANGELES, 91311
106,WALGREENS #07575 ,License Type: Pharmacy (Community),EL MONTE, LOS ANGELES, 91731
107,WALGREENS #07598 ,License Type: Pharmacy (Community),EL MONTE, LOS ANGELES, 91732
108,WALGREENS #09842 ,License Type: Pharmacy (Community),DOWNEY, LOS ANGELES, 90242
109,WALGREENS #10112 ,License Type: Pharmacy (Community),DOWNEY, LOS ANGELES, 90241
110,WALMART PHARMACY 10 2292 ,License Type: Pharmacy (Community),COVINA, LOS ANGELES, 91722
111,WALMART PHARMACY 10-4132 ,License Type: Pharmacy (Community),DOWNEY, LOS ANGELES, 90242
112,WALMART PHARMACY 10-4762 ,License Type: Pharmacy (Community),DIAMOND BAR, LOS ANGELES, 91765
113,WALMART PHARMACY 10-5807 ,License Type: Pharmacy (Community),COMPTON, LOS ANGELES, 90221
114,WEST ALONDRA MEDICAL PHARMACY ,License Type: Pharmacy (Community),COMPTON, LOS ANGELES, 90220
115,WEST COVINA PHARMACY ,License Type: Pharmacy (Community),CITY OF INDUSTRY, LOS ANGELES, 91748
116,ZWEBER APOTHECARY ,License Type: Pharmacy (Community),DOWNEY, LOS ANGELES, 90241
117,ZWEBER APOTHECARY ,License Type: Pharmacy (Community),DOWNEY, LOS ANGELES, 90241
