,name,license_type,county,city,zip
33,AUDREY PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
34,AUM PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
35,AUSTIN DRUGS ,License Type: Pharmacy (Community),BUENA PARK, ORANGE, 90620
36,B & B VILLAGE CENTER PHARMACY ,License Type: Pharmacy (Community),YORBA LINDA, ORANGE, 92886
37,BALBOA PHARMACY ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92661
38,BAYTREE PHARMACY LLC ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92614
39,BE WELL PHARMACY ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92832
40,BEACH MEDICAL PHARMACY ,License Type: Pharmacy (Community),BUENA PARK, ORANGE, 90621
41,BEACH PROFESSIONAL PHARMACY ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92647
42,BELLA TERRA PHARMACY ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92647
43,BEN'S VAL MESA PHARMACY ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92835
44,BEST CHOICE PHARMACY ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92660
45,BESTCARE PHARMACY ,License Type: Pharmacy (Community),BUENA PARK, ORANGE, 90620
46,BI RITE QUALITY PHARMACIES ,License Type: Pharmacy (Community),LA HABRA, ORANGE, 90631
47,BINH-DAN PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
48,BIOLOGIC INFUSION PHARMACY ,License Type: Pharmacy (Community),CYPRESS, ORANGE, 90630
49,BIOSCRIP INFUSION SERVICES INC ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
50,BLESSING PHARMACY INC ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
51,BLUE COAST PHARMACY AND COMPOUNDING CENTER ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
52,BOLSA EXPRESS PHARMACY INC ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
53,BOLSA GRANDE PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
54,BOLSA MEDICAL ARTS PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
55,BRISTOL MEDICAL PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
56,BRISTOL PHARMACY ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92604
57,BT PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
58,BUSHARD'S PHARMACY ,License Type: Pharmacy (Community),LAGUNA BEACH, ORANGE, 92651
59,BYRAM HEALTHCARE CENTERS INC ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92647
60,C & A PHARMACEUTICAL ENTERPRISES-CA LLC ,License Type: Pharmacy (Community),LAGUNA BEACH, ORANGE, 92651
61,C & H PHARMACY ,License Type: Pharmacy (Community),LOS ALAMITOS, ORANGE, 90720
62,C3 HEALTHCARERX ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92692
63,CAL MED PHARMACY ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92692
64,CAL PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92844
65,CALI CARE PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
66,CALIFORNIA PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
67,"CARDINAL HEALTH 414,LLC ",License Type: Pharmacy (Community),PLACENTIA, ORANGE, 92870
68,CARDINAL HEALTH PHARMACY SERVICES LLC ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
69,CARE ONE PHARMACY ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
70,CAREMAX PHARMACY ,License Type: Pharmacy (Community),BUENA PARK, ORANGE, 90621
71,CAREMAX PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
72,CAREMEDS PHARMACY INC. ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92614
73,CATALINA PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92844
74,CATINAT PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
75,CATINAT PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
76,CCS MEDICAL ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92807
77,CDM DRUGS ,License Type: Pharmacy (Community),CORONA DEL MAR, ORANGE, 92625
78,CENTER FOR COMPREHENSIVE CARE & DIAGNOSIS OF INHERITED BLOOD DISO ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92705
79,CENTRAL DRUGS ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92835
80,CHAMPION RX ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92649
81,CHAPMAN MEDICAL OUTPATIENT PHARMACY ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92867
82,CHILDREN'S HOSP OF ORANGE CO CLINIC PHY ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92868
83,COAST HILLS PHARMACY ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92660
84,COASTLINE CARE PHARMACY ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
85,"COMMUNITY, A WALGREENS PHARMACY #03815 ",License Type: Pharmacy (Community),ORANGE, ORANGE, 92868
86,COMPOUND CENTRAL PHARMACY ,License Type: Pharmacy (Community),LOS ALAMITOS, ORANGE, 90720
87,CORAM CVS/SPECIALTY INFUSION SERVICES ,License Type: Pharmacy (Community),TUSTIN, ORANGE, 92780
88,COSTCO PHARMACY #1001 ,License Type: Pharmacy (Community),TUSTIN, ORANGE, 92782
89,COSTCO PHARMACY #1110 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92647
90,COSTCO PHARMACY #122 ,License Type: Pharmacy (Community),TUSTIN, ORANGE, 92782
91,COSTCO PHARMACY #126 ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
92,COSTCO PHARMACY #28 ,License Type: Pharmacy (Community),LAGUNA NIGUEL, ORANGE, 92677
93,COSTCO PHARMACY #418 ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92832
94,COSTCO PHARMACY #429 ,License Type: Pharmacy (Community),SAN JUAN CAPISTRANO, ORANGE, 92675
95,COSTCO PHARMACY #445 ,License Type: Pharmacy (Community),YORBA LINDA, ORANGE, 92887
96,COSTCO PHARMACY #454 ,License Type: Pharmacy (Community),Probation, ORANGE, 92618
97,COSTCO PHARMACY #748 ,License Type: Pharmacy (Community),CYPRESS, ORANGE, 90720
98,COSTCO PHARMACY #777 ,License Type: Pharmacy (Community),LA HABRA, ORANGE, 90631
99,COSTCO PHARMACY 411 ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
100,COSTCO PHARMACY NO 690 ,License Type: Pharmacy (Community),LAGUNA NIGUEL, ORANGE, 92677
101,CREATIVE COMPOUNDING PHARMACY INC ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92626
102,CRESCENT PHARM D ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92614
103,CSUF STUDENT HEALTH & COUNSELING CENTER ,License Type: Pharmacy (Government Owned Community),FULLERTON, ORANGE, 92834
104,CURA PHARMACY ,License Type: Pharmacy (Community),TUSTIN, ORANGE, 92780
105,CUSTOM HEALTHCARE COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),LAGUNA HILLS, ORANGE, 92653
106,CVS PHARMACY #10225 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92802
107,CVS PHARMACY #1764 ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92691
108,CVS PHARMACY #387 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92620
109,CVS PHARMACY #4043 ,License Type: Pharmacy (Community),LOS ALAMITOS, ORANGE, 90720
110,CVS PHARMACY #5803 ,License Type: Pharmacy (Community),PLACENTIA, ORANGE, 92870
111,CVS PHARMACY #6710 ,License Type: Pharmacy (Community),LADERA RANCH, ORANGE, 92694
112,CVS PHARMACY #6782 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
113,CVS PHARMACY #7079 ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92835
114,CVS PHARMACY #8830 ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92626
115,CVS PHARMACY #8834 ,License Type: Pharmacy (Community),FOOTHILL RANCH, ORANGE, 92610
116,CVS PHARMACY #8843 ,License Type: Pharmacy (Community),SEAL BEACH, ORANGE, 90740
117,CVS PHARMACY #8846 ,License Type: Pharmacy (Community),TRABUCO CANYON, ORANGE, 92679
118,CVS PHARMACY #8849 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92706
119,CVS PHARMACY #8850 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
120,CVS PHARMACY #8851 ,License Type: Pharmacy (Community),LAKE FOREST, ORANGE, 92630
121,CVS PHARMACY #8854 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92705
122,CVS PHARMACY #8855 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92703
123,CVS PHARMACY #8861 ,License Type: Pharmacy (Community),BUENA PARK, ORANGE, 90620
124,CVS PHARMACY #8862 ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92840
125,CVS PHARMACY #8863 ,License Type: Pharmacy (Community),LAGUNA NIGUEL, ORANGE, 92677
126,CVS PHARMACY #8869 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92603
127,CVS PHARMACY #8872 ,License Type: Pharmacy (Community),ALISO VIEJO, ORANGE, 92656
128,CVS PHARMACY #8874 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92802
129,CVS PHARMACY #8877 ,License Type: Pharmacy (Community),TUSTIN, ORANGE, 92780
130,CVS PHARMACY #8880 ,License Type: Pharmacy (Community),LAGUNA NIGUEL, ORANGE, 92677
131,CVS PHARMACY #8881 ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92660
132,CVS PHARMACY #8882 ,License Type: Pharmacy (Community),SAN CLEMENTE, ORANGE, 92673
133,CVS PHARMACY #8883 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
134,CVS PHARMACY #8884 ,License Type: Pharmacy (Community),LAKE FOREST, ORANGE, 92630
135,CVS PHARMACY #8885 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92647
136,CVS PHARMACY #8890 ,License Type: Pharmacy (Community),TUSTIN, ORANGE, 92780
137,CVS PHARMACY #8891 ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92691
138,CVS PHARMACY #8893 ,License Type: Pharmacy (Community),SAN CLEMENTE, ORANGE, 92672
139,CVS PHARMACY #9119 ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92869
140,CVS PHARMACY #9481 ,License Type: Pharmacy (Community),STANTON, ORANGE, 90680
141,CVS PHARMACY #9483 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92646
142,CVS PHARMACY #9484 ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92626
143,CVS PHARMACY #9485 ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92692
144,CVS PHARMACY #9486 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92604
145,CVS PHARMACY #9491 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92649
146,CVS PHARMACY #9492 ,License Type: Pharmacy (Community),YORBA LINDA, ORANGE, 92886
147,CVS PHARMACY #9497 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92604
148,CVS PHARMACY #9508 ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92627
149,CVS PHARMACY #9510 ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
150,CVS PHARMACY #9540 ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92660
151,CVS PHARMACY #9551 ,License Type: Pharmacy (Community),SEAL BEACH, ORANGE, 90740
152,CVS PHARMACY #9552 ,License Type: Pharmacy (Community),LADERA RANCH, ORANGE, 92694
153,CVS PHARMACY #9555 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92804
154,CVS PHARMACY #9560 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92804
155,CVS PHARMACY #9561 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92614
156,CVS PHARMACY #9562 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92602
157,CVS PHARMACY #9569 ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
158,CVS PHARMACY #9575 ,License Type: Pharmacy (Community),CYPRESS, ORANGE, 90630
159,CVS PHARMACY #9577 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92647
160,CVS PHARMACY #9581 ,License Type: Pharmacy (Community),DANA POINT, ORANGE, 92629
161,CVS PHARMACY #9583 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92701
162,CVS PHARMACY #9587 ,License Type: Pharmacy (Community),LAKE FOREST, ORANGE, 92630
163,CVS PHARMACY #9591 ,License Type: Pharmacy (Community),LAGUNA BEACH, ORANGE, 92651
164,CVS PHARMACY #9598 ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92831
165,CVS PHARMACY #9725 ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92868
166,CVS PHARMACY #9744 ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92867
167,CVS PHARMACY #9747 ,License Type: Pharmacy (Community),PLACENTIA, ORANGE, 92870
168,CVS PHARMACY #9749 ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92865
169,CVS PHARMACY #9753 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92807
170,CVS PHARMACY #9754 ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92833
171,CVS PHARMACY #9759 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92805
172,CVS PHARMACY #9760 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92807
173,CVS PHARMACY #9762 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92806
174,CVS PHARMACY #9765 ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92832
175,CVS PHARMACY #9774 ,License Type: Pharmacy (Community),ANAHEIM HILLS, ORANGE, 92808
176,CVS PHARMACY #9777 ,License Type: Pharmacy (Community),PLACENTIA, ORANGE, 92870
177,CVS PHARMACY NO 5837 ,License Type: Pharmacy (Community),Public Reprimand, ORANGE, 90620
178,CVS PHARMACY NO 5841 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92707
179,CVS PHARMACY NO 6768 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92604
180,CVS PHARMACY NO 6770 ,License Type: Pharmacy (Community),RANCHO SANTA MARGARITA, ORANGE, 92688
181,CVS/PHARMACY # 16045 ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92840
182,CVS/PHARMACY # 16046 ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
183,CVS/PHARMACY # 16063 ,License Type: Pharmacy (Community),CYPRESS, ORANGE, 90630
184,CVS/PHARMACY # 16064 ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92865
185,CVS/PHARMACY # 16071 ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
186,CVS/PHARMACY # 16072 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
187,CVS/PHARMACY # 16077 ,License Type: Pharmacy (Community),ALISO VIEJO, ORANGE, 92656
188,CVS/PHARMACY # 16090 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92705
189,CVS/PHARMACY # 16098 ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92691
190,CVS/PHARMACY # 16120 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92606
191,CVS/PHARMACY # 16201 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92808
192,CVS/PHARMACY # 16339 ,License Type: Pharmacy (Community),FOOTHILL RANCH, ORANGE, 92610
193,CVS/PHARMACY # 16340 ,License Type: Pharmacy (Community),RANCHO SANTA MARGARITA, ORANGE, 92688
194,CVS/PHARMACY # 16591 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92602
195,CVS/PHARMACY # 16669 ,License Type: Pharmacy (Community),SEAL BEACH, ORANGE, 90740
196,CVS/PHARMACY # 16722 ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92833
197,CVS/PHARMACY # 16756 ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92832
198,CVS/PHARMACY # 17141 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92646
199,CVS/PHARMACY # 17170 ,License Type: Pharmacy (Community),BUENA PARK, ORANGE, 90621
200,CVS/PHARMACY # 17211 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
201,CVS/PHARMACY # 17233 ,License Type: Pharmacy (Community),TUSTIN, ORANGE, 92782
202,CVS/PHARMACY # 17243 ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92691
203,CVS/PHARMACY # 17372 ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
204,CVS/PHARMACY # 17460 ,License Type: Pharmacy (Community),LA HABRA, ORANGE, 90631
205,CVS/PHARMACY # 17478 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92802
206,CVS/PHARMACY # 17530 ,License Type: Pharmacy (Community),BREA, ORANGE, 92821
207,CVS/PHARMACY # 17610 ,License Type: Pharmacy (Community),SAN CLEMENTE, ORANGE, 92673
208,CVS/PHARMACY #09373 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92649
209,CVS/PHARMACY #09541 ,License Type: Pharmacy (Community),LAKE FOREST, ORANGE, 92630
210,CVS/PHARMACY #09831 ,License Type: Pharmacy (Community),LA HABRA, ORANGE, 90631
211,CVS/PHARMACY #09863 ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92627
212,CVS/PHARMACY #09905 ,License Type: Pharmacy (Community),YORBA LINDA, ORANGE, 92886
213,CVS/PHARMACY #09912 ,License Type: Pharmacy (Community),DANA POINT, ORANGE, 92629
214,CVS/PHARMACY #09924 ,License Type: Pharmacy (Community),LAGUNA NIGUEL, ORANGE, 92677
215,CVS/PHARMACY #10223 ,License Type: Pharmacy (Community),LA HABRA, ORANGE, 90631
216,CVS/PHARMACY #16637 ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92626
217,CVS/PHARMACY #3057 ,License Type: Pharmacy (Community),LAGUNA NIGUEL, ORANGE, 92677
218,CVS/PHARMACY #7088 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92647
219,CVS/PHARMACY #819 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
220,CVS/PHARMACY #9242 ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92691
221,CVS/PHARMACY #9246 ,License Type: Pharmacy (Community),LAGUNA WOODS, ORANGE, 92637
222,D S K PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92844
223,DANHS PHCY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
224,DIACARE PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92705
225,DIRECT PHARMACY CARE ,License Type: Pharmacy (Community),BUENA PARK, ORANGE, 90621
226,DIRECT RX PHARMACY INC ,License Type: Pharmacy (Community),LAGUNA HILLS, ORANGE, 92653
227,DIRECTCARE PHARMACY ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
228,DONGNAI PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
229,DRAGON PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
230,DRUG DEPOT PHARMACY INC ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92705
231,E-Z CARE PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92703
232,EARTH VILLAGE PHARMACY ,License Type: Pharmacy (Community),BUENA PARK, ORANGE, 90621
233,EASTGATE PHARMACY ,License Type: Pharmacy (Community),CYPRESS, ORANGE, 90630
234,EL TORO PHARMACY ,License Type: Pharmacy (Community),LAGUNA HILLS, ORANGE, 92653
235,ELONG PHARMACY ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
236,EXCELCARE PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92706
237,FAMILY CARE INVESTMENTS LLC DBA VALUE PHARMACY ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92614
238,FAMILY CARE PHARMACY ,License Type: Pharmacy (Community),BUENA PARK, ORANGE, 90621
239,FAMILY PHARMACY ,License Type: Pharmacy (Community),SAN JUAN CAPISTRANO, ORANGE, 92675
240,FARMACIA BRISTOL ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92707
241,FARMACIA FAMILIAR ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
242,FIRST STREET MEDICAL PLAZA PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92705
243,FISHER'S BREA PHARMACY ,License Type: Pharmacy (Community),BREA, ORANGE, 92821
244,FOUNTAIN VALLEY CENTRAL PHARMACY ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
245,FOUNTAIN VALLEY MEDICAL CENTER PHARMACY ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
246,FRIENDLY CARE PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
247,FULLERTON MEDICAL PHARMACY ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92833
248,GARDEN GROVE COMMUNITY PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
249,GARDEN PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92841
250,GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY # 17707 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92612
251,GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY # 17716 ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92869
252,GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY # 17730 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92806
253,GARFIELD BEACH CVS LLC DBA CVS PHARMACY #10806 ,License Type: Pharmacy (Community),TUSTIN, ORANGE, 92782
254,GARFIELD BEACH CVS LLC DBA CVS PHARMACY #11111 ,License Type: Pharmacy (Community),BREA, ORANGE, 92821
255,GARFIELD BEACH CVS LLC DBA CVS PHARMACY #17746 ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92691
256,GE HEALTHCARE ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92805
257,GENOA HEALTHCARE LLC ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92701
258,GILBERT DRUGS ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92844
259,GLOBAL EXPRESS PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
260,GLOBAL RX PHARMACY & COMPOUNDING ,License Type: Pharmacy (Community),Public Reprimand, ORANGE, 92604
261,GOLDEN PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
262,GOOD HEALTH PHARMACY ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92614
263,GRACE COMMUNITY PHARMACY ,License Type: Pharmacy (Community),LA PALMA, ORANGE, 90623
264,GROVE HARBOR MEDICAL CENTER PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
265,GUARDIAN PHARMACY OF ANAHEIM ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
266,GUIDED ALLIANCE PHARMACY INC ,License Type: Pharmacy (Community),ALISO VIEJO, ORANGE, 92656
267,HAPPY CARE PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
268,HARBOR HEALTHY LIVING PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
