,name,license_type,city,county,zip
22,COMMUNITY HEALTH CENTERS  LOMPOC ,License Type: Clinic,LOMPOC, SANTA BARBARA, 93436
23,COMMUNITY HEALTH CENTERS - NEW CUYAMA ,License Type: Clinic,NEW CUYAMA, SANTA BARBARA, 93254
24,COMMUNITY HEALTH CENTERS ARROYO GRANDE ,License Type: Clinic,ARROYO GRANDE, SAN LUIS OBISPO, 93420
25,COMMUNITY HEALTH CENTERS ATASCADERO ,License Type: Clinic,ATASCADERO, SAN LUIS OBISPO, 93422
26,COMMUNITY HEALTH CENTERS CAMBRIA ,License Type: Clinic,CAMBRIA, SAN LUIS OBISPO, 93428
27,COMMUNITY HEALTH CENTERS CASA ,License Type: Clinic,SAN LUIS OBISPO, SAN LUIS OBISPO, 93401
28,COMMUNITY HEALTH CENTERS CASA ,License Type: Clinic,SAN LUIS OBISPO, SAN LUIS OBISPO, 93401
29,COMMUNITY HEALTH CENTERS CASA ,License Type: Clinic,SAN LUIS OBISPO, SAN LUIS OBISPO, 93405
30,COMMUNITY HEALTH CENTERS DEL MAR ,License Type: Clinic,OCEANO, SAN LUIS OBISPO, 93445
31,COMMUNITY HEALTH CENTERS DEL VALLE ,License Type: Clinic,SANTA MARIA, SANTA BARBARA, 93458
32,COMMUNITY HEALTH CENTERS GUADALUPE ,License Type: Clinic,GUADALUPE, SANTA BARBARA, 93434
33,COMMUNITY HEALTH CENTERS SAN LUIS OBISPO II ,License Type: Clinic,SAN LUIS OBISPO, SAN LUIS OBISPO, 93401
34,COMMUNITY HEALTH CENTERS SAN MIGUEL ,License Type: Clinic,SAN MIGUEL, SAN LUIS OBISPO, 93451
35,COMMUNITY HEALTH CENTERS SANTA MARIA II ,License Type: Clinic,SANTA MARIA, SANTA BARBARA, 93454
36,COMMUNITY HEALTH CENTERS WOMEN'S HEALTH ,License Type: Clinic,SAN LUIS OBISPO, SAN LUIS OBISPO, 93401
37,"COMMUNITY HEALTH CENTERS, ARBOR ",License Type: Clinic,SANTA MARIA, SANTA BARBARA, 93454
38,"COMMUNITY HEALTH CENTERS, OCEANO ",License Type: Clinic,OCEANO, SAN LUIS OBISPO, 93445
39,"COMMUNITY HEALTH CENTERS, PASO ",License Type: Clinic,PASO ROBLES, SAN LUIS OBISPO, 93446
40,"COMMUNITY HEALTH CENTERS, TEMPLETON ",License Type: Clinic,TEMPLETON, SAN LUIS OBISPO, 93465
41,COMMUNITY MEDICAL CENTERS DOROTHY L JONES ,License Type: Clinic,STOCKTON, SAN JOAQUIN, 95206
42,COMMUNITY MEDICAL CENTERS E MARCH LANE ,License Type: Clinic,STOCKTON, SAN JOAQUIN, 95210
43,COMMUNITY MEDICAL CENTERS TRACY DENTAL ,License Type: Clinic,TRACY, SAN JOAQUIN, 95376
44,COMMUNITY MEDICAL CENTERS TRACY GRANT LINE ,License Type: Clinic,TRACY, SAN JOAQUIN, 95377
45,COMMUNITY MEDICAL CENTERS WATERLOO ,License Type: Clinic,STOCKTON, SAN JOAQUIN, 95205
46,COMMUNITY MEDICAL CENTERS WEBERSTOWN ,License Type: Clinic,STOCKTON, SAN JOAQUIN, 95207
47,"COMMUNITY MEDICAL CENTERS, CHANNEL ",License Type: Clinic,STOCKTON, SAN JOAQUIN, 95201
48,"COMMUNITY MEDICAL CENTERS, DIXON ",License Type: Clinic,DIXON, SOLANO, 95620
49,"COMMUNITY MEDICAL CENTERS, GLEASON HOUSE ",License Type: Clinic,STOCKTON, SAN JOAQUIN, 95203
50,"COMMUNITY MEDICAL CENTERS, HAMMER ",License Type: Clinic,STOCKTON, SAN JOAQUIN, 95210
51,"COMMUNITY MEDICAL CENTERS, KING ",License Type: Clinic,STOCKTON, SAN JOAQUIN, 95205
52,"COMMUNITY MEDICAL CENTERS, LAWRENCE ",License Type: Clinic,LODI, SAN JOAQUIN, 95240
53,"COMMUNITY MEDICAL CENTERS, LODI ",License Type: Clinic,LODI, SAN JOAQUIN, 95242
54,"COMMUNITY MEDICAL CENTERS, MANTECA ",License Type: Clinic,MANTECA, SAN JOAQUIN, 95336
55,"COMMUNITY MEDICAL CENTERS, MARIPOSA ROAD ",License Type: Clinic,STOCKTON, SAN JOAQUIN, 95205
56,"COMMUNITY MEDICAL CENTERS, TRACY ",License Type: Clinic,TRACY, SAN JOAQUIN, 95376
57,"COMMUNITY MEDICAL CENTERS, VACAVILLE ",License Type: Clinic,VACAVILLE, SOLANO, 95687
58,COUNTY JAIL #5 - JAIL HEALTH SERVICES (JHS) ,License Type: Clinic (Government Owned),SAN BRUNO, SAN MATEO, 94066
59,COURT STREET SURGERY CENTER ,License Type: Clinic,REDDING, SHASTA, 96001
60,CYPRESS AMBULATORY SURGERY CENTER ,License Type: Clinic,SANTA MARIA, SANTA BARBARA, 93454
61,"CYPRESS OUTPATIENT SURGICAL CENTER, INC. ",License Type: Clinic,SANTA CRUZ, SANTA CRUZ, 95065
62,DE LA VINA SURGICENTER ,License Type: Clinic,SANTA BARBARA, SANTA BARBARA, 93105
63,DELTA HEALTH CARE ,License Type: Clinic,STOCKTON, SAN JOAQUIN, 95206
64,DIGESTIVE DIAGNOSTIC CENTER INC ,License Type: Clinic,DALY CITY, SAN MATEO, 94015
65,DUNSMUIR COMMUNITY HEALTH CENTER ,License Type: Clinic,DUNSMUIR, SISKIYOU, 96025
66,EAST VALLEY COMMUNITY CLINIC INC ,License Type: Clinic,SAN JOSE, SANTA CLARA, 95121
67,EASTSIDE NEIGHBORHOOD CLINIC ,License Type: Clinic,SANTA BARBARA, SANTA BARBARA, 93103
68,EL CAMINO AMBULATORY SURGERY CENTER LLC ,License Type: Clinic,MOUNTAIN VIEW, SANTA CLARA, 94040
69,ENDOSCOPY CENTER OF LODI ,License Type: Clinic,LODI, SAN JOAQUIN, 95240
70,ENDOSCOPY CENTER OF SAN JOSE ,License Type: Clinic,SAN JOSE, SANTA CLARA, 95128
71,ENDOSCOPY CENTER OF SILICON VALLEY ,License Type: Clinic,SAN JOSE, SANTA CLARA, 95124
72,FALL RIVER VALLEY HEALTH CENTER ,License Type: Clinic,FALL RIVER MILLS, SHASTA, 96028
73,FOOTHILL SURGERY CENTER AT SANSUM CLINIC ,License Type: Clinic,SANTA BARBARA, SANTA BARBARA, 93102
74,FOREST SURGERY CENTER ,License Type: Clinic,SAN JOSE, SANTA CLARA, 95128
75,FRANKLIN MCKINLEY HEALTH CLINIC ,License Type: Clinic,SAN JOSE, SANTA CLARA, 95112
76,GALILEO SURGERY CENTER ,License Type: Clinic,SAN LUIS OBISPO, SAN LUIS OBISPO, 93405
77,GALILEO SURGERY CENTER LP ,License Type: Clinic,SANTA MARIA, SANTA BARBARA, 93454
78,GILROY NEIGHBORHOOD HEALTH CLINIC ,License Type: Clinic,GILROY, SANTA CLARA, 95020
79,GOLETA NEIGHBORHOOD CLINIC ,License Type: Clinic,SANTA BARBARA, SANTA BARBARA, 93111
80,HALCYON LASER AND SURGERY CENTER INC ,License Type: Clinic,ARROYO GRANDE, SAN LUIS OBISPO, 93420
81,HAPPY VALLEY FAMILY HEALTH CENTER ,License Type: Clinic,ANDERSON, SHASTA, 96007
82,HEALTHRIGHT 360 ,License Type: Clinic,SAN MATEO, SAN MATEO, 94401
83,HILL COUNTRY COMMUNITY CLINIC ,License Type: Clinic,ROUND MOUNTAIN, SHASTA, 96084
84,HILL COUNTRY COMMUNITY CLINIC ,License Type: Clinic,REDDING, SHASTA, 96003
85,ISLA VISTA NEIGHBORHOOD CLINIC ,License Type: Clinic,ISLA VISTA, SANTA BARBARA, 93117
86,KARUK COMMUNITY HEALTH CLINIC ,License Type: Clinic,HAPPY CAMP, SISKIYOU, 96039
87,KARUK MEDICAL CLINIC ,License Type: Clinic (Government Owned),YREKA, SISKIYOU, 96097
88,LODI MEMORIAL COMMUNITY CLINIC - MILLSBRIDGE ,License Type: Clinic,LODI, SAN JOAQUIN, 95242
89,LODI MEMORIAL COMMUNITY CLINIC - TRINITY ,License Type: Clinic,STOCKTON, SAN JOAQUIN, 95219
90,LODI MEMORIAL COMMUNITY CLINIC-VINE ,License Type: Clinic,LODI, SAN JOAQUIN, 95240
91,LODI OUTPATIENT SURGICAL CENTER ,License Type: Clinic,LODI, SAN JOAQUIN, 95242
92,LOMPOC HEALTH CARE CENTER ,License Type: Clinic (Government Owned),LOMPOC, SANTA BARBARA, 93436
93,LOS GATOS MEDICAL CENTER ,License Type: Clinic,LOS GATOS, SANTA CLARA, 95032
94,MAYVIEW COMMUNITY HEALTH CENTER-CNC ,License Type: Clinic,SUNNYVALE, SANTA CLARA, 94085
95,MAYVIEW COMMUNITY HEALTH CENTER-MV ,License Type: Clinic,MOUNTAIN VIEW, SANTA CLARA, 94040
96,MAYVIEW COMMUNITY HEALTH CENTER-PA ,License Type: Clinic,PALO ALTO, SANTA CLARA, 94306
97,MCCLOUD HEALTHCARE CLINIC ,License Type: Clinic,MC CLOUD, SISKIYOU, 96057
98,MERCY SURGERY CENTER ,License Type: Clinic,REDDING, SHASTA, 96001
99,MID PENINSULA ENDOSCOPY CENTER ,License Type: Clinic,BURLINGAME, SAN MATEO, 94010
100,MONTPELIER AMBULATORY SURGERY CENTER ,License Type: Clinic,SAN JOSE, SANTA CLARA, 95116
101,NIPOMO COMMUNITY MEDICAL CENTER ,License Type: Clinic,NIPOMO, SAN LUIS OBISPO, 93444
102,OAK PARK SURGERY CENTER ,License Type: Clinic,ARROYO GRANDE, SAN LUIS OBISPO, 93420
103,OLE HEALTH - FAIRFIELD ,License Type: Clinic,FAIRFIELD, SOLANO, 94534
104,OVERFELT NEIGHBORHOOD HEALTH CLINIC ,License Type: Clinic,SAN JOSE, SANTA CLARA, 95122
105,PACIFIC ENDOSCOPY LLC ,License Type: Clinic,ATHERTON, SAN MATEO, 94027
106,PALO ALTO MEDICAL FOUNDATION SURGERY CENTER SAN JOSE ,License Type: Clinic,SAN JOSE, SANTA CLARA, 95124
107,PATH (PEOPLE ASSISTING THE HOMELESS) ,License Type: Clinic (Government Owned),SANTA BARBARA, SANTA BARBARA, 93103
108,PENINSULA EYE SURGERY CENTER ,License Type: Clinic,MOUNTAIN VIEW, SANTA CLARA, 94040
109,PENINSULA PROCEDURE CENTER LP ,License Type: Clinic,REDWOOD CITY, SAN MATEO, 94063
110,PLANNED PARENTHOOD ,License Type: Clinic,STOCKTON, SAN JOAQUIN, 95207
111,PLANNED PARENTHOOD ,License Type: Clinic,STOCKTON, SAN JOAQUIN, 95205
112,PLANNED PARENTHOOD ,License Type: Clinic,FAIRFIELD, SOLANO, 94533
113,PLANNED PARENTHOOD ,License Type: Clinic,WATSONVILLE, SANTA CRUZ, 95076
114,PLANNED PARENTHOOD ,License Type: Clinic,MANTECA, SAN JOAQUIN, 95336
115,PLANNED PARENTHOOD ,License Type: Clinic,MOUNTAIN VIEW, SANTA CLARA, 94040
116,PLANNED PARENTHOOD ,License Type: Clinic,SAN JOSE, SANTA CLARA, 95123
117,PLANNED PARENTHOOD ,License Type: Clinic,SAN JOSE, SANTA CLARA, 95127
118,PLANNED PARENTHOOD ,License Type: Clinic,SAN JOSE, SANTA CLARA, 95126
119,PLANNED PARENTHOOD ,License Type: Clinic,SAN LUIS OBISPO, SAN LUIS OBISPO, 93401
120,PLANNED PARENTHOOD ,License Type: Clinic,SAN MATEO, SAN MATEO, 94402
121,PLANNED PARENTHOOD MAR MONTE INC ,License Type: Clinic,SOUTH SAN FRANCISCO, SAN MATEO, 94080
122,PLANNED PARENTHOOD MAR MONTE INC GILROY HEALTH CENTER ,License Type: Clinic,GILROY, SANTA CLARA, 95020
123,PLANNED PARENTHOOD MAR MONTE INC TRACY ,License Type: Clinic,TRACY, SAN JOAQUIN, 95376
124,"PLANNED PARENTHOOD MAR MONTE INC., REDWOOD CITY HEALTH CENTER ",License Type: Clinic,REDWOOD CITY, SAN MATEO, 94061
125,"PLANNED PARENTHOOD MAR MONTE, INC. ""SAN MATEO HEALTH CENTER"" ",License Type: Clinic,SAN MATEO, SAN MATEO, 94401
126,PLANNED PARENTHOOD SANTA BARBARA CENTER ,License Type: Clinic,SANTA BARBARA, SANTA BARBARA, 93101
127,PLANNED PARENTHOOD SANTA MARIA CENTER ,License Type: Clinic,SANTA MARIA, SANTA BARBARA, 93454
128,PLANNED PARENTHOOD SHASTA-DIABLO ,License Type: Clinic,REDDING, SHASTA, 96002
129,PLANNED PARENTHOOD WESTSIDE ,License Type: Clinic,SANTA CRUZ, SANTA CRUZ, 95060
130,PLANNED PARENTHOOD: SHASTA-DIABLO INC ,License Type: Clinic,VALLEJO, SOLANO, 94590
131,PLASTIC SURGERY CENTER LLC ,License Type: Clinic,PALO ALTO, SANTA CLARA, 94306
132,PLAZA SURGERY CENTER ,License Type: Clinic,SANTA MARIA, SANTA BARBARA, 93454
133,POSADA AMBULATORY SURGERY CENTER LP ,License Type: Clinic,TEMPLETON, SAN LUIS OBISPO, 93465
134,PREMIER SURGERY CENTER ,License Type: Clinic,SANTA BARBARA, SANTA BARBARA, 93105
135,PREMIER SURGERY CENTER OF SANTA MARIA ,License Type: Clinic,SANTA MARIA, SANTA BARBARA, 93454
136,RAVENSWOOD FAMILY DENTISTRY ,License Type: Clinic,EAST PALO ALTO, SAN MATEO, 94303
137,REDDING ENDOSCOPY CENTER ,License Type: Clinic,REDDING, SHASTA, 96001
138,RIVERSIDE SURGERY CENTER INC ,License Type: Clinic,REDDING, SHASTA, 96001
139,SAMARITAN ENDOSCOPY CENTER INC ,License Type: Clinic,LOS GATOS, SANTA CLARA, 95032
140,SAN JOAQUIN COUNTY PUBLIC HEALTH SERVICES ,License Type: Clinic (Government Owned),STOCKTON, SAN JOAQUIN, 95209
141,SAN JOAQUIN LASER AND SURGERY CENTER ,License Type: Clinic,STOCKTON, SAN JOAQUIN, 95204
142,SAN JOSE HIGH NEIGHBORHOOD HEALTH CLINIC ,License Type: Clinic,SAN JOSE, SANTA CLARA, 95116
143,SAN JOSE STATE UNIVERSITY STUDENT HEALTH ,License Type: Clinic (Government Owned),SAN JOSE, SANTA CLARA, 95192
144,SAN LUIS OBISPO SURGERY CENTER ,License Type: Clinic,SAN LUIS OBISPO, SAN LUIS OBISPO, 93401
145,SAN MATEO SURGERY CENTER ,License Type: Clinic,SAN MATEO, SAN MATEO, 94402
146,SANI EYE SURGERY CENTER ,License Type: Clinic,TEMPLETON, SAN LUIS OBISPO, 93465
147,SANSUM CLINIC ,License Type: Clinic,SANTA BARBARA, SANTA BARBARA, 93110
148,SANSUM CLINIC ,License Type: Clinic,SANTA BARBARA, SANTA BARBARA, 93105
149,SANSUM CLINIC ,License Type: Clinic,SANTA BARBARA, SANTA BARBARA, 93105
150,SANTA BARBARA COUNTY PUBLIC HEALTH DEPARTMENT - GOOD SAMARITAN ,License Type: Clinic (Government Owned),SANTA MARIA, SANTA BARBARA, 93454
151,SANTA BARBARA COUNTY PUBLIC HEALTH DEPT - CARPINTERIA HEALTH CARE ,License Type: Clinic (Government Owned),CARPINTERIA, SANTA BARBARA, 91301
152,SANTA BARBARA COUNTY PUBLIC HEALTH DEPT - FRANKLIN HEALTH CARE CE ,License Type: Clinic (Government Owned),SANTA BARBARA, SANTA BARBARA, 93013
153,SANTA BARBARA ENDOSCOPY CENTER LLC ,License Type: Clinic,SANTA BARBARA, SANTA BARBARA, 93101
154,SANTA BARBARA HEALTH CARE CENTER ,License Type: Clinic (Government Owned),SANTA BARBARA, SANTA BARBARA, 93110
155,SANTA BARBARA SURGERY CENTER LP ,License Type: Clinic,SANTA BARBARA, SANTA BARBARA, 93105
156,SANTA CRUZ COMMUNITY HEALTH CENTERS ,License Type: Clinic,SANTA CRUZ, SANTA CRUZ, 95060
157,SANTA CRUZ COUNTY HOMELESS PERSONS' HEALTH PROJECT ,License Type: Clinic (Government Owned),SANTA CRUZ, SANTA CRUZ, 95062
158,SANTA CRUZ ENDOSCOPY CENTER ,License Type: Clinic,SANTA CRUZ, SANTA CRUZ, 95065
159,SANTA CRUZ HEALTH CLINIC ,License Type: Clinic (Government Owned),SANTA CRUZ, SANTA CRUZ, 95060
160,SANTA CRUZ SURGERY CENTER ,License Type: Clinic,SANTA CRUZ, SANTA CRUZ, 95065
161,SANTA MARIA DIGESTIVE DIAGNOSTIC CTR ,License Type: Clinic,SANTA MARIA, SANTA BARBARA, 93456
162,SANTA MARIA HEALTH CARE CENTER ,License Type: Clinic (Government Owned),SANTA MARIA, SANTA BARBARA, 93455
163,SANTA YNEZ TRIBAL HEALTH CLINIC ,License Type: Clinic,SANTA YNEZ, SANTA BARBARA, 93460
164,SHASTA COMMUNITY HEALTH CENTER ,License Type: Clinic,REDDING, SHASTA, 96001
165,SHASTA COMMUNITY HEALTH DENTAL CLINIC ,License Type: Clinic,REDDING, SHASTA, 96001
166,SHASTA LAKE CITY FAMILY HEALTH CENTER ,License Type: Clinic,SHASTA LAKE, SHASTA, 96019
167,SHINGLETOWN MEDICAL CENTER ,License Type: Clinic,SHINGLETOWN, SHASTA, 96088
168,SILICON VALLEY INTERVENTIONAL CENTER ,License Type: Clinic,MOUNTAIN VIEW, SANTA CLARA, 94040
169,SILICON VALLEY INTERVENTIONAL SURGICAL CENTER ,License Type: Clinic,MOUNTAIN VIEW, SANTA CLARA, 94040
170,SILICON VALLEY SURGERY CENTER ,License Type: Clinic,LOS GATOS, SANTA CLARA, 95032
171,SOLANO COUNTY H & SS FHS FAIRFIELD ,License Type: Clinic (Government Owned),FAIRFIELD, SOLANO, 94533
172,SOLANO COUNTY H & SS FHS VALLEJO ,License Type: Clinic (Government Owned),VALLEJO, SOLANO, 94590
173,SOLANO COUNTY HEALTH & SOCIAL SERVICES FAMILY HEALTH SERVICES ,License Type: Clinic (Government Owned),VACAVILLE, SOLANO, 95688
174,SOLANO COUNTY HEALTH & SOCIAL SERVICES FAMILY HEALTH SERVICES - V ,License Type: Clinic (Government Owned),VALLEJO, SOLANO, 94592
175,SOLANO COUNTY HEALTH & SOCIAL SERVICES FAMILY HEALTH SERVICES CLI ,License Type: Clinic (Government Owned),FAIRFIELD, SOLANO, 94533
176,SOUTH COUNTY OF COMMUNITY HEALTH CENTER INC DBA RAVENSWOOD FAMILY ,License Type: Clinic,EAST PALO ALTO, SAN MATEO, 94303
177,SPINE & PAIN TREATMENT CTR ,License Type: Clinic,SANTA MARIA, SANTA BARBARA, 93454
178,ST JOSEPHS SURGERY CENTER LP ,License Type: Clinic,STOCKTON, SAN JOAQUIN, 95204
179,STAGG HEALTH CENTER ,License Type: Clinic,STOCKTON, SAN JOAQUIN, 95207
180,STOCKTON SURGERY CENTER ,License Type: Clinic,STOCKTON, SAN JOAQUIN, 95209
181,STUDENT HEALTH CENTER CSU CALIFORNIA MARITIME ACADEMY ,License Type: Clinic (Government Owned),VALLEJO, SOLANO, 94590
182,SUMMIT SURGERY CENTER ,License Type: Clinic,SANTA BARBARA, SANTA BARBARA, 93105
183,SURGECENTER OF PALO ALTO ,License Type: Clinic,PALO ALTO, SANTA CLARA, 94301
184,SURGERY CENTER LOS ALTOS ,License Type: Clinic,LOS ALTOS, SANTA CLARA, 94024
185,SURGERY CENTER MOUNTAIN VIEW ,License Type: Clinic,MOUNTAIN VIEW, SANTA CLARA, 94040
186,SURGERY CENTER OF NORTHERN CALIFORNIA ,License Type: Clinic,REDDING, SHASTA, 96001
187,SURGERY CENTER SAN CARLOS ,License Type: Clinic,SAN CARLOS, SAN MATEO, 94070
188,SUTTER FAIRFIELD SURGERY CENTER ,License Type: Clinic,FAIRFIELD, SOLANO, 94534
189,TEMPLETON ENDOSCOPY CENTER ,License Type: Clinic,TEMPLETON, SAN LUIS OBISPO, 93465
190,TEMPLETON SURGERY CENTER LLC ,License Type: Clinic,TEMPLETON, SAN LUIS OBISPO, 93465
191,THE DOCTORS OFFICE ,License Type: Clinic,ARROYO GRANDE, SAN LUIS OBISPO, 93420
192,THE ENDOSCOPY CENTER OF THE CENTRAL COAST ,License Type: Clinic,SAN LUIS OBISPO, SAN LUIS OBISPO, 93405
193,THE SURGERY CENTER AT NORTH BAY VACAVALLEY ,License Type: Clinic,VACAVILLE, SOLANO, 95687
194,TRACY SURGERY CENTER ,License Type: Clinic,TRACY, SAN JOAQUIN, 95377
195,TULELAKE HEALTH CENTER ,License Type: Clinic,TULELAKE, SISKIYOU, 96134
196,VALLEY LASER & SURGERY CENTER INC ,License Type: Clinic,STOCKTON, SAN JOAQUIN, 95207
197,WALTER E REISS OUTREACH CLINIC ,License Type: Clinic,LODI, SAN JOAQUIN, 95240
198,WASHINGTON NEIGHBORHOOD HEALTH CLINIC ,License Type: Clinic,SAN JOSE, SANTA CLARA, 95110
199,WATSONVILLE HEALTH CENTER ,License Type: Clinic (Government Owned),WATSONVILLE, SANTA CRUZ, 95076
200,WAVERLEY SURGERY CENTER ,License Type: Clinic,PALO ALTO, SANTA CLARA, 94301
201,WESTSIDE NEIGHBORHOOD CLINIC ,License Type: Clinic,SANTA BARBARA, SANTA BARBARA, 93101
202,ZEITER EYE SURGICAL CENTER INC ,License Type: Clinic,STOCKTON, SAN JOAQUIN, 95210
